synonyms	ec_number	recommended_name
NADPH ferredoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+ reductase of Plasmodium falciparum	1.18.1.2	ferredoxin-NADP+ reductase
Ferredoxin-NADP(+) reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP reductase	1.18.1.2	ferredoxin-NADP+ reductase
FNR	1.18.1.2	ferredoxin-NADP+ reductase
enzyme belongs more to theplant-type enzyme family than to the bacterial-type enzyme family	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP(H) reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin (flavodoxin)-NADP(H) reductase	1.18.1.2	ferredoxin-NADP+ reductase
adrenodoxin reductase	1.18.1.2	ferredoxin-NADP+ reductase
FNR from Anabaena PCC 7119	1.18.1.2	ferredoxin-NADP+ reductase
NfnAB	1.18.1.2	ferredoxin-NADP+ reductase
NADH-dependent reduced ferredoxin:NADP oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+-reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP-reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin:NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NAD(P)+ reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin:NADP oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
gene name	1.18.1.2	ferredoxin-NADP+ reductase
plastidic-type ferredoxin-NADP+ reductase	1.18.1.2	ferredoxin-NADP+ reductase
pFNR	1.18.1.2	ferredoxin-NADP+ reductase
TgFNR	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
gene name	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin (flavodoxin)-(reduced) nicotinamide adeninedinucleotide phosphate reductase	1.18.1.2	ferredoxin-NADP+ reductase
RcFPR	1.18.1.2	ferredoxin-NADP+ reductase
FNRS	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin NADP(H) oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
isozyme	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
photosynthetic ferredoxin NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
photosynthetic FNR	1.18.1.2	ferredoxin-NADP+ reductase
isozyme	1.18.1.2	ferredoxin-NADP+ reductase
isozyme	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+-oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
isozyme, involved in linear electron transfer andthereby affects the function of the Calvin cycle	1.18.1.2	ferredoxin-NADP+ reductase
BsFNR	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NADP+ reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NAD(P)H reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin (flavodoxin)-NAD(P)H reductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin (flavodoxin):NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferric reductase	1.18.1.2	ferredoxin-NADP+ reductase
locus name	1.18.1.2	ferredoxin-NADP+ reductase
gene name	1.18.1.2	ferredoxin-NADP+ reductase
ORF name	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin: NADP+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin-NAD(P)+ oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
FNRL	1.18.1.2	ferredoxin-NADP+ reductase
ferredoxin NADP oxidoreductase	1.18.1.2	ferredoxin-NADP+ reductase
NfnIII	1.18.1.2	ferredoxin-NADP+ reductase
FNRII	1.18.1.2	ferredoxin-NADP+ reductase
reductase, ferredoxin-nicotinamide adenine dinucleotide	1.18.1.3	ferredoxin-NAD+ reductase
reductase, ferredoxin	1.18.1.3	ferredoxin-NAD+ reductase
NAD-ferredoxin reductase	1.18.1.3	ferredoxin-NAD+ reductase
NADH-ferredoxin oxidoreductase	1.18.1.3	ferredoxin-NAD+ reductase
reductase, reduced nicotinamide adenine dinucleotide-ferredoxin	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-NAD reductase	1.18.1.3	ferredoxin-NAD+ reductase
NADH2-ferredoxin oxidoreductase	1.18.1.3	ferredoxin-NAD+ reductase
NADH flavodoxin oxidoreductase	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-linked NAD reductase	1.18.1.3	ferredoxin-NAD+ reductase
the enzyme is a member of the oxygenase-coupledNADH-dependent ferredoxin reductase family of FAD-dependentelectron-transfer enzymes	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-NAD(P)H reductase	1.18.1.3	ferredoxin-NAD+ reductase
palustrisredoxin reductase	1.18.1.3	ferredoxin-NAD+ reductase
PuR	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-reductase	1.18.1.3	ferredoxin-NAD+ reductase
an NADH-specific ferredoxin reductase componentof biphenyl dioxygenase BphA	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-NAD+ reductase	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin/flavodoxin-NAD+ reductase	1.18.1.3	ferredoxin-NAD+ reductase
Rnf	1.18.1.3	ferredoxin-NAD+ reductase
NADH-dependent ferredoxin reductase	1.18.1.3	ferredoxin-NAD+ reductase
component of naphthalenedioxygenase multicomponent enzyme system	1.18.1.3	ferredoxin-NAD+ reductase
RedIIA	1.18.1.3	ferredoxin-NAD+ reductase
Red	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin-NADH oxidoreductase	1.18.1.3	ferredoxin-NAD+ reductase
XYLA	1.18.1.3	ferredoxin-NAD+ reductase
xylM	1.18.1.3	ferredoxin-NAD+ reductase
component of toluene dioxygenase	1.18.1.3	ferredoxin-NAD+ reductase
FdR	1.18.1.3	ferredoxin-NAD+ reductase
ferredoxin NADPH reductase	1.18.1.3	ferredoxin-NAD+ reductase
NADH-ferredoxin reductase	1.18.1.3	ferredoxin-NAD+ reductase
Fdx-FdR	1.18.1.3	ferredoxin-NAD+ reductase
rubredoxin-nicotinamide adenine dinucleotide (phosphate) reductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
rubredoxin-nicotinamide adenine dinucleotide phosphate reductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
NAD(P)-rubredoxin oxidoreductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
NAD(P)H-rubredoxin oxidoreductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
reductase, rubredoxin-nicotinamide adenine dinucleotide (phosphate)	1.18.1.4	rubredoxin-NAD(P)+ reductase
NADPH:rubredoxin oxidoreductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
NROR	1.18.1.4	rubredoxin-NAD(P)+ reductase
NAD(P)H-dependent rubredoxin reductase	1.18.1.4	rubredoxin-NAD(P)+ reductase
gene name	1.18.1.4	rubredoxin-NAD(P)+ reductase
camA	1.18.1.5	putidaredoxin-NAD+ reductase
component of the soluble cytochromeP450cam-dependent monooxygenase system	1.18.1.5	putidaredoxin-NAD+ reductase
Pdr	1.18.1.5	putidaredoxin-NAD+ reductase
FprA	1.18.1.6	adrenodoxin-NADP+ reductase
ferredoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
nicotinamide adenine dinucleotide phosphate-adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
FDXR	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH:adrenodoxin oxidoreductase mitochondrial	1.18.1.6	adrenodoxin-NADP+ reductase
ADX reductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH-dependent adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH-adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
AdR	1.18.1.6	adrenodoxin-NADP+ reductase
TPNH-cytochrome P-450 reductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
FLP	1.18.1.6	adrenodoxin-NADP+ reductase
adrenodoxin oxidoreductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH:adrenal ferredoxin adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH:adrenodoxin oxidoreductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH:adrenodoxin reductase	1.18.1.6	adrenodoxin-NADP+ reductase
NADPH:adrenal ferredoxin oxidoreductase	1.18.1.6	adrenodoxin-NADP+ reductase
AdxR	1.18.1.6	adrenodoxin-NADP+ reductase
NADH-ferredoxin(NAP) reductase	1.18.1.7	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase
gene name, flavoprotein reductase of theelectron-transport chain of the naphthalene dioxygenase system ofPseudomonas putida	1.18.1.7	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase
NADH-ferredoxinNAP reductase	1.18.1.7	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase
ferredoxin reductase	1.18.1.7	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase
NagAa	1.18.1.7	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase
EC 1.18.2.1	1.18.6.1	nitrogenase
ARA	1.18.6.1	nitrogenase
NifH2	1.18.6.1	nitrogenase
molybdenum-containing nitrogenase	1.18.6.1	nitrogenase
Mo-Fe nitrogenase	1.18.6.1	nitrogenase
nitrogenase FeVco	1.18.6.1	nitrogenase
molybdenum-nitrogenase	1.18.6.1	nitrogenase
vanadium-nitrogenase	1.18.6.1	nitrogenase
N2ase	1.18.6.1	nitrogenase
nitrogenase molybdenum-iron protein	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
gene cluster consisting of nifB, nifH, nifD, nifK, nifE,nifN, nifX, hesA and nifV genes	1.18.6.1	nitrogenase
dinitrogenase	1.18.6.1	nitrogenase
nitrogenase Fe-protein	1.18.6.1	nitrogenase
Kp2	1.18.6.1	nitrogenase
nitrogenase iron-protein	1.18.6.1	nitrogenase
also known as dinitrogenase reductase	1.18.6.1	nitrogenase
molybdenum nitrogenase	1.18.6.1	nitrogenase
catalytic component of Mo nitrogenase	1.18.6.1	nitrogenase
nitrogenase molybdenum iron protein	1.18.6.1	nitrogenase
catalytic component of nitrogenase	1.18.6.1	nitrogenase
MoFe protein	1.18.6.1	nitrogenase
the nitrogenase complex is composed of 2 oxygen-labilemetalloproteins: dinitrogenase and dinitrogenase reductase	1.18.6.1	nitrogenase
vanadium nitrogenase	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
Mo-dependent nitrogenase	1.18.6.1	nitrogenase
VnfH	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
VnfDGK	1.18.6.1	nitrogenase
MoFe-protein	1.18.6.1	nitrogenase
gene name	1.18.6.1	nitrogenase
V-nitrogenase	1.18.6.1	nitrogenase
Mo-nitrogenase	1.18.6.1	nitrogenase
nitrogenase MoFe-protein	1.18.6.1	nitrogenase
also known as dinitrogenase	1.18.6.1	nitrogenase
Mo nitrogenase	1.18.6.1	nitrogenase
alpha-chain	1.18.6.2	vanadium-dependent nitrogenase
delta-chain	1.18.6.2	vanadium-dependent nitrogenase
beta-chain	1.18.6.2	vanadium-dependent nitrogenase
VnfDG	1.18.6.2	vanadium-dependent nitrogenase
VnfY	1.18.6.2	vanadium-dependent nitrogenase
cf. EC 1.18.6.1	1.18.6.2	vanadium-dependent nitrogenase
