synonyms	ec_number	recommended_name
D-glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
A4-GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
A2B2-glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
fully active enzyme	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
glyceraldehyde-3-P dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GAPD	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NAPD-linked glyceraldehyde-3-P dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP-GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
glyceraldehyde-3-dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP(H)-glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
gene name	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP-dependent GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP-dependent glyceradehdye-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
Ov-GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
A4 glyceraldehyde 3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GAPDH (A4)	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADPH-glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP+-dependent glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP+-GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
phosphorylating GAP dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
phosphorylating glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GapA-1	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
photosynthetic GAPDH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GraP-DH	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
locus name	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
NADP+-dependent gapB	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
GapA	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
glyceraldehyde-3-phosphate dehhydrogenase (NADP+)(phoshphorylating)	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
gene name	1.2.1.13	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating)
dehydrogenase, malonate semialdehyde	1.2.1.15	malonate-semialdehyde dehydrogenase
IolA	1.2.1.15	malonate-semialdehyde dehydrogenase
NAD-dependent malonate-semialdehyde dehydrogenase	1.2.1.15	malonate-semialdehyde dehydrogenase
gene name	1.2.1.15	malonate-semialdehyde dehydrogenase
dehydrogenase, succinate semialdehyde (nicotinamide adeninedinucleotide (phosphate))	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinate semialdehyde dehydrogenase (nicotinamide adeninedinucleotide (phosphate))	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
SSDH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinate-semialdehyde dehydrogenase (NAD(P)+)	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinate-semialdehyde dehydrogenase (NAD(P))	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
BADH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD(P)+-dependent benzaldehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD(P)-dependent benzaldehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD+/NADP+-dependent benzaldehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD+/NADP+-dependent SSADH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinic semialdehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
isoform	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
ALDH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinic semialdehyde:NAD(P)+ oxidoreductase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD(P)+-coupled 3-sulfopropanal dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinate-semialdehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
3-sulfopropanal dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
sulfopropanal dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
ST0064	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD(P)+-dependent succinic semialdehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
BsSSADH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
SSADH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
NAD(P)+-dependent succinate semialdehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
YneI	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
SpSSADH	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
succinate semialdehyde dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
GabD dehydrogenase	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
SSO1842	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
SSADH-II	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
gapN-2	1.2.1.16	succinate-semialdehyde dehydrogenase [NAD(P)+]
acylating glyoxylate dehydrogenase	1.2.1.17	glyoxylate dehydrogenase (acylating)
AGODH	1.2.1.17	glyoxylate dehydrogenase (acylating)
oxalyl-CoA reductase	1.2.1.17	glyoxylate dehydrogenase (acylating)
glyoxylate-NADP+ oxidoreductase	1.2.1.17	glyoxylate dehydrogenase (acylating)
malonic semialdehyde oxidative decarboxylase	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
dehydrogenase, malonate semialdehyde	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
malonate semialdehyde oxidative decarboxylase	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
malonate-semialdehyde: nicotinamide adenine dinucleotide oxidoreductase	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
malonate-semialdehyde dehydrogenase (NADP+) (acylating)	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
isozyme	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
UniProt	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
malonate-semialdehyde dehydrogenase	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
NAD-dependent malonate-semialdehyde dehydrogenase	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
KES23460	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
gene name	1.2.1.18	malonate-semialdehyde dehydrogenase (acetylating)
ABAL dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
dehydrogenase, aminobutyraldehyde	1.2.1.19	aminobutyraldehyde dehydrogenase
gamma-aminobutyraldehyde dehydroganase	1.2.1.19	aminobutyraldehyde dehydrogenase
gamma-guanidinobutyraldehyde dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
PatD	1.2.1.19	aminobutyraldehyde dehydrogenase
gamma-aminobutyraldehyde dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
SlAMADH1	1.2.1.19	aminobutyraldehyde dehydrogenase
YdcW	1.2.1.19	aminobutyraldehyde dehydrogenase
ABALDH	1.2.1.19	aminobutyraldehyde dehydrogenase
gene name	1.2.1.19	aminobutyraldehyde dehydrogenase
cf. EC 1.2.1.8	1.2.1.19	aminobutyraldehyde dehydrogenase
NAD+-dependent aminoaldehyde dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
gene name	1.2.1.19	aminobutyraldehyde dehydrogenase
PsAMADH 1	1.2.1.19	aminobutyraldehyde dehydrogenase
aminoaldehyde dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
gene name	1.2.1.19	aminobutyraldehyde dehydrogenase
PsAMADH 2	1.2.1.19	aminobutyraldehyde dehydrogenase
gene name	1.2.1.19	aminobutyraldehyde dehydrogenase
ZmAMADH1a	1.2.1.19	aminobutyraldehyde dehydrogenase
ZmAMADH1b	1.2.1.19	aminobutyraldehyde dehydrogenase
ZmAMADH2	1.2.1.19	aminobutyraldehyde dehydrogenase
MdAMADH1	1.2.1.19	aminobutyraldehyde dehydrogenase
4-aminobutanal dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
NAD+-aminoaldehyde dehydrogenase	1.2.1.19	aminobutyraldehyde dehydrogenase
MdAMADH2	1.2.1.19	aminobutyraldehyde dehydrogenase
