Commentary	Ref	Literature(PubmedID)	value
more than 68% of maximum activity	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	205	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	206	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	207	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	252	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	253	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	254	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	255	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	256	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
	258	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	259	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	260	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	261	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	262	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	263	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	264	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
80% of maximum activity	276	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	277	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	278	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	279	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	280	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	281	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	282	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
	300	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	301	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	302	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	303	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	304	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	329	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	329	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	329	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	329	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	330	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	330	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	330	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	330	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	331	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	331	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	331	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	331	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	332	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	332	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	332	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	332	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	333	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	333	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	333	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	333	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	334	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	334	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	334	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	334	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	335	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	335	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	335	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	335	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	336	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	336	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	336	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	336	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	337	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	337	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	337	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	337	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	338	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	338	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	338	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	338	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	339	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	339	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	339	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	339	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	340	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	340	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	340	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	340	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	356	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	356	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	356	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	357	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	357	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	357	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	358	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	358	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	358	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	359	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	359	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	359	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	360	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	360	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	360	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	361	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	361	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	361	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	362	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	362	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	362	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	363	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	363	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	363	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	364	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	364	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	364	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	365	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	365	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	365	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	366	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	366	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	366	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	367	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	367	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	367	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
65% residual activity	391	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487213	70.0
	439	https://www.ncbi.nlm.nih.gov/pubmed/?term=20077114	20.0 - 80.0
activity range, 80% of maximal activity at 75-90°C, 20% at 100°C, and 10% at 40°C, profile, overview	439	https://www.ncbi.nlm.nih.gov/pubmed/?term=19655217	35.0 - 100.0
	440	https://www.ncbi.nlm.nih.gov/pubmed/?term=20077114	20.0 - 80.0
activity range, 80% of maximal activity at 75-90°C, 20% at 100°C, and 10% at 40°C, profile, overview	440	https://www.ncbi.nlm.nih.gov/pubmed/?term=19655217	35.0 - 100.0
recombinant N-terminal + catalytic domains	463	https://www.ncbi.nlm.nih.gov/pubmed/?term=11065373	40.0 - 100.0
recombinant catalytic domain	463	https://www.ncbi.nlm.nih.gov/pubmed/?term=11065373	40.0 - 85.0
recombinant N-terminal + catalytic domains	464	https://www.ncbi.nlm.nih.gov/pubmed/?term=11065373	40.0 - 100.0
recombinant catalytic domain	464	https://www.ncbi.nlm.nih.gov/pubmed/?term=11065373	40.0 - 85.0
40°C: about 30% of maximal activity, 80°C: about 20% of maximal activity	475	https://www.ncbi.nlm.nih.gov/pubmed/?term=8467959	40.0 - 80.0
40°C: about 30% of maximal activity, 80°C: about 20% of maximal activity	476	https://www.ncbi.nlm.nih.gov/pubmed/?term=8467959	40.0 - 80.0
rapid decline in activity above 45°C	485	https://www.ncbi.nlm.nih.gov/pubmed/?term=100550709	-999.0
rapid decline in activity above 45°C	486	https://www.ncbi.nlm.nih.gov/pubmed/?term=100550709	-999.0
rapid decline in activity above 45°C	487	https://www.ncbi.nlm.nih.gov/pubmed/?term=100550709	-999.0
