Commentary	Ref	Literature(PubmedID)	value
more than 50% maximal activity	164	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	164	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	165	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	166	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	167	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	168	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	168	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	168	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	168	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	168	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	168	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	169	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	169	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	169	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	169	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	169	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	169	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	170	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	170	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	170	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	170	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	170	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	170	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	171	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	171	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	171	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	171	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	171	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	171	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	172	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	172	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	172	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	172	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	172	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	172	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	173	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	173	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	173	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	173	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	173	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	173	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	174	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	174	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
pH 2.8: about 30% of maximal activity, pH 7.5: about 40% of maximal activity	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553705	2.8 - 7.5
pH 3.0: about 90% of maximal activity, pH 8.0: about 25% of maximal activity, xylanase IB	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.0 - 8.0
pH 3.5: about 40% of maximal activity, pH 6.5: about 35% of maximal activity	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=18553704	3.5 - 6.5
pH 3.5: about 70% of maximal activity, pH 8.0: about 30% of maximal activity, xylanase IA	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=455113	3.5 - 8.0
more than 50% maximal activity	175	https://www.brenda-enzymes.org/literature.php?r=679573	3.6 - 6.5
	175	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	5.0
recombinant enzyme, rapid decrease in activity above pH 6.4, profile, overview	205	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	2.4 - 7.4
recombinant enzyme, rapid decrease in activity above pH 6.4, profile, overview	206	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	2.4 - 7.4
recombinant enzyme, rapid decrease in activity above pH 6.4, profile, overview	207	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	2.4 - 7.4
about 40% of maximal activity at pH 3.0 and at pH 10.0	252	https://www.brenda-enzymes.org/literature.php?r=171646	3.0 - 10.0
about 40% of maximal activity at pH 3.0 and at pH 10.0	253	https://www.brenda-enzymes.org/literature.php?r=171646	3.0 - 10.0
about 40% of maximal activity at pH 3.0 and at pH 10.0	254	https://www.brenda-enzymes.org/literature.php?r=171646	3.0 - 10.0
about 40% of maximal activity at pH 3.0 and at pH 10.0	255	https://www.brenda-enzymes.org/literature.php?r=171646	3.0 - 10.0
about 40% of maximal activity at pH 3.0 and at pH 10.0	256	https://www.brenda-enzymes.org/literature.php?r=171646	3.0 - 10.0
	258	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	259	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	260	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	261	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	262	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	263	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
	264	https://www.brenda-enzymes.org/literature.php?r=678008	5.0 - 8.0
83% of maximum activity	276	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	276	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	277	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	277	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	278	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	278	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	279	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	279	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	280	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	280	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	281	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	281	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
83% of maximum activity	282	https://www.ncbi.nlm.nih.gov/pubmed/?term=22932960	1.0 - 3.0
more than 75% of maximum activity within	282	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	10.0 - 12.0
	300	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	5.0 - 7.0
	300	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237	5.0 - 8.0
	301	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	5.0 - 7.0
	301	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237	5.0 - 8.0
	302	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	5.0 - 7.0
	302	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237	5.0 - 8.0
	303	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	5.0 - 7.0
	303	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237	5.0 - 8.0
	304	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	5.0 - 7.0
	304	https://www.ncbi.nlm.nih.gov/pubmed/?term=18065237	5.0 - 8.0
activity range	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	329	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	330	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	331	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	332	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	333	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	334	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	335	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	336	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	337	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	338	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	339	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	339	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	5.0 - 11.0
broad pH profile	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=10830514	5.0 - 8.0
pH 5.0: about 50% of maximal activity, pH 9.0: about 60% of maximal activity	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	5.0 - 9.0
about 50% of maximal activity at pH 5.3 and at pH 10.6	340	https://www.brenda-enzymes.org/literature.php?r=171656	5.3 - 10.6
over 80% of maximal activity within this range	340	https://www.ncbi.nlm.nih.gov/pubmed/?term=100536469	6.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	356	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	356	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	357	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	357	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	358	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	358	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	359	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	359	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	360	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	360	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	361	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
more than 50% activity retained, enzyme activity decreases sharply below pH 5.5 and above pH 9.0, negligible amount of activity at pH below 5.0 and above 10.5	361	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	5.5 - 8.5
activity range, pH dependency of recombinant His-tagged wild-type and mutant enzymes, overview	362	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	4.0 - 11.0
