Commentary	Substrate	Ref	Literature(PubmedID)	value
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	985	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	985	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	985	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	985	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	986	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	986	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	986	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	986	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	986	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	986	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	986	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	986	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	986	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	986	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	987	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	987	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	987	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	987	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	987	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	987	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	987	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	987	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	987	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	987	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	988	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	988	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	988	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	988	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	988	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	988	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	988	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	988	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	988	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	988	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	989	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	989	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	989	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	989	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	989	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	989	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	989	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	989	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	989	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	989	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	990	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	990	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	990	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	990	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	990	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	990	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	990	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	990	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	990	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	990	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	991	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	991	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	991	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	991	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	991	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	991	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	991	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	991	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	991	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	991	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	992	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	992	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	992	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	992	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	992	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	992	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	992	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	992	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	992	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	992	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	993	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	993	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	993	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	993	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	993	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	993	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	993	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	993	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	993	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	993	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	994	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	994	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	994	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	994	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	994	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	994	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	994	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	994	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	994	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	994	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	995	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	995	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	995	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	995	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	995	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	995	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	995	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	995	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	995	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	995	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	996	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	996	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	996	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	996	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	996	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	996	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	996	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	996	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	996	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	996	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	997	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	997	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	997	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	997	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	997	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	997	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	997	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	997	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	997	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	997	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	998	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	998	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	998	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	998	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	998	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	998	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	998	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	998	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	998	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	998	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	999	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	999	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	999	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	999	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	999	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	999	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	999	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	999	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	999	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	999	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1000	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1000	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1000	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1000	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1000	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1000	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1000	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1000	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1000	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1000	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1001	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1001	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1001	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1001	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1001	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1001	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1001	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1001	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1001	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1001	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1002	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1002	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1002	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1002	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1002	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1002	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1002	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1002	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1002	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1002	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1003	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1003	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1003	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1003	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1003	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1003	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1003	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1003	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1003	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1003	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1004	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1004	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1004	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1004	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1004	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1004	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1004	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1004	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1004	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1004	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1005	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1005	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1005	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1005	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1005	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1005	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1005	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1005	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1005	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1005	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1006	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1006	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1006	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1006	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1006	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1006	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1006	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1006	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1006	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1006	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1007	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1007	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1007	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1007	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1007	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1007	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1007	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1007	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1007	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1007	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1008	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1008	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1008	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1008	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1008	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1008	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1008	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1008	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1008	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1008	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1009	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1009	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1009	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1009	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1009	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1009	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1009	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1009	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1009	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1009	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1010	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1010	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1010	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1010	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1010	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1010	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1010	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1010	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1010	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1010	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1011	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1011	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1011	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1011	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1011	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1011	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1011	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1011	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1011	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1011	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1012	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1012	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1012	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1012	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1012	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1012	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1012	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1012	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1012	16053917	0.61
pH 7.7, 37°C, DNA passage, mutant L169F	DNA	1012	16053917	0.94
ATP hydrolysis kinetics for wild-type and Y50F mutant enzyme	more	1013	15647268	-999.0
pH 8.0, temperature not specified in the publication, recombinant topo2alpha	Supercoiled DNA	1013	20709174	1.2E-6
pH 7.7, 37°C, DNA passage, mutant R162Q	DNA	1013	16053917	0.21
pH 7.7, 30°C, recombinant Y50F mutant enzyme	ATP	1013	15647268	0.3
pH 7.7, 37°C, DNA passage, mutant Y165S	DNA	1013	16053917	0.3
pH 7.7, 37°C, DNA passage, wild-type enzyme	DNA	1013	16053917	0.39
pH 7.7, 30°C, recombinant wild-type enzyme	ATP	1013	15647268	0.5
pH 7.7, 37°C, DNA passage, mutant L169I	DNA	1013	16053917	0.55
pH 7.7, 37°C, DNA passage, mutant R162K	DNA	1013	16053917	0.61
