Commentary	Ref	Literature(PubmedID)	Inhibitor	value
pH 7.5, 25°C	145	12713832	2-[benzyl([[(4-methylphenyl)sulfonyl]amino]carbonyl)amino]-N-hydroxyacetamide	1.6E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(2-nitrophenyl)sulfonyl]-N-hydroxy-L-alaninamide	1.6E-5
pH 7.5, 25°C	145	12713832	N-phenylsulfonylureido-N-(5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	1.6E-5
pH 7.5, 25°C	145	12713832	2-[benzyl([[(2-methylphenyl)sulfonyl]amino]carbonyl)amino]-N-hydroxyacetamide	1.7E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-methoxyphenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	1.7E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(3-chlorophenyl)carbamoyl]-N-hydroxy-L-alaninamide	1.7E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N-hydroxy-N2-[(2,4,6-trimethylphenyl)sulfonyl]-L-alaninamide	1.7E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(2,4,6-trimethylphenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	1.8E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(2-nitrophenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	1.8E-5
pH 7.5, 25°C	145	10938538	2-[benzyl([[(4-fluorophenyl)sulfonyl]amino]carbonyl)amino]-N-hydroxypropanamide	1.8E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-fluorophenyl)carbamoyl]-N-hydroxy-L-alaninamide	1.8E-5
pH 7.5, 25°C	145	12713832	N-4-fluorophenylsulfonylureido-N-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	1.8E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine hydroxamate	1.8E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-(5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	1.8E-5
pH 7.5, 25°C	145	10938538	2-[benzyl-(2,4,6-tripropyl-benzenesulfonyl)-amino]-N-hydroxy-propionamide	1.9E-5
pH 7.5, 25°C	145	10699384	2-[benzyl([[(4-fluorophenyl)sulfonyl]amino]carbonyl)amino]-N-hydroxy-3-methylbutanamide	1.9E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine hydroxamate	1.9E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(4-methoxyphenyl)sulfonyl]amino]-N-hydroxypropanamide	2.0E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-[(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine hydroxamate	2.0E-5
pH 7.5, 25°C	145	10699384	2-(benzyl[[(2,4-difluorophenyl)amino]carbonyl]amino)-N-hydroxy-3-methylbutanamide	2.1E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(2-nitrophenyl)sulfonyl]amino]-N-hydroxypropanamide	2.1E-5
pH 7.5, 25°C	145	12713832	2-[benzyl([[(4-fluorophenyl)sulfonyl]amino]carbonyl)amino]-N-hydroxyacetamide	2.1E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-(5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	2.1E-5
pH 7.5, 25°C	145	12713832	N-4-chlorophenylsulfonylureido-N-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	2.1E-5
pH 7.5, 25°C	145	12713832	N-4-fluorophenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	2.1E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N-hydroxy-N2-[(4-methoxyphenyl)sulfonyl]-L-alaninamide	2.2E-5
pH 7.5, 25°C	145	10938538	2-(benzyl[[(2,4-difluorophenyl)amino]carbonyl]amino)-N-hydroxypropanamide	2.4E-5
pH 7.5, 25°C	145	12713832	N-4-chlorophenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	2.5E-5
pH 7.5, 25°C	145	12713832	N-4-chlorophenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	2.6E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-(10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)-glycine hydroxamate	2.8E-5
pH 7.5, 25°C	145	10699384	2-(benzyl[[(4-chlorophenyl)amino]carbonyl]amino)-N-hydroxy-3-methylbutanamide	3.0E-5
pH 7.5, 25°C	145	10938538	2-(benzyl[[(4-chlorophenyl)amino]carbonyl]amino)-N-hydroxypropanamide	3.0E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-iodophenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	3.0E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-iodophenyl)sulfonyl]-N-hydroxy-L-alaninamide	3.0E-5
pH 7.5, 25°C	145	10699384	2-(benzyl[[(4-fluorophenyl)amino]carbonyl]amino)-N-hydroxy-3-methylbutanamide	3.1E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(4-iodophenyl)sulfonyl]amino]-N-hydroxypropanamide	3.2E-5
pH 7.5, 25°C	145	10699384	2-(benzyl[[(3-chlorophenyl)amino]carbonyl]amino)-N-hydroxy-3-methylbutanamide	3.3E-5
pH 7.5, 25°C	145	10938538	2-(benzyl[[(4-fluorophenyl)amino]carbonyl]amino)-N-hydroxypropanamide	3.3E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-methylphenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	3.3E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-bromophenyl)sulfonyl]-N-hydroxy-L-alaninamide	3.3E-5
pH 7.5, 25°C	145	12713832	N-4-fluorophenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	3.3E-5
pH 7.5, 25°C	145	10938538	2-(benzyl[[(3-chlorophenyl)amino]carbonyl]amino)-N-hydroxypropanamide	3.4E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-chlorophenyl)sulfonyl]-N-hydroxy-L-alaninamide	3.5E-5
pH 7.5, 25°C	145	12713832	N-phenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	3.5E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-bromophenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	3.6E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-fluorophenyl)sulfonyl]-N-hydroxy-L-alaninamide	3.6E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(4-bromophenyl)sulfonyl]amino]-N-hydroxypropanamide	3.7E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	3.8E-5
pH 7.5, 25°C	145	10699384	2-[benzyl(benzylsulfonyl)amino]-N-hydroxy-3-methylbutanamide	4.0E-5
pH 7.5, 25°C	145	10938538	2-[benzyl-(toluene-4-sulfonyl)-amino]-N-hydroxy-propionamide	4.0E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	4.0E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	4.0E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-fluorophenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	4.2E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(10,11,dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	4.2E-5
pH 7.5, 25°C	145	10938538	2-[benzyl(benzylsulfonyl)amino]-N-hydroxypropanamide	4.3E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-[(10,11,dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	4.3E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(4-chlorophenyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	4.4E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(4-chlorophenyl)sulfonyl]amino]-N-hydroxypropanamide	4.4E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(4-fluorophenyl)sulfonyl]amino]-N-hydroxypropanamide	4.5E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N2-[(4-methylphenyl)sulfonyl]-N-hydroxy-L-alaninamide	4.5E-5
pH 7.5, 25°C	145	12713832	N-2-methylphenylsulfonylureido-N-[(5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	4.5E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(trifluoromethyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	4.7E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(trifluoromethyl)sulfonyl]amino]-N-hydroxypropanamide	4.8E-5
pH 7.5, 25°C	145	10938538	2-[benzyl[(trichloromethyl)sulfonyl]amino]-N-hydroxypropanamide	5.0E-5
pH 7.5, 25°C	145	12713832	N-4-fluorophenylsulfonylureido-N-[(10,11,dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	5.0E-5
pH 7.5, 25°C	145	10938538	2-[benzyl(phenylsulfonyl)amino]-N-hydroxypropanamide	5.1E-5
pH 7.5, 25°C	145	10699384	2-[benzyl[(trichloromethyl)sulfonyl]amino]-N-hydroxy-3-methylbutanamide	5.2E-5
pH 7.5, 25°C	145	10699384	2-[benzyl(phenylsulfonyl)amino]-N-hydroxy-3-methylbutanamide	5.4E-5
pH 7.5, 25°C	145	10732980	N2-(benzylsulfonyl)-N2-(2-chlorobenzyl)-N-hydroxy-L-alaninamide	5.4E-5
pH 7.5, 25°C	145	12713832	N-4-methylphenylsulfonylureido-N-[(10,11,dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)ethylene]-glycine	5.5E-5
pH 7.5, 25°C	145	10732980	N2-(2-chlorobenzyl)-N-hydroxy-N2-(phenylsulfonyl)-L-alaninamide	5.8E-5
pH 7.5, 25°C	145	12713832	N-4-fluorophenylsulfonylureido-N-[(10,11,dihydro-5H-dibenzo[a,d]cyclohepten-5-yl)methylen]-glycine	6.0E-5
