Commentary	Ref	Literature(PubmedID)	value
xylanase 2, isoelectric focusing	861	0	7.7
xylanase 1, isoelectric focusing	861	0	9.0
xylanase 2, isoelectric focusing	862	0	7.7
xylanase 1, isoelectric focusing	862	0	9.0
xylanase 2, isoelectric focusing	863	0	7.7
xylanase 1, isoelectric focusing	863	0	9.0
Xyl1-3, isoelectric focusing; Xyl16-3, isoelectric focusing	920	0	6.0
Xyl6-6, isoelectric focusing	920	0	7.0
Xylam, isoelectric focusing	920	0	7.1
Xyl1-3, isoelectric focusing; Xyl16-3, isoelectric focusing	921	0	6.0
Xyl6-6, isoelectric focusing	921	0	7.0
Xylam, isoelectric focusing	921	0	7.1
Xyl1-3, isoelectric focusing; Xyl16-3, isoelectric focusing	922	0	6.0
Xyl6-6, isoelectric focusing	922	0	7.0
Xylam, isoelectric focusing	922	0	7.1
Xyl1-3, isoelectric focusing; Xyl16-3, isoelectric focusing	923	0	6.0
Xyl6-6, isoelectric focusing	923	0	7.0
Xylam, isoelectric focusing	923	0	7.1
calculated	935	16461639	8.5
calculated	936	16461639	8.5
calculated	937	16461639	8.5
calculated	938	16461639	8.5
calculated	940	25058752	4.4
calculated	941	25058752	4.4
isozyme IIa, isoelectric focusing; isozyme IIb, isoelectric focusing	955	10923787	4.2
isozyme Ia, isoelectric focusing; isozyme Ib, isoelectric focusing; isozyme Ic, isoelectric focusing	955	10923787	6.0
isozyme IIa, isoelectric focusing; isozyme IIb, isoelectric focusing	956	10923787	4.2
isozyme Ia, isoelectric focusing; isozyme Ib, isoelectric focusing; isozyme Ic, isoelectric focusing	956	10923787	6.0
predicted from amino acid sequence	967	16673939	7.69
predicted from amino acid sequence	968	16673939	7.69
calculated	977	24861346	4.8
isoelectric focusing	1002	0	8.6
sequence calculation	1082	19759868	5.47
isoelectric focusing	1139	15142626	4.8
isoelectric focusing	1140	15142626	4.8
isoelectric focusing	1149	23157299	6.5
isoelectric focusing	1150	23157299	6.5
isoelectric focusing	1151	23157299	6.5
isoelectric focusing	1152	23157299	6.5
isoelectric focusing	1153	23157299	6.5
isoelectric focusing	1154	23157299	6.5
isoelectric focusing	1155	23157299	6.5
or below, isoelectric focusing	1158	16473771	3.5
isoelectric focusing	1158	17257262	3.6
calculated	1158	16473771	4.4
or below, isoelectric focusing	1159	16473771	3.5
isoelectric focusing	1159	17257262	3.6
calculated	1159	16473771	4.4
or below, isoelectric focusing	1160	16473771	3.5
isoelectric focusing	1160	17257262	3.6
calculated	1160	16473771	4.4
or below, isoelectric focusing	1161	16473771	3.5
isoelectric focusing	1161	17257262	3.6
calculated	1161	16473771	4.4
or below, isoelectric focusing	1162	16473771	3.5
isoelectric focusing	1162	17257262	3.6
calculated	1162	16473771	4.4
or below, isoelectric focusing	1163	16473771	3.5
isoelectric focusing	1163	17257262	3.6
calculated	1163	16473771	4.4
isoelectric focusing	1172	17216454	4.2
recombinant His6-tagged wild-type enzyme, isoelectric focusing	1172	19118652	6.8
	1172	18384043	8.6
isoelectric focusing	1173	17216454	4.2
recombinant His6-tagged wild-type enzyme, isoelectric focusing	1173	19118652	6.8
	1173	18384043	8.6
isoelectric focusing	1174	17216454	4.2
recombinant His6-tagged wild-type enzyme, isoelectric focusing	1174	19118652	6.8
	1174	18384043	8.6
isoform xynC, calculated	1204	15278289	5.5
isoform xynA, calculated	1204	15278289	5.8
isoform xynB, calculated	1204	15278289	6.0
isoform xynC, calculated	1205	15278289	5.5
isoform xynA, calculated	1205	15278289	5.8
isoform xynB, calculated	1205	15278289	6.0
isoform xynC, calculated	1206	15278289	5.5
isoform xynA, calculated	1206	15278289	5.8
isoform xynB, calculated	1206	15278289	6.0
isoform xynC, calculated	1207	15278289	5.5
isoform xynA, calculated	1207	15278289	5.8
isoform xynB, calculated	1207	15278289	6.0
isozyme XA-2, chromatofocusing	1213	11720306	4.2
isozyme XA-1, chromatofocusing	1213	11720306	7.1
isozyme XA-2, chromatofocusing	1214	11720306	4.2
isozyme XA-1, chromatofocusing	1214	11720306	7.1
isozyme XA-2, chromatofocusing	1215	11720306	4.2
isozyme XA-1, chromatofocusing	1215	11720306	7.1
	1275	12089151	9.5
	1276	12089151	9.5
	1277	12089151	9.5
	1278	12089151	9.5
purified isozymes with 2 pI values, isoelectric focusing	1281	0	4.9
purified isozyme with 2 pI values, isoelectric focusing	1281	0	6.0
calculated	1294	24170174	6.4
calculated	1295	24170174	6.4
xylanase III, isoelectric focusing	1317	0	4.2
xylanase II, isoelectric focusing	1317	0	5.3
xylanase III, isoelectric focusing	1318	0	4.2
xylanase II, isoelectric focusing	1318	0	5.3
xylanase III, isoelectric focusing	1319	0	4.2
xylanase II, isoelectric focusing	1319	0	5.3
xylanase III, isoelectric focusing	1320	0	4.2
xylanase II, isoelectric focusing	1320	0	5.3
isoform XynB, isoelectric focusing	1404	0	2.8
isoform XynC, isoelectric focusing	1404	0	3.6
isoform XynB, isoelectric focusing	1405	0	2.8
isoform XynC, isoelectric focusing	1405	0	3.6
isoform XynB, isoelectric focusing	1406	0	2.8
isoform XynC, isoelectric focusing	1406	0	3.6
isoform XynB, isoelectric focusing	1407	0	2.8
isoform XynC, isoelectric focusing	1407	0	3.6
isoform XynB, isoelectric focusing	1408	0	2.8
isoform XynC, isoelectric focusing	1408	0	3.6
isoform XynB, isoelectric focusing	1409	0	2.8
isoform XynC, isoelectric focusing	1409	0	3.6
isoform XynB, isoelectric focusing	1410	0	2.8
isoform XynC, isoelectric focusing	1410	0	3.6
isoform XynB, isoelectric focusing	1411	0	2.8
isoform XynC, isoelectric focusing	1411	0	3.6
	1461	18645964	6.3
	1462	18645964	6.3
	1463	18645964	6.3
isoelectric focusing	1475	17408951	8.5
isoelectric focusing	1476	17408951	8.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1537	10689075	4.9
Xyl1, isoelectric focusing	1537	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1538	10689075	4.9
Xyl1, isoelectric focusing	1538	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1539	10689075	4.9
Xyl1, isoelectric focusing	1539	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1540	10689075	4.9
Xyl1, isoelectric focusing	1540	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1541	10689075	4.9
Xyl1, isoelectric focusing	1541	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1542	10689075	4.9
Xyl1, isoelectric focusing	1542	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1543	10689075	4.9
Xyl1, isoelectric focusing	1543	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1544	10689075	4.9
Xyl1, isoelectric focusing	1544	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1545	10689075	4.9
Xyl1, isoelectric focusing	1545	10689075	5.5
Xyl2, isoelectric focusing; Xyl3, isoelectric focusing	1546	10689075	4.9
Xyl1, isoelectric focusing	1546	10689075	5.5
sequence calculation	1567	0	6.74
isozyme I; isozyme II	1611	0	4.9
isozyme III	1611	0	6.0
isozyme I; isozyme II	1612	0	4.9
isozyme III	1612	0	6.0
isozyme I; isozyme II	1613	0	4.9
isozyme III	1613	0	6.0
isozyme I; isozyme II	1614	0	4.9
isozyme III	1614	0	6.0
isozyme I; isozyme II	1615	0	4.9
isozyme III	1615	0	6.0
isoelectric focusing	1617	21466666	5.9
isoelectric focusing	1617	17216454	8.6
isoelectric focusing	1618	21466666	5.9
isoelectric focusing	1618	17216454	8.6
isoelectric focusing	1619	21466666	5.9
isoelectric focusing	1619	17216454	8.6
isoelectric focusing	1620	21466666	5.9
isoelectric focusing	1620	17216454	8.6
isoelectric focusing	1621	21466666	5.9
isoelectric focusing	1621	17216454	8.6
isoelectric focusing	1622	21466666	5.9
isoelectric focusing	1622	17216454	8.6
isoelectric focusing	1623	21466666	5.9
isoelectric focusing	1623	17216454	8.6
isoelectric focusing	1624	21466666	5.9
isoelectric focusing	1624	17216454	8.6
	1663	0	7.1
	1664	0	7.1
	1665	0	7.1
	1666	0	7.1
	1667	0	7.1
	1668	0	7.1
	1669	0	7.1
isoelectric focusing	1676	0	7.2
isoelectric focusing	1709	11263969	4.2
isoelectric focusing	1715	9648252	3.7
	1715	18387299	3.8
isoelectric focusing	1715	10467122	3.8
isoelectric focusing	1715	23793944	3.9
mutant enzyme; wild-type enzyme	1715	100478004	6.0
isoelectric focusing	1716	9648252	3.7
	1716	18387299	3.8
isoelectric focusing	1716	10467122	3.8
isoelectric focusing	1716	23793944	3.9
mutant enzyme; wild-type enzyme	1716	100478004	6.0
isoelectric focusing	1717	9648252	3.7
	1717	18387299	3.8
isoelectric focusing	1717	10467122	3.8
isoelectric focusing	1717	23793944	3.9
mutant enzyme; wild-type enzyme	1717	100478004	6.0
isoelectric focusing	1718	9648252	3.7
	1718	18387299	3.8
isoelectric focusing	1718	10467122	3.8
isoelectric focusing	1718	23793944	3.9
mutant enzyme; wild-type enzyme	1718	100478004	6.0
isoelectric focusing	1719	9648252	3.7
	1719	18387299	3.8
isoelectric focusing	1719	10467122	3.8
isoelectric focusing	1719	23793944	3.9
mutant enzyme; wild-type enzyme	1719	100478004	6.0
isoelectric focusing	1720	9648252	3.7
	1720	18387299	3.8
isoelectric focusing	1720	10467122	3.8
isoelectric focusing	1720	23793944	3.9
mutant enzyme; wild-type enzyme	1720	100478004	6.0
isoelectric focusing	1721	9648252	3.7
	1721	18387299	3.8
isoelectric focusing	1721	10467122	3.8
isoelectric focusing	1721	23793944	3.9
mutant enzyme; wild-type enzyme	1721	100478004	6.0
isoelectric focusing	1722	9648252	3.7
	1722	18387299	3.8
isoelectric focusing	1722	10467122	3.8
isoelectric focusing	1722	23793944	3.9
mutant enzyme; wild-type enzyme	1722	100478004	6.0
isoelectric focusing	1723	9648252	3.7
	1723	18387299	3.8
isoelectric focusing	1723	10467122	3.8
isoelectric focusing	1723	23793944	3.9
mutant enzyme; wild-type enzyme	1723	100478004	6.0
isoelectric focusing	1724	9648252	3.7
	1724	18387299	3.8
isoelectric focusing	1724	10467122	3.8
isoelectric focusing	1724	23793944	3.9
mutant enzyme; wild-type enzyme	1724	100478004	6.0
isoelectric focusing	1725	9648252	3.7
	1725	18387299	3.8
isoelectric focusing	1725	10467122	3.8
isoelectric focusing	1725	23793944	3.9
mutant enzyme; wild-type enzyme	1725	100478004	6.0
isoelectric focusing	1726	9648252	3.7
	1726	18387299	3.8
isoelectric focusing	1726	10467122	3.8
isoelectric focusing	1726	23793944	3.9
mutant enzyme; wild-type enzyme	1726	100478004	6.0
isoelectric focusing	1727	9648252	3.7
	1727	18387299	3.8
isoelectric focusing	1727	10467122	3.8
isoelectric focusing	1727	23793944	3.9
mutant enzyme; wild-type enzyme	1727	100478004	6.0
isoelectric focusing	1728	9648252	3.7
	1728	18387299	3.8
isoelectric focusing	1728	10467122	3.8
isoelectric focusing	1728	23793944	3.9
mutant enzyme; wild-type enzyme	1728	100478004	6.0
isoelectric focusing	1729	9648252	3.7
	1729	18387299	3.8
isoelectric focusing	1729	10467122	3.8
isoelectric focusing	1729	23793944	3.9
mutant enzyme; wild-type enzyme	1729	100478004	6.0
isoelectric focusing	1748	12932372	7.1
isoelectric focusing	1749	12932372	7.1
isoelectric focusing	1829	0	6.4
isoelectric focusing	1830	0	6.4
isoelectric focusing	1865	19556747	7.5
isoelectric focusing	1865	17475200	9.0
isoelectric focusing	1865	17988729	9.0
isoelectric focusing	1865	16139382	9.0
isoelectric focusing	1866	19556747	7.5
isoelectric focusing	1866	17475200	9.0
isoelectric focusing	1866	17988729	9.0
isoelectric focusing	1866	16139382	9.0
isoelectric focusing	1867	19556747	7.5
isoelectric focusing	1867	17475200	9.0
isoelectric focusing	1867	17988729	9.0
isoelectric focusing	1867	16139382	9.0
isoelectric focusing	1868	19556747	7.5
isoelectric focusing	1868	17475200	9.0
isoelectric focusing	1868	17988729	9.0
isoelectric focusing	1868	16139382	9.0
isoelectric focusing	1869	19556747	7.5
isoelectric focusing	1869	17475200	9.0
isoelectric focusing	1869	17988729	9.0
isoelectric focusing	1869	16139382	9.0
isoelectric focusing	1870	19556747	7.5
isoelectric focusing	1870	17475200	9.0
isoelectric focusing	1870	17988729	9.0
isoelectric focusing	1870	16139382	9.0
isoelectric focusing	1871	19556747	7.5
isoelectric focusing	1871	17475200	9.0
isoelectric focusing	1871	17988729	9.0
isoelectric focusing	1871	16139382	9.0
isoelectric focusing	1872	19556747	7.5
isoelectric focusing	1872	17475200	9.0
isoelectric focusing	1872	17988729	9.0
isoelectric focusing	1872	16139382	9.0
isoelectric focusing	1873	19556747	7.5
isoelectric focusing	1873	17475200	9.0
isoelectric focusing	1873	17988729	9.0
isoelectric focusing	1873	16139382	9.0
isoelectric focusing	1874	19556747	7.5
isoelectric focusing	1874	17475200	9.0
isoelectric focusing	1874	17988729	9.0
isoelectric focusing	1874	16139382	9.0
isoelectric focusing	1875	19556747	7.5
isoelectric focusing	1875	17475200	9.0
isoelectric focusing	1875	17988729	9.0
isoelectric focusing	1875	16139382	9.0
isoelectric focusing	1876	19556747	7.5
isoelectric focusing	1876	17475200	9.0
isoelectric focusing	1876	17988729	9.0
isoelectric focusing	1876	16139382	9.0
isoelectric focusing	1877	19556747	7.5
isoelectric focusing	1877	17475200	9.0
isoelectric focusing	1877	17988729	9.0
isoelectric focusing	1877	16139382	9.0
isoelectric focusing	1878	19556747	7.5
isoelectric focusing	1878	17475200	9.0
isoelectric focusing	1878	17988729	9.0
isoelectric focusing	1878	16139382	9.0
calculated	1936	26358761	5.0
calculated	1937	26358761	5.0
calculated	1938	26358761	5.0
calculated	1939	26358761	5.0
calculated	1940	26358761	5.0
calculated	1941	26358761	5.0
