Commentary	Substrate	Ref	Literature(PubmedID)	value
pH 5, 50°C, xylanase II	4-nitrophenyl-4-O-beta-D-xylopyranosyl-beta-D-xylopyranose	1319	0	7190.0
pH 5, 50°C, xylanase II	4-nitrophenyl xylopyranoside	1320	0	27.0
pH 5, 50°C, xylanase III	4-nitrophenyl xylopyranoside	1320	0	43.0
pH 5, 50°C, xylanase III	2-nitrophenyl xylopyranoside	1320	0	104.0
pH 5, 50°C, xylanase II	2-nitrophenyl xylopyranoside	1320	0	292.0
pH 5, 50°C, xylanase II	4-nitrophenyl-4-O-beta-D-xylopyranosyl-beta-D-xylopyranose	1320	0	7190.0
kcat/Km value is 809 mg per ml and s, pH 6.0, 60°C	arabinoxylan	1321	24258792	-999.0
kcat/Km value is 417 mg per ml and s, pH 6.0, 60°C	beechwood xylan	1321	24258792	-999.0
kcat/Km value is 236 mg per ml and s, pH 6.0, 60°C	insoluble oat spelt xylan	1321	24258792	-999.0
kcat/Km value is 810 mg per ml and s, pH 6.0, 60°C	soluble oat spelt xylan	1321	24258792	-999.0
Km value 0.055 mg/ml, pH 5.0, 50°C	birchwood xylan	1329	21388922	-999.0
Km value 0.055 mg/ml, pH 5.0, 50°C	birchwood xylan	1330	21388922	-999.0
Km value 0.055 mg/ml, pH 5.0, 50°C	birchwood xylan	1331	21388922	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1715	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1716	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1717	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1718	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1719	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1720	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1721	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1722	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1723	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1724	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1725	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1726	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1727	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1728	0	-999.0
kcat/Km value of wild-type 53279 ml/mg/s, of mutant M7 73048 ml/mg/s, respectively, pH 6.0, 50°C	oat spelt xylan	1729	0	-999.0
kcat/Km value 1172 mg/ml/s, pH 5.5, 85°C	beechwood xylan	1829	27900528	-999.0
kcat/Km value 847 mg/ml/s, pH 5.5, 85°C	birchwood xylan	1829	27900528	-999.0
kcat/Km value 39.7 mg/ml/s, pH 5.5, 85°C	carboxymethyl cellulose	1829	27900528	-999.0
kcat/Km value 956 mg/ml/s, pH 5.5, 85°C	oat spelt xylan	1829	27900528	-999.0
kcat/Km value 1172 mg/ml/s, pH 5.5, 85°C	beechwood xylan	1830	27900528	-999.0
kcat/Km value 847 mg/ml/s, pH 5.5, 85°C	birchwood xylan	1830	27900528	-999.0
kcat/Km value 39.7 mg/ml/s, pH 5.5, 85°C	carboxymethyl cellulose	1830	27900528	-999.0
kcat/Km value 956 mg/ml/s, pH 5.5, 85°C	oat spelt xylan	1830	27900528	-999.0
	more	1902	19527927	-999.0
	more	1903	19527927	-999.0
	more	1904	19527927	-999.0
	more	1905	19527927	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1936	26790627	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1937	26790627	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1938	26790627	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1939	26790627	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1940	26790627	-999.0
kcat/Km value 47 ml/mg/s for wild-type, 13.9 ml/mg/s for mutant XylA, 26.1 ml/mg/s for mutant XylB, pH 6.0, 50°C	beechwood xylan	1941	26790627	-999.0
