EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	AMENDA reliability ++	20393704	24
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	AMENDA reliability ++	19412576	25
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	FRENDA	21114504; 28045607	26
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria bacterium	AMENDA reliability ++	22487213	27
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura	AMENDA reliability ++	21269876	28
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura	AMENDA reliability ++	15650852	29
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura sp.	isolated from compost in Thailand, gene xynS14	21269876	30
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura sp. S14	isolated from compost in Thailand, gene xynS14	21269876	31
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomycetales	AMENDA reliability ++	10524243	32
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinoplanes atraurantiacus	FRENDA	27897254	33
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Adeno-associated virus	AMENDA reliability ++	17461419	34
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops	FRENDA	28932231	35
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops biuncialis	FRENDA	28932231	36
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops geniculata	FRENDA	28932231	37
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops longissima	AMENDA reliability ++	15180156	38
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	AMENDA reliability ++	16348410	39
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	AMENDA reliability ++	25213085	40
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	FRENDA	18391461; 22905388	41
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricales sp. 'Arthromyces ramosus'	AMENDA reliability +	12814876	42
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricus bisporus	AMENDA reliability ++	9514754; 26237450	43
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricus bisporus	AMENDA reliability +	100172660	44
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium	AMENDA reliability ++	25829353	45
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium	FRENDA	22851016	46
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium tumefaciens	AMENDA reliability ++	21237221	47
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alatospora acuminata	AMENDA reliability ++	15180156	48
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Albifimbria verrucaria		0	49
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alicyclobacillus	FRENDA	19916085; 26628911; 27398094	50
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alicyclobacillus acidocaldarius	AMENDA reliability ++	29183330	51
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0P0ISK8	Alicyclobacillus sp.	cf. EC 3.2.1.55	26628911	52
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D3VWB5	Alicyclobacillus sp.	isolated from a hot spring in Baoshan City, Yunnan Province, China, gene xynA4	19916085	53
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0P0ISK8	Alicyclobacillus sp. A4	cf. EC 3.2.1.55	26628911	54
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D3VWB5	Alicyclobacillus sp. A4	isolated from a hot spring in Baoshan City, Yunnan Province, China, gene xynA4	19916085	55
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alkalibacterium	AMENDA reliability +	28101084	56
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria	AMENDA reliability ++	10540238	57
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria	AMENDA reliability +	25351632	58
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria alternata	FRENDA	20569342	59
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria mali		18597051	60
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria mali ND-16		18597051	61
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria sp.	aff. tenuissima, GenBank Accession: HQ630970	25784958	62
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ambrosia	FRENDA	22672512	63
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Amorphophallus konjac	AMENDA reliability ++	23462014	64
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria	AMENDA reliability ++	18989576	65
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria crossean	FRENDA	14515214	66
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria crossean	AMENDA reliability ++	12963347; 18989576	67
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q7Z1V6	Ampullaria crossean		18989576	68
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Amylomyces rouxii	FRENDA	9023944	69
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anguillospora crassa	AMENDA reliability ++	15180156	70
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	FRENDA	14515214; 15853361; 15674574; 100065913; 100028391; 20213504; 29500753	71
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	AMENDA reliability ++	17234842; 9511001; 16673939; 21120468; 28384512; 23903903	72
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	AMENDA reliability ++	18478386; 15944805; 26642207; 24085392; 16511146; 18515360; 18388456; 24888408; 26387816; 20462210; 28466501; 100084702; 16108365; 16510999; 23676918	73
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus	AMENDA reliability ++	22736500	74
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus kaynarcensis	AMENDA reliability ++	22736500	75
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus pushchinoensis	FRENDA	9925602	76
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		antarctic bacterium	AMENDA reliability ++	16605248	77
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia	AMENDA reliability +	19330548	78
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia macra	FRENDA	19330548	79
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia pulvinascens	FRENDA	19330548	80
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	AMENDA reliability ++	23659919	81
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	FRENDA	20307500; 26745802; 28349287	82
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	AMENDA reliability ++	15748650; 26047894; 17889523	83
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	AMENDA reliability ++	15748650; 26047894	84
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	AMENDA reliability ++	12154138	85
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	FRENDA	26745802; 28349287; 12681519	86
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		archaeon	AMENDA reliability ++	11963894	87
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	AMENDA reliability ++	18219522	88
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	FRENDA	28349287	89
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	AMENDA reliability ++	20222552	90
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Armoracia rusticana	FRENDA	28960874	91
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aroma	FRENDA	18045408; 18038991	92
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aroma	AMENDA reliability ++	11714353	93
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Artemisia heptapotamica	FRENDA	8969507	94
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Artemisia heptapotamica	AMENDA reliability ++	16289057	95
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arthrinium sp.	aff. phaeospermum, GenBank Accession: HQ630967; aff. sacchari, GenBank Accession: HQ630961	25784958	96
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0F6MV31	Arthrobacter sp.	isolated from the feces of Grus nigricollis	25331377	97
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arthrobacter sp.	AMENDA reliability ++	25587940	98
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0F6MV31	Arthrobacter sp. GN16	isolated from the feces of Grus nigricollis	25331377	99
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ascobolus	AMENDA reliability ++	8815461	100
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q00263	Ascochyta pisi	precursor	17022171	101
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability +++	12559729	102
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability ++	21516789; 3922355; 20102532	103
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	FRENDA	10990025; 12665668	104
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability +	100069518; 19078; 15602610; 889848	105
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability ++	11055928; 8190078; 15715941; 10583678; 25432348	106
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus		17274627	107
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability ++	26433794; 15230987; 16131137; 21741417; 100139067; 12842109; 100136742; 17274627; 15895691	108
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability ++	14640581; 25410617; 26672453	109
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability +	100102698; 25306430; 100161680; 100118120; 100164705; 22851016; 26378014; 100151364	110
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	FRENDA	29417196; 100042442; 17957779; 18083818; 22371227; 100158518	111
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability ++	19728166	112
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	FRENDA	100028391; 18421587	113
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability ++	18359844; 7859305; 11963896; 8180986; 11954792; 19560539	114
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability +	12814876; 22806709; 8987467; 8737575; 28521816	115
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus caespitosus	isoforms xyl I, xyl II, growth in sugar cane bagasse	0	116
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus carneus	FRENDA	24664515	117
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus cf. niger BCC14405	AMENDA reliability ++	15715941	118
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q6QA21	Aspergillus cf. niger BCC14405		15715941	119
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus clavatus	AMENDA reliability ++++	19560539	120
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fischeri	AMENDA reliability ++++	15483388	121
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fischeri	AMENDA reliability +++	100133524	122
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus flavipes	AMENDA reliability ++	2100903	123
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus flavus		18489109	124
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus flavus	AMENDA reliability ++	18489109	125
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus foetidus		0	126
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus foetidus	FRENDA	100021505	127
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus	AMENDA reliability ++	22328248	128
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus	Fresenius	0	129
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus	FRENDA	12442301; 29067645; 25724730; 23719223	130
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus		0; 100112400; 26847222; 24031929	131
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus	AMENDA reliability +	8662186; 100272943; 28187141	132
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	E0X4B3	Aspergillus fumigatus		0	133
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus Af293	AMENDA reliability ++	19655217	134
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus IMI 255091		0	135
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus M.7.1		24031929	136
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus MKU1		100112400	137
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus MKU1	AMENDA reliability +	100112400; 19577187	138
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus R1		26847222	139
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus fumigatus Z5	FRENDA	29564574	140
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus giganteus	FRENDA	12872308	141
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus giganteus	isoforms xylanase I, xylanase II, growth in xylan	15114860	142
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus giganteus	AMENDA reliability ++	15114860	143
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus japonicus	FRENDA	19916911	144
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus japonicus	gene XynA	20159568	145
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus japonicus	AMENDA reliability ++++	20159568	146
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus japonicus MU-2	gene XynA	20159568	147
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus kawachii	AMENDA reliability +	17617704; 9930661	148
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus kawachii	FRENDA	17955189	149
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus kawachii	AMENDA reliability ++++	1368254	150
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus kawachii	AMENDA reliability ++	8575021	151
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P33557	Aspergillus kawachii		26686608	152
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus kawachii IFO 4308	AMENDA reliability ++	8575021	153
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P33557	Aspergillus kawachii NBRC 4308		26686608	154
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans		0; 17022171; 17874191	155
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	FRENDA	9726860; 23197346; 27199917; 22770893; 22371227	156
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	AMENDA reliability ++++	11160081	157
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	AMENDA reliability +++	16535419	158
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	AMENDA reliability ++	8065265; 11055928; 16473771; 21237221; 15181003; 18661134	159
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	AMENDA reliability ++	11714353; 9987120; 23756760; 21567993; 25085742; 25683507; 21262567; 26040589	160
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans	AMENDA reliability +	100198832; 10052158; 22154300; 100042362; 12146641; 100166756	161
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q00177	Aspergillus nidulans	precursor; formerly Aspergillus nidulans	18320143	162
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus nidulans CECT 2544		0	163
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	recombinant enzyme with His-tag	16091777	164
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	beta-xylanase M4	19096939	165
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger		18553703; 18553704; 18553705; 455113; 19078; 15063320; 0; 17445930; 18688581; 18776691; 18489109; 20361933; 100069532; 23670313; 23241981	166
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	FRENDA	28366693; 19379821; 15659; 24664515; 20406453; 19817688; 100184430; 9414565; 11848678; 29174354; 100142907; 100159727; 16915658; 18086237; 15166216; 24083101; 18421587	167
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	AMENDA reliability +++	12207016	168
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	AMENDA reliability ++	15212475; 15639087; 18553703; 18553704; 18553705; 12842109; 15296186; 15939297; 15278289; 17445930; 23670313; 25854601; 10583678; 24084008; 25152057; 8979352; 12365463; 16279951; 21262567	169
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	AMENDA reliability ++	8065265; 18478386; 24958131; 8198405; 15650848; 10888491; 16332795; 23029229; 16292533; 15013394; 17223215; 16473771; 18489109; 20159568; 24888408; 14871661; 15451095; 21670524; 26749525; 10833405; 11139386; 15895691; 16084833; 25432348	170
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	AMENDA reliability ++++	16091777; 6824697; 7093285; 8890913; 11954792; 16737829; 22092890; 23290994; 27311309	171
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger	AMENDA reliability +	12381136; 16644051; 18045408; 22806709; 29103167; 100020905; 10376490; 10736001; 100182084; 100198832; 19078; 100142903; 12922177; 11722900; 100017104; 100109448; 18553694; 26378014; 100488694; 889848; 27118076; 100150395; 100151364; 100158518	172
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	F5CI28	Aspergillus niger		24888408	173
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P55329	Aspergillus niger	precursor	18320143	174
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	P55329	Aspergillus niger		28384512	175
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger 14		19078	176
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger B03		100069532	177
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger B03	FRENDA	24031805	178
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger B03	AMENDA reliability +++	100069532	179
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger BCC14405		0	180
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger BCC14405	AMENDA reliability ++	21670524	181
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	F5CI28	Aspergillus niger IA-0010		24888408	182
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger IFO 31628		18776691	183
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger UV-11	AMENDA reliability ++	15847181	184
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus niger UV-11		20361933	185
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus ochraceus	AMENDA reliability +	7620815; 7620813	186
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus ochraceus	wild-type and mutant strain NG-13	18592516	187
