EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acidothermus cellulolyticus 11B	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20851989	15
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acidothermus cellulolyticus 11B	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=29170828	16
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acremonium	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25138599	17
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana	XynIII	https://www.ncbi.nlm.nih.gov/pubmed/?term=12829303	18
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=12829303	19
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana	XynII	https://www.ncbi.nlm.nih.gov/pubmed/?term=10989179	20
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=10989179	21
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana XynII	XynII	https://www.ncbi.nlm.nih.gov/pubmed/?term=10989179	22
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Acrophialophora nainiana XynIII	XynIII	https://www.ncbi.nlm.nih.gov/pubmed/?term=12829303	23
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20393704	24
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412576	25
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21114504; https://www.ncbi.nlm.nih.gov/pubmed/?term=28045607	26
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinobacteria bacterium	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22487213	27
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876	28
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15650852	29
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura sp.	isolated from compost in Thailand, gene xynS14	https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876	30
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomadura sp. S14	isolated from compost in Thailand, gene xynS14	https://www.ncbi.nlm.nih.gov/pubmed/?term=21269876	31
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinomycetales	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10524243	32
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Actinoplanes atraurantiacus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27897254	33
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Adeno-associated virus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17461419	34
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28932231	35
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops biuncialis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28932231	36
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops geniculata	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28932231	37
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aegilops longissima	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15180156	38
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16348410	39
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25213085	40
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aeromonas caviae	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18391461; https://www.ncbi.nlm.nih.gov/pubmed/?term=22905388	41
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricales sp. 'Arthromyces ramosus'	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=12814876	42
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricus bisporus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=9514754; https://www.ncbi.nlm.nih.gov/pubmed/?term=26237450	43
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agaricus bisporus	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=100172660	44
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25829353	45
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22851016	46
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Agrobacterium tumefaciens	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=21237221	47
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alatospora acuminata	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15180156	48
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Albifimbria verrucaria		https://www.brenda-enzymes.org/literature.php?r=171652	49
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alicyclobacillus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19916085; https://www.ncbi.nlm.nih.gov/pubmed/?term=26628911; https://www.ncbi.nlm.nih.gov/pubmed/?term=27398094	50
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alicyclobacillus acidocaldarius	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=29183330	51
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0P0ISK8	Alicyclobacillus sp.	cf. EC 3.2.1.55	https://www.ncbi.nlm.nih.gov/pubmed/?term=26628911	52
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D3VWB5	Alicyclobacillus sp.	isolated from a hot spring in Baoshan City, Yunnan Province, China, gene xynA4	https://www.ncbi.nlm.nih.gov/pubmed/?term=19916085	53
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0P0ISK8	Alicyclobacillus sp. A4	cf. EC 3.2.1.55	https://www.ncbi.nlm.nih.gov/pubmed/?term=26628911	54
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	D3VWB5	Alicyclobacillus sp. A4	isolated from a hot spring in Baoshan City, Yunnan Province, China, gene xynA4	https://www.ncbi.nlm.nih.gov/pubmed/?term=19916085	55
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alkalibacterium	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=28101084	56
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=10540238	57
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=25351632	58
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria alternata	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=20569342	59
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria mali		https://www.ncbi.nlm.nih.gov/pubmed/?term=18597051	60
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria mali ND-16		https://www.ncbi.nlm.nih.gov/pubmed/?term=18597051	61
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Alternaria sp.	aff. tenuissima, GenBank Accession: HQ630970	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	62
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ambrosia	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22672512	63
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Amorphophallus konjac	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=23462014	64
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18989576	65
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria crossean	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=14515214	66
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ampullaria crossean	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12963347; https://www.ncbi.nlm.nih.gov/pubmed/?term=18989576	67
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q7Z1V6	Ampullaria crossean		https://www.ncbi.nlm.nih.gov/pubmed/?term=18989576	68
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Amylomyces rouxii	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=9023944	69
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anguillospora crassa	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15180156	70
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=14515214; https://www.ncbi.nlm.nih.gov/pubmed/?term=15853361; https://www.ncbi.nlm.nih.gov/pubmed/?term=15674574; https://www.ncbi.nlm.nih.gov/pubmed/?term=100065913; https://www.ncbi.nlm.nih.gov/pubmed/?term=100028391; https://www.ncbi.nlm.nih.gov/pubmed/?term=20213504; https://www.ncbi.nlm.nih.gov/pubmed/?term=29500753	71
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=17234842; https://www.ncbi.nlm.nih.gov/pubmed/?term=9511001; https://www.ncbi.nlm.nih.gov/pubmed/?term=16673939; https://www.ncbi.nlm.nih.gov/pubmed/?term=21120468; https://www.ncbi.nlm.nih.gov/pubmed/?term=28384512; https://www.ncbi.nlm.nih.gov/pubmed/?term=23903903	72
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		animal	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18478386; https://www.ncbi.nlm.nih.gov/pubmed/?term=15944805; https://www.ncbi.nlm.nih.gov/pubmed/?term=26642207; https://www.ncbi.nlm.nih.gov/pubmed/?term=24085392; https://www.ncbi.nlm.nih.gov/pubmed/?term=16511146; https://www.ncbi.nlm.nih.gov/pubmed/?term=18515360; https://www.ncbi.nlm.nih.gov/pubmed/?term=18388456; https://www.ncbi.nlm.nih.gov/pubmed/?term=24888408; https://www.ncbi.nlm.nih.gov/pubmed/?term=26387816; https://www.ncbi.nlm.nih.gov/pubmed/?term=20462210; https://www.ncbi.nlm.nih.gov/pubmed/?term=28466501; https://www.ncbi.nlm.nih.gov/pubmed/?term=100084702; https://www.ncbi.nlm.nih.gov/pubmed/?term=16108365; https://www.ncbi.nlm.nih.gov/pubmed/?term=16510999; https://www.ncbi.nlm.nih.gov/pubmed/?term=23676918	73
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22736500	74
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus kaynarcensis	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=22736500	75
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Anoxybacillus pushchinoensis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=9925602	76
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		antarctic bacterium	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16605248	77
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=19330548	78
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia macra	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19330548	79
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Antrodia pulvinascens	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19330548	80
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=23659919	81
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=20307500; https://www.ncbi.nlm.nih.gov/pubmed/?term=26745802; https://www.ncbi.nlm.nih.gov/pubmed/?term=28349287	82
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15748650; https://www.ncbi.nlm.nih.gov/pubmed/?term=26047894; https://www.ncbi.nlm.nih.gov/pubmed/?term=17889523	83
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15748650; https://www.ncbi.nlm.nih.gov/pubmed/?term=26047894	84
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12154138	85
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arabidopsis thaliana	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=26745802; https://www.ncbi.nlm.nih.gov/pubmed/?term=28349287; https://www.ncbi.nlm.nih.gov/pubmed/?term=12681519	86
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		archaeon	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=11963894	87
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18219522	88
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28349287	89
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Areas	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=20222552	90
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Armoracia rusticana	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28960874	91
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aroma	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18045408; https://www.ncbi.nlm.nih.gov/pubmed/?term=18038991	92
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aroma	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=11714353	93
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Artemisia heptapotamica	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=8969507	94
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Artemisia heptapotamica	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=16289057	95
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arthrinium sp.	aff. phaeospermum, GenBank Accession: HQ630967; aff. sacchari, GenBank Accession: HQ630961	https://www.ncbi.nlm.nih.gov/pubmed/?term=25784958	96
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0F6MV31	Arthrobacter sp.	isolated from the feces of Grus nigricollis	https://www.ncbi.nlm.nih.gov/pubmed/?term=25331377	97
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Arthrobacter sp.	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=25587940	98
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	A0A0F6MV31	Arthrobacter sp. GN16	isolated from the feces of Grus nigricollis	https://www.ncbi.nlm.nih.gov/pubmed/?term=25331377	99
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Ascobolus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=8815461	100
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase	Q00263	Ascochyta pisi	precursor	https://www.ncbi.nlm.nih.gov/pubmed/?term=17022171	101
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability +++	https://www.ncbi.nlm.nih.gov/pubmed/?term=12559729	102
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=21516789; https://www.ncbi.nlm.nih.gov/pubmed/?term=3922355; https://www.ncbi.nlm.nih.gov/pubmed/?term=20102532	103
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=10990025; https://www.ncbi.nlm.nih.gov/pubmed/?term=12665668	104
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069518; https://www.ncbi.nlm.nih.gov/pubmed/?term=19078; https://www.ncbi.nlm.nih.gov/pubmed/?term=15602610; https://www.ncbi.nlm.nih.gov/pubmed/?term=889848	105
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=11055928; https://www.ncbi.nlm.nih.gov/pubmed/?term=8190078; https://www.ncbi.nlm.nih.gov/pubmed/?term=15715941; https://www.ncbi.nlm.nih.gov/pubmed/?term=10583678; https://www.ncbi.nlm.nih.gov/pubmed/?term=25432348	106
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus		https://www.ncbi.nlm.nih.gov/pubmed/?term=17274627	107
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26433794; https://www.ncbi.nlm.nih.gov/pubmed/?term=15230987; https://www.ncbi.nlm.nih.gov/pubmed/?term=16131137; https://www.ncbi.nlm.nih.gov/pubmed/?term=21741417; https://www.ncbi.nlm.nih.gov/pubmed/?term=100139067; https://www.ncbi.nlm.nih.gov/pubmed/?term=12842109; https://www.ncbi.nlm.nih.gov/pubmed/?term=100136742; https://www.ncbi.nlm.nih.gov/pubmed/?term=17274627; https://www.ncbi.nlm.nih.gov/pubmed/?term=15895691	108
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=14640581; https://www.ncbi.nlm.nih.gov/pubmed/?term=25410617; https://www.ncbi.nlm.nih.gov/pubmed/?term=26672453	109
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=100102698; https://www.ncbi.nlm.nih.gov/pubmed/?term=25306430; https://www.ncbi.nlm.nih.gov/pubmed/?term=100161680; https://www.ncbi.nlm.nih.gov/pubmed/?term=100118120; https://www.ncbi.nlm.nih.gov/pubmed/?term=100164705; https://www.ncbi.nlm.nih.gov/pubmed/?term=22851016; https://www.ncbi.nlm.nih.gov/pubmed/?term=26378014; https://www.ncbi.nlm.nih.gov/pubmed/?term=100151364	110
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus aculeatus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=29417196; https://www.ncbi.nlm.nih.gov/pubmed/?term=100042442; https://www.ncbi.nlm.nih.gov/pubmed/?term=17957779; https://www.ncbi.nlm.nih.gov/pubmed/?term=18083818; https://www.ncbi.nlm.nih.gov/pubmed/?term=22371227; https://www.ncbi.nlm.nih.gov/pubmed/?term=100158518	111
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=19728166	112
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=100028391; https://www.ncbi.nlm.nih.gov/pubmed/?term=18421587	113
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=18359844; https://www.ncbi.nlm.nih.gov/pubmed/?term=7859305; https://www.ncbi.nlm.nih.gov/pubmed/?term=11963896; https://www.ncbi.nlm.nih.gov/pubmed/?term=8180986; https://www.ncbi.nlm.nih.gov/pubmed/?term=11954792; https://www.ncbi.nlm.nih.gov/pubmed/?term=19560539	114
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus awamori	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=12814876; https://www.ncbi.nlm.nih.gov/pubmed/?term=22806709; https://www.ncbi.nlm.nih.gov/pubmed/?term=8987467; https://www.ncbi.nlm.nih.gov/pubmed/?term=8737575; https://www.ncbi.nlm.nih.gov/pubmed/?term=28521816	115
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus caespitosus	isoforms xyl I, xyl II, growth in sugar cane bagasse	https://www.brenda-enzymes.org/literature.php?r=666701	116
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus carneus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=24664515	117
3.2.1.8	4-beta-D-xylan xylanohydrolase	endo-1,4-beta-xylanase		Aspergillus cf. niger BCC14405	AMENDA reliability ++	https://www.ncbi.nlm.nih.gov/pubmed/?term=15715941	118
