Commentary	Ref	Literature(PubmedID)	Inhibitor	value
inhibition kinetics	1993	12604203	more	-999.0
	1993	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1993	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1993	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1993	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1993	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1993	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1993	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1993	18242813	ethanol	1470.0
inhibition kinetics	1994	12604203	more	-999.0
	1994	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1994	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1994	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1994	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1994	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1994	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1994	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1994	18242813	ethanol	1470.0
inhibition kinetics	1995	12604203	more	-999.0
	1995	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1995	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1995	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1995	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1995	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1995	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1995	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1995	18242813	ethanol	1470.0
inhibition kinetics	1996	12604203	more	-999.0
	1996	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1996	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1996	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1996	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1996	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1996	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1996	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1996	18242813	ethanol	1470.0
inhibition kinetics	1997	12604203	more	-999.0
	1997	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1997	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1997	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1997	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1997	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1997	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1997	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1997	18242813	ethanol	1470.0
inhibition kinetics	1998	12604203	more	-999.0
	1998	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1998	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1998	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1998	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1998	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1998	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1998	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1998	18242813	ethanol	1470.0
inhibition kinetics	1999	12604203	more	-999.0
	1999	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	1999	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	1999	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	1999	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	1999	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	1999	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	1999	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	1999	18242813	ethanol	1470.0
inhibition kinetics	2000	12604203	more	-999.0
	2000	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2000	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2000	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2000	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2000	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2000	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2000	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2000	18242813	ethanol	1470.0
inhibition kinetics	2001	12604203	more	-999.0
	2001	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2001	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2001	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2001	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2001	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2001	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2001	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2001	18242813	ethanol	1470.0
inhibition kinetics	2002	12604203	more	-999.0
	2002	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2002	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2002	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2002	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2002	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2002	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2002	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2002	18242813	ethanol	1470.0
inhibition kinetics	2003	12604203	more	-999.0
	2003	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2003	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2003	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2003	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2003	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2003	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2003	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2003	18242813	ethanol	1470.0
inhibition kinetics	2004	12604203	more	-999.0
	2004	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2004	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2004	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2004	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2004	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2004	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2004	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2004	18242813	ethanol	1470.0
inhibition kinetics	2005	12604203	more	-999.0
	2005	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2005	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2005	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2005	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2005	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2005	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2005	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2005	18242813	ethanol	1470.0
inhibition kinetics	2006	12604203	more	-999.0
	2006	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2006	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2006	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2006	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2006	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2006	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2006	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2006	18242813	ethanol	1470.0
inhibition kinetics	2007	12604203	more	-999.0
	2007	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2007	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2007	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2007	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2007	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2007	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2007	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2007	18242813	ethanol	1470.0
inhibition kinetics	2008	12604203	more	-999.0
	2008	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2008	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2008	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2008	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2008	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2008	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2008	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2008	18242813	ethanol	1470.0
inhibition kinetics	2009	12604203	more	-999.0
	2009	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2009	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2009	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2009	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2009	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2009	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2009	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2009	18242813	ethanol	1470.0
inhibition kinetics	2010	12604203	more	-999.0
	2010	11997393	more	-999.0
pH 7.3, 37°C, versus cyclohexanone	2010	12604203	4-androsten-3,17-dione	0.0047
pH 7.3, 37°C, versus cyclohexanone	2010	12604203	5alpha-androstan-17beta-ol-3-one	0.0047
pH 7.3, 37°C, versus ethanol	2010	12604203	5alpha-androstan-17beta-ol-3-one	0.014
pH 7.3, 37°C, versus NAD+	2010	12604203	5alpha-androstan-17beta-ol-3-one	0.028
isozyme ADH1C, using 1-hydroxymethylpyrene as substrate	2010	18242813	ethanol	1.7
isozyme ADH4, using 1-hydroxymethylpyrene as substrate	2010	18242813	ethanol	3.3
isozyme ADH3, using 1-hydroxymethylpyrene as substrate	2010	18242813	ethanol	1470.0
	2109	9161610	4-Methylpyrazole	6.4
	2110	9161610	4-Methylpyrazole	6.4
	2111	9161610	4-Methylpyrazole	6.4
	2112	9161610	4-Methylpyrazole	6.4
	2113	9161610	4-Methylpyrazole	6.4
	2117	9161610	4-Methylpyrazole	0.47
	2118	9161610	4-Methylpyrazole	0.47
	2119	9161610	4-Methylpyrazole	0.47
	2120	9161610	4-Methylpyrazole	0.47
	2121	9161610	4-Methylpyrazole	0.47
	2122	9161610	4-Methylpyrazole	0.47
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2577	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2577	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2577	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2577	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2577	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2577	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2577	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2577	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2577	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2578	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2578	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2578	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2578	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2578	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2578	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2578	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2578	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2578	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2579	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2579	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2579	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2579	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2579	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2579	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2579	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2579	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2579	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2580	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2580	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2580	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2580	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2580	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2580	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2580	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2580	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2580	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2581	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2581	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2581	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2581	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2581	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2581	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2581	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2581	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2581	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2582	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2582	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2582	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2582	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2582	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2582	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2582	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2582	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2582	14756569	cyclohexylformamide	0.072
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2583	19013301	caffeic acid	8.0E-5
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2583	19013301	pyrazole	0.0051
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2583	19013301	Vanillin	0.0079
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2583	19013301	syringaldehyde	0.0156
at 37°C in 0.1 M Na-K phosphate buffer (pH 7.4)	2583	19013301	ellagic acid	0.022
pH 7.5, 25°C, wild-type enzyme, versus NAD+	2583	14756569	Octanoic acid	0.026
pH 7.5, 25°C, wild-type enzyme, versus benzaldehyde	2583	14756569	cyclohexylformamide	0.035
pH 7.5, 25°C, wild-type enzyme, versus octanol	2583	14756569	Octanoic acid	0.037
pH 7.5, 25°C, wild-type enzyme, versus NADH	2583	14756569	cyclohexylformamide	0.072
