Commentary	Ref	Literature(PubmedID)	value
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	713	15549291	1.3
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	713	15549291	6.5
cell-free protein	713	15549291	8.1
coexpression of formate dehydrogenase and alcohol dehydrogenase reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADH, photometrically at 340 nm in a mixture of 10mM methyl acetoacetate, 250 microM NADH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	714	15549291	0.7
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	714	15549291	1.3
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	714	15549291	6.5
cell-free protein	714	15549291	8.1
coexpression of formate dehydrogenase and alcohol dehydrogenase reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADH, photometrically at 340 nm in a mixture of 10mM methyl acetoacetate, 250 microM NADH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	715	15549291	0.7
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	715	15549291	1.3
coexpression of formate dehydrogenase and alcohol dehydrogenase, reducing methyl acetoacetate to methyl (R)-3-hydroxy butanoate with NADPH, photometrically at 340 nm in a mixture of 10 mM methyl acetoacetate, 250 microM NADPH, 1 mM MgCl2, in 100 mM potassium phosphate buffer, pH 6.0	715	15549291	6.5
cell-free protein	715	15549291	8.1
highest specific activity for the reduction of decanal	791	19270127	0.085
highest specific activity for the reduction of decanal	792	19270127	0.085
isoform AdhA, oxidation of ethanol, cofactor NAD+, pH 8.0, 60캜	836	17318639	0.032
isoform AdhA, reduction of acetaldehyde, cofactor NADH, pH 8.0, 60캜	836	17318639	0.049
isoform AdhB, reduction of acetaldehyde, cofactor NADPH, pH 8.0, 60캜	836	17318639	2.9
isoform AdhA, oxidation of ethanol, cofactor NADP+, pH 8.0, 60캜	836	17318639	11.9
isoform AdhA, reduction of acetaldehyde, cofactor NADPH, pH 8.0, 60캜	836	17318639	50.4
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	848	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	849	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	850	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	851	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	852	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	853	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	854	15769935	-999.0
10fold higher enzymatic activity observed in kidney compared with other tissues, enzyme activity depends on the human&acute;s age; 10fold higher enzymatic activity observed in kindney compare with other tissues, enzyme activity depends on the animal�?s age, activity approaches a plateau by day 35 and does not differ between male and female mice	855	15769935	-999.0
	873	11257547	0.024
	1088	17294170	57.0
mutant enzyme N86D/R213I, using 2-pentanol as substrate, at 30캜	1099	18452026	0.06
mutant enzyme N86D/R213I, using 2-propanol as substrate, at 30캜; mutant enzyme N86D/R213I, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	0.07
mutant enzyme K209T, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.08
mutant enzyme N86D/R213I, using 2-butanol as substrate, at 30캜; wild type enzyme, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.09
wild type enzyme, using 2-propanol as substrate, at 30캜	1099	18452026	0.11
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-hexadione as substrate, at 30캜; mutant enzyme N86D/R213I, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.12
mutant enzyme V66A/L176P/Y229H, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.14
mutant enzyme K209T, using 2-propanol as substrate, at 30캜	1099	18452026	0.15
wild type enzyme, using 2-butanol as substrate, at 30캜	1099	18452026	0.16
mutant enzyme T153A, using 2-propanol as substrate, at 30캜	1099	18452026	0.17
mutant enzyme T153A, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.18
mutant enzyme V66A/L176P/Y229H, using 2-propanol as substrate, at 30캜	1099	18452026	0.19
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-propanol as substrate, at 30캜; mutant enzyme L176P, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.2
mutant enzyme T153A, using 2-butanol as substrate, at 30캜	1099	18452026	0.24
mutant enzyme V66A/L176P/Y229H, using 2-butanol as substrate, at 30캜	1099	18452026	0.33
mutant enzyme K209T, using 2-butanol as substrate, at 30캜	1099	18452026	0.35
mutant enzyme L176P, using 2-propanol as substrate, at 30캜	1099	18452026	0.43
mutant enzyme L176P, using 2-butanol as substrate, at 30캜	1099	18452026	0.57
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-butanol as substrate, at 30캜	1099	18452026	0.6
mutant enzyme K209T, using 2-pentanol as substrate, at 30캜	1099	18452026	0.65
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	0.71
mutant enzyme L176P, using 2-pentanol as substrate, at 30캜; wild type enzyme, using pyruvaldehyde as substrate, at 30캜	1099	18452026	0.73
mutant enzyme N86D/R213I, using pyruvaldehyde as substrate, at 30캜	1099	18452026	0.78
mutant enzyme T153A, using 2-pentanol as substrate, at 30캜	1099	18452026	0.86
wild type enzyme, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	0.91
mutant enzyme R11L/A180V, using 2-hexanedione as substrate, at 30캜	1099	18452026	0.95
mutant enzyme L176P, using pyruvaldehyde as substrate, at 30캜	1099	18452026	1.07
mutant enzyme V66A/L176P/Y229H, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	1.09
mutant enzyme K209T, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	1.1
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-pentanol as substrate, at 30캜; mutant enzyme R11L/A180V, using 2-propanol as substrate, at 30캜	1099	18452026	1.11
mutant enzyme K209T, using pyruvaldehyde as substrate, at 30캜	1099	18452026	1.12
mutant enzyme V66A/L176P/Y229H, using pyruvaldehyde as substrate, at 30캜	1099	18452026	1.22
mutant enzyme L176P, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	1.24
mutant enzyme V66A/L176P/Y229H, using 2-pentanol as substrate, at 30캜	1099	18452026	1.3
mutant enzyme T153A, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	1.31
wild type enzyme, using 2-pentanol as substrate, at 30캜	1099	18452026	1.47
mutant enzyme R11L/A180V, using 2-butanol as substrate, at 30캜	1099	18452026	1.98
mutant enzyme T153A, using pyruvaldehyde as substrate, at 30캜	1099	18452026	3.0
mutant enzyme R11L/A180V, using (2S,5S)-hexanediol as substrate, at 30캜	1099	18452026	3.23
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using pyruvaldehyde as substrate, at 30캜	1099	18452026	3.37
mutant enzyme R11L/A180V, using 2-pentanol as substrate, at 30캜	1099	18452026	3.47
mutant enzyme R11L/A180V, using pyruvaldehyde as substrate, at 30캜	1099	18452026	7.97
80캜, pH not specified in the publication	1099	9973342	72.3
mutant enzyme N86D/R213I, using 2-pentanol as substrate, at 30캜	1100	18452026	0.06
mutant enzyme N86D/R213I, using 2-propanol as substrate, at 30캜; mutant enzyme N86D/R213I, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	0.07
mutant enzyme K209T, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.08
mutant enzyme N86D/R213I, using 2-butanol as substrate, at 30캜; wild type enzyme, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.09
wild type enzyme, using 2-propanol as substrate, at 30캜	1100	18452026	0.11
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-hexadione as substrate, at 30캜; mutant enzyme N86D/R213I, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.12
mutant enzyme V66A/L176P/Y229H, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.14
mutant enzyme K209T, using 2-propanol as substrate, at 30캜	1100	18452026	0.15
wild type enzyme, using 2-butanol as substrate, at 30캜	1100	18452026	0.16
mutant enzyme T153A, using 2-propanol as substrate, at 30캜	1100	18452026	0.17
mutant enzyme T153A, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.18
mutant enzyme V66A/L176P/Y229H, using 2-propanol as substrate, at 30캜	1100	18452026	0.19
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-propanol as substrate, at 30캜; mutant enzyme L176P, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.2
mutant enzyme T153A, using 2-butanol as substrate, at 30캜	1100	18452026	0.24
mutant enzyme V66A/L176P/Y229H, using 2-butanol as substrate, at 30캜	1100	18452026	0.33
mutant enzyme K209T, using 2-butanol as substrate, at 30캜	1100	18452026	0.35
mutant enzyme L176P, using 2-propanol as substrate, at 30캜	1100	18452026	0.43
mutant enzyme L176P, using 2-butanol as substrate, at 30캜	1100	18452026	0.57
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-butanol as substrate, at 30캜	1100	18452026	0.6
mutant enzyme K209T, using 2-pentanol as substrate, at 30캜	1100	18452026	0.65
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	0.71
mutant enzyme L176P, using 2-pentanol as substrate, at 30캜; wild type enzyme, using pyruvaldehyde as substrate, at 30캜	1100	18452026	0.73
mutant enzyme N86D/R213I, using pyruvaldehyde as substrate, at 30캜	1100	18452026	0.78
mutant enzyme T153A, using 2-pentanol as substrate, at 30캜	1100	18452026	0.86
wild type enzyme, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	0.91
mutant enzyme R11L/A180V, using 2-hexanedione as substrate, at 30캜	1100	18452026	0.95
mutant enzyme L176P, using pyruvaldehyde as substrate, at 30캜	1100	18452026	1.07
mutant enzyme V66A/L176P/Y229H, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	1.09
mutant enzyme K209T, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	1.1
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-pentanol as substrate, at 30캜; mutant enzyme R11L/A180V, using 2-propanol as substrate, at 30캜	1100	18452026	1.11
mutant enzyme K209T, using pyruvaldehyde as substrate, at 30캜	1100	18452026	1.12
mutant enzyme V66A/L176P/Y229H, using pyruvaldehyde as substrate, at 30캜	1100	18452026	1.22
mutant enzyme L176P, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	1.24
mutant enzyme V66A/L176P/Y229H, using 2-pentanol as substrate, at 30캜	1100	18452026	1.3
mutant enzyme T153A, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	1.31
wild type enzyme, using 2-pentanol as substrate, at 30캜	1100	18452026	1.47
mutant enzyme R11L/A180V, using 2-butanol as substrate, at 30캜	1100	18452026	1.98
mutant enzyme T153A, using pyruvaldehyde as substrate, at 30캜	1100	18452026	3.0
mutant enzyme R11L/A180V, using (2S,5S)-hexanediol as substrate, at 30캜	1100	18452026	3.23
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using pyruvaldehyde as substrate, at 30캜	1100	18452026	3.37
mutant enzyme R11L/A180V, using 2-pentanol as substrate, at 30캜	1100	18452026	3.47
mutant enzyme R11L/A180V, using pyruvaldehyde as substrate, at 30캜	1100	18452026	7.97
80캜, pH not specified in the publication	1100	9973342	72.3
mutant enzyme N86D/R213I, using 2-pentanol as substrate, at 30캜	1101	18452026	0.06
mutant enzyme N86D/R213I, using 2-propanol as substrate, at 30캜; mutant enzyme N86D/R213I, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	0.07
mutant enzyme K209T, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.08
mutant enzyme N86D/R213I, using 2-butanol as substrate, at 30캜; wild type enzyme, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.09
wild type enzyme, using 2-propanol as substrate, at 30캜	1101	18452026	0.11
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-hexadione as substrate, at 30캜; mutant enzyme N86D/R213I, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.12
mutant enzyme V66A/L176P/Y229H, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.14
mutant enzyme K209T, using 2-propanol as substrate, at 30캜	1101	18452026	0.15
wild type enzyme, using 2-butanol as substrate, at 30캜	1101	18452026	0.16
mutant enzyme T153A, using 2-propanol as substrate, at 30캜	1101	18452026	0.17
mutant enzyme T153A, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.18
mutant enzyme V66A/L176P/Y229H, using 2-propanol as substrate, at 30캜	1101	18452026	0.19
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-propanol as substrate, at 30캜; mutant enzyme L176P, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.2
mutant enzyme T153A, using 2-butanol as substrate, at 30캜	1101	18452026	0.24
mutant enzyme V66A/L176P/Y229H, using 2-butanol as substrate, at 30캜	1101	18452026	0.33
mutant enzyme K209T, using 2-butanol as substrate, at 30캜	1101	18452026	0.35
mutant enzyme L176P, using 2-propanol as substrate, at 30캜	1101	18452026	0.43
mutant enzyme L176P, using 2-butanol as substrate, at 30캜	1101	18452026	0.57
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-butanol as substrate, at 30캜	1101	18452026	0.6
mutant enzyme K209T, using 2-pentanol as substrate, at 30캜	1101	18452026	0.65
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	0.71
mutant enzyme L176P, using 2-pentanol as substrate, at 30캜; wild type enzyme, using pyruvaldehyde as substrate, at 30캜	1101	18452026	0.73
mutant enzyme N86D/R213I, using pyruvaldehyde as substrate, at 30캜	1101	18452026	0.78
mutant enzyme T153A, using 2-pentanol as substrate, at 30캜	1101	18452026	0.86
wild type enzyme, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	0.91
mutant enzyme R11L/A180V, using 2-hexanedione as substrate, at 30캜	1101	18452026	0.95
mutant enzyme L176P, using pyruvaldehyde as substrate, at 30캜	1101	18452026	1.07
mutant enzyme V66A/L176P/Y229H, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	1.09
mutant enzyme K209T, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	1.1
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-pentanol as substrate, at 30캜; mutant enzyme R11L/A180V, using 2-propanol as substrate, at 30캜	1101	18452026	1.11
mutant enzyme K209T, using pyruvaldehyde as substrate, at 30캜	1101	18452026	1.12
mutant enzyme V66A/L176P/Y229H, using pyruvaldehyde as substrate, at 30캜	1101	18452026	1.22
mutant enzyme L176P, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	1.24
mutant enzyme V66A/L176P/Y229H, using 2-pentanol as substrate, at 30캜	1101	18452026	1.3
mutant enzyme T153A, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	1.31
wild type enzyme, using 2-pentanol as substrate, at 30캜	1101	18452026	1.47
mutant enzyme R11L/A180V, using 2-butanol as substrate, at 30캜	1101	18452026	1.98
mutant enzyme T153A, using pyruvaldehyde as substrate, at 30캜	1101	18452026	3.0
mutant enzyme R11L/A180V, using (2S,5S)-hexanediol as substrate, at 30캜	1101	18452026	3.23
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using pyruvaldehyde as substrate, at 30캜	1101	18452026	3.37
mutant enzyme R11L/A180V, using 2-pentanol as substrate, at 30캜	1101	18452026	3.47
mutant enzyme R11L/A180V, using pyruvaldehyde as substrate, at 30캜	1101	18452026	7.97
80캜, pH not specified in the publication	1101	9973342	72.3
mutant enzyme N86D/R213I, using 2-pentanol as substrate, at 30캜	1102	18452026	0.06
mutant enzyme N86D/R213I, using 2-propanol as substrate, at 30캜; mutant enzyme N86D/R213I, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	0.07
mutant enzyme K209T, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.08
mutant enzyme N86D/R213I, using 2-butanol as substrate, at 30캜; wild type enzyme, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.09
wild type enzyme, using 2-propanol as substrate, at 30캜	1102	18452026	0.11
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-hexadione as substrate, at 30캜; mutant enzyme N86D/R213I, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.12
mutant enzyme V66A/L176P/Y229H, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.14
mutant enzyme K209T, using 2-propanol as substrate, at 30캜	1102	18452026	0.15
wild type enzyme, using 2-butanol as substrate, at 30캜	1102	18452026	0.16
mutant enzyme T153A, using 2-propanol as substrate, at 30캜	1102	18452026	0.17
mutant enzyme T153A, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.18
mutant enzyme V66A/L176P/Y229H, using 2-propanol as substrate, at 30캜	1102	18452026	0.19
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-propanol as substrate, at 30캜; mutant enzyme L176P, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.2
mutant enzyme T153A, using 2-butanol as substrate, at 30캜	1102	18452026	0.24
mutant enzyme V66A/L176P/Y229H, using 2-butanol as substrate, at 30캜	1102	18452026	0.33
mutant enzyme K209T, using 2-butanol as substrate, at 30캜	1102	18452026	0.35
mutant enzyme L176P, using 2-propanol as substrate, at 30캜	1102	18452026	0.43
mutant enzyme L176P, using 2-butanol as substrate, at 30캜	1102	18452026	0.57
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-butanol as substrate, at 30캜	1102	18452026	0.6
mutant enzyme K209T, using 2-pentanol as substrate, at 30캜	1102	18452026	0.65
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	0.71
mutant enzyme L176P, using 2-pentanol as substrate, at 30캜; wild type enzyme, using pyruvaldehyde as substrate, at 30캜	1102	18452026	0.73
mutant enzyme N86D/R213I, using pyruvaldehyde as substrate, at 30캜	1102	18452026	0.78
mutant enzyme T153A, using 2-pentanol as substrate, at 30캜	1102	18452026	0.86
wild type enzyme, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	0.91
mutant enzyme R11L/A180V, using 2-hexanedione as substrate, at 30캜	1102	18452026	0.95
mutant enzyme L176P, using pyruvaldehyde as substrate, at 30캜	1102	18452026	1.07
mutant enzyme V66A/L176P/Y229H, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	1.09
mutant enzyme K209T, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	1.1
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using 2-pentanol as substrate, at 30캜; mutant enzyme R11L/A180V, using 2-propanol as substrate, at 30캜	1102	18452026	1.11
mutant enzyme K209T, using pyruvaldehyde as substrate, at 30캜	1102	18452026	1.12
mutant enzyme V66A/L176P/Y229H, using pyruvaldehyde as substrate, at 30캜	1102	18452026	1.22
mutant enzyme L176P, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	1.24
mutant enzyme V66A/L176P/Y229H, using 2-pentanol as substrate, at 30캜	1102	18452026	1.3
mutant enzyme T153A, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	1.31
wild type enzyme, using 2-pentanol as substrate, at 30캜	1102	18452026	1.47
mutant enzyme R11L/A180V, using 2-butanol as substrate, at 30캜	1102	18452026	1.98
mutant enzyme T153A, using pyruvaldehyde as substrate, at 30캜	1102	18452026	3.0
mutant enzyme R11L/A180V, using (2S,5S)-hexanediol as substrate, at 30캜	1102	18452026	3.23
mutant enzyme A18P/K40N/Q165H/D182H/E202G/R219M, using pyruvaldehyde as substrate, at 30캜	1102	18452026	3.37
mutant enzyme R11L/A180V, using 2-pentanol as substrate, at 30캜	1102	18452026	3.47
mutant enzyme R11L/A180V, using pyruvaldehyde as substrate, at 30캜	1102	18452026	7.97
80캜, pH not specified in the publication	1102	9973342	72.3
liver enzyme	1127	6416297	5.9
brain enzyme	1127	6416297	6.0
	1127	744352	6.53
	1127	2500152	6.84
high-Km aldehyde reductase from brain	1127	6798966	9.59
	1127	6416297	11.02
	1127	6343086	20.0
p-nitrobenzaldehyde as substrate	1127	3084464	20.0
hexadecanal as substrate	1127	3084464	211.0
liver enzyme	1128	6416297	5.9
brain enzyme	1128	6416297	6.0
	1128	744352	6.53
	1128	2500152	6.84
high-Km aldehyde reductase from brain	1128	6798966	9.59
	1128	6416297	11.02
	1128	6343086	20.0
p-nitrobenzaldehyde as substrate	1128	3084464	20.0
