synonyms	ec_number	recommended_name
Synthetase, glycyl-transfer ribonucleate	6.1.1.14	glycine-tRNA ligase
Glycyl-transfer ribonucleate synthetase	6.1.1.14	glycine-tRNA ligase
Glycyl-transfer RNA synthetase	6.1.1.14	glycine-tRNA ligase
Glycyl-transfer ribonucleic acid synthetase	6.1.1.14	glycine-tRNA ligase
Glycyl translase	6.1.1.14	glycine-tRNA ligase
Glycine--tRNA ligase	6.1.1.14	glycine-tRNA ligase
isoform	6.1.1.14	glycine-tRNA ligase
isoform	6.1.1.14	glycine-tRNA ligase
glutamyl-prolyl-tRNA synthetase	6.1.1.15	proline-tRNA ligase
EPRS	6.1.1.15	proline-tRNA ligase
ProRSTT	6.1.1.15	proline-tRNA ligase
class II prolyl-tRNA synthetase	6.1.1.15	proline-tRNA ligase
cf. EC 6.1.1.17	6.1.1.15	proline-tRNA ligase
prolyl tRNA synthetase	6.1.1.15	proline-tRNA ligase
glutamyl-prolyl tRNA synthetase	6.1.1.15	proline-tRNA ligase
Prolyl-tRNA synthetase	6.1.1.15	proline-tRNA ligase
ProRS	6.1.1.15	proline-tRNA ligase
Prolyl-transfer RNA synthetase	6.1.1.15	proline-tRNA ligase
Prolyl-transfer ribonucleate synthetase	6.1.1.15	proline-tRNA ligase
Prolinetranslase	6.1.1.15	proline-tRNA ligase
Pro-tRNAsynthetase	6.1.1.15	proline-tRNA ligase
Prolyl RNAsynthetase	6.1.1.15	proline-tRNA ligase
Prolyl-transfer ribonucleic acid synthetase	6.1.1.15	proline-tRNA ligase
Global RNAsynthesis factor	6.1.1.15	proline-tRNA ligase
Proline--tRNAligase	6.1.1.15	proline-tRNA ligase
glutamyl-/prolyl-tRNA synthetase	6.1.1.15	proline-tRNA ligase
GluProRS	6.1.1.15	proline-tRNA ligase
isozyme	6.1.1.15	proline-tRNA ligase
isozyme	6.1.1.15	proline-tRNA ligase
class II ProRS	6.1.1.15	proline-tRNA ligase
PRS	6.1.1.15	proline-tRNA ligase
misleading	6.1.1.15	proline-tRNA ligase
misleading	6.1.1.15	proline-tRNA ligase
misleading	6.1.1.15	proline-tRNA ligase
misleading	6.1.1.15	proline-tRNA ligase
misleading	6.1.1.15	proline-tRNA ligase
UniProt	6.1.1.15	proline-tRNA ligase
UniProt	6.1.1.15	proline-tRNA ligase
gene name	6.1.1.15	proline-tRNA ligase
gene name	6.1.1.15	proline-tRNA ligase
isoform	6.1.1.16	cysteine-tRNA ligase
CRS	6.1.1.16	cysteine-tRNA ligase
cysteinyl tRNA synthetase	6.1.1.16	cysteine-tRNA ligase
gene name	6.1.1.16	cysteine-tRNA ligase
gene name	6.1.1.16	cysteine-tRNA ligase
cysteine-specific aminoacyl-tRNA synthetase	6.1.1.16	cysteine-tRNA ligase
Cysteinyl-tRNA synthetase	6.1.1.16	cysteine-tRNA ligase
CysRS	6.1.1.16	cysteine-tRNA ligase
Cysteinyl-transfer RNA synthetase	6.1.1.16	cysteine-tRNA ligase
Cysteinyl-transfer ribonucleate synthetase	6.1.1.16	cysteine-tRNA ligase
Cysteine translase	6.1.1.16	cysteine-tRNA ligase
Synthetase, cysteinyl-transfer ribonucleate	6.1.1.16	cysteine-tRNA ligase
Cysteine--tRNA ligase	6.1.1.16	cysteine-tRNA ligase
isoform	6.1.1.16	cysteine-tRNA ligase
class I cysteinyl-tRNA synthetase	6.1.1.16	cysteine-tRNA ligase
class I CysRS	6.1.1.16	cysteine-tRNA ligase
CarS	6.1.1.16	cysteine-tRNA ligase
glutamyl-prolyl-tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
EPRS	6.1.1.17	glutamate-tRNA ligase
tRNA modifying enzyme	6.1.1.17	glutamate-tRNA ligase
glutamyl-Q tRNAASp synthetase	6.1.1.17	glutamate-tRNA ligase
YadB	6.1.1.17	glutamate-tRNA ligase
ERS	6.1.1.17	glutamate-tRNA ligase
cf. EC 6.1.1.15	6.1.1.17	glutamate-tRNA ligase
glutamyl-prolyl tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
GluRS1	6.1.1.17	glutamate-tRNA ligase
GluRS	6.1.1.17	glutamate-tRNA ligase
Glutamyl-tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
surface-exposed glutamyl tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
GtS	6.1.1.17	glutamate-tRNA ligase
Ers2	6.1.1.17	glutamate-tRNA ligase
GluRS2	6.1.1.17	glutamate-tRNA ligase
Glutamyl-transfer ribonucleate synthetase	6.1.1.17	glutamate-tRNA ligase
Glutamyl-transfer RNA synthetase	6.1.1.17	glutamate-tRNA ligase
Glutamyl-transfer ribonucleic acid synthetase	6.1.1.17	glutamate-tRNA ligase
Glutamate-tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
Glutamic acid translase	6.1.1.17	glutamate-tRNA ligase
Glutamic acid tRNA ligase	6.1.1.17	glutamate-tRNA ligase
Glutamate--tRNA ligase	6.1.1.17	glutamate-tRNA ligase
P85	6.1.1.17	glutamate-tRNA ligase
Glutamyl tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
Glutaminyl-tRNA synthetase	6.1.1.17	glutamate-tRNA ligase
D-GluRS	6.1.1.17	glutamate-tRNA ligase
TM1351	6.1.1.17	glutamate-tRNA ligase
discriminating GluRS	6.1.1.17	glutamate-tRNA ligase
GluRSAt	6.1.1.17	glutamate-tRNA ligase
glutamyl-tRNAsynthetase	6.1.1.17	glutamate-tRNA ligase
Ec-GluRS	6.1.1.17	glutamate-tRNA ligase
UniProt	6.1.1.17	glutamate-tRNA ligase
UniProt	6.1.1.17	glutamate-tRNA ligase
gene name	6.1.1.17	glutamate-tRNA ligase
Synthetase, glutaminyl-transfer ribonucleate	6.1.1.18	glutamine-tRNA ligase
Glutaminyl-transfer RNA synthetase	6.1.1.18	glutamine-tRNA ligase
Glutaminyl-transfer ribonucleate synthetase	6.1.1.18	glutamine-tRNA ligase
Glutamine-tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
Glutamine translase	6.1.1.18	glutamine-tRNA ligase
Glutamine--tRNA ligase	6.1.1.18	glutamine-tRNA ligase
Vegetative specific protein H4	6.1.1.18	glutamine-tRNA ligase
glutaminyl tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
Gln-RS	6.1.1.18	glutamine-tRNA ligase
glutaminyltRNA synthetase	6.1.1.18	glutamine-tRNA ligase
class I glutaminyl-tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
Gln4	6.1.1.18	glutamine-tRNA ligase
QARS	6.1.1.18	glutamine-tRNA ligase
cytosolic glutaminyl-tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
glutamyl/glutaminyl-tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
GlnRS	6.1.1.18	glutamine-tRNA ligase
Glutaminyl-tRNA synthetase	6.1.1.18	glutamine-tRNA ligase
QRS	6.1.1.18	glutamine-tRNA ligase
Synthetase, arginyl-transfer ribonucleate	6.1.1.19	arginine-tRNA ligase
Arginyl-transfer RNA synthetase	6.1.1.19	arginine-tRNA ligase
Arginyl transfer ribonucleic acid synthetase	6.1.1.19	arginine-tRNA ligase
Arginine-tRNA synthetase	6.1.1.19	arginine-tRNA ligase
Arginine translase	6.1.1.19	arginine-tRNA ligase
Arginine--tRNA ligase	6.1.1.19	arginine-tRNA ligase
MtArgRS	6.1.1.19	arginine-tRNA ligase
ArgS2	6.1.1.19	arginine-tRNA ligase
Arg-tRNA synthetase	6.1.1.19	arginine-tRNA ligase
gene name	6.1.1.19	arginine-tRNA ligase
RRS	6.1.1.19	arginine-tRNA ligase
arginyl–tRNA synthetase	6.1.1.19	arginine-tRNA ligase
Arginyl-tRNA synthetase	6.1.1.19	arginine-tRNA ligase
ArgRS	6.1.1.19	arginine-tRNA ligase
RARS2	6.1.1.19	arginine-tRNA ligase
Synthetase, tryptophanyl-transfer ribonucleate	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-transfer ribonucleate synthetase	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-transfer ribonucleic acid synthetase	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-transfer RNA synthetase	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl ribonucleic synthetase	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-transfer ribonucleic synthetase	6.1.1.2	tryptophan-tRNA ligase
Tryptophan translase	6.1.1.2	tryptophan-tRNA ligase
(Mt)TrpRS	6.1.1.2	tryptophan-tRNA ligase
hWRS	6.1.1.2	tryptophan-tRNA ligase
IFP53	6.1.1.2	tryptophan-tRNA ligase
Tryptophan--tRNA ligase	6.1.1.2	tryptophan-tRNA ligase
tyrosyl tRNA synthetase	6.1.1.2	tryptophan-tRNA ligase
EcTrpRS	6.1.1.2	tryptophan-tRNA ligase
trytophanyl-tRNA synthetase	6.1.1.2	tryptophan-tRNA ligase
composed of residues 94-471 of TrpRS	6.1.1.2	tryptophan-tRNA ligase
alternative splice variant	6.1.1.2	tryptophan-tRNA ligase
truncated form	6.1.1.2	tryptophan-tRNA ligase
mitochondrial form	6.1.1.2	tryptophan-tRNA ligase
WRS	6.1.1.2	tryptophan-tRNA ligase
hTrpRS	6.1.1.2	tryptophan-tRNA ligase
gene name	6.1.1.2	tryptophan-tRNA ligase
tryptophanyl tRNA synthetase	6.1.1.2	tryptophan-tRNA ligase
TrpRS Urzyme	6.1.1.2	tryptophan-tRNA ligase
the enzyme belongs to the class Iaminoacyl-tRNA transferases	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-tRNA synthase	6.1.1.2	tryptophan-tRNA ligase
TrpRS	6.1.1.2	tryptophan-tRNA ligase
TrpRS2	6.1.1.2	tryptophan-tRNA ligase
TrpRS1	6.1.1.2	tryptophan-tRNA ligase
tryptophanyl-tRNA synthetase II	6.1.1.2	tryptophan-tRNA ligase
drTrpRS II	6.1.1.2	tryptophan-tRNA ligase
TrpRS II	6.1.1.2	tryptophan-tRNA ligase
Trp-RS	6.1.1.2	tryptophan-tRNA ligase
tryptophanyl-tRNA synthetase2	6.1.1.2	tryptophan-tRNA ligase
tryptophanyl-tRNA synthetase1	6.1.1.2	tryptophan-tRNA ligase
tryptophanyl tRNA synthase	6.1.1.2	tryptophan-tRNA ligase
BsTRpRS	6.1.1.2	tryptophan-tRNA ligase
Tryptophanyl-tRNA synthetase	6.1.1.2	tryptophan-tRNA ligase
PheRS	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanine-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl-transferRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
Synthetase,phenylalanyl-transfer ribonucleate	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl-transferribonucleate synthetase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl-tRNA ligase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl-transfer RNAligase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanine translase	6.1.1.20	phenylalanine-tRNA ligase
FRS	6.1.1.20	phenylalanine-tRNA ligase
L-Phenylalanyl-tRNAsynthetase	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanyl transferribonucleic acid synthetase	6.1.1.20	phenylalanine-tRNA ligase
CML33	6.1.1.20	phenylalanine-tRNA ligase
HSPC173	6.1.1.20	phenylalanine-tRNA ligase
Phenylalanine--tRNA ligase	6.1.1.20	phenylalanine-tRNA ligase
Phe-RS	6.1.1.20	phenylalanine-tRNA ligase
EcPheRS	6.1.1.20	phenylalanine-tRNA ligase
mitochondrial phenylalanyl-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
mitPheRS	6.1.1.20	phenylalanine-tRNA ligase
mitochondrial PheRS	6.1.1.20	phenylalanine-tRNA ligase
mitochondrial type	6.1.1.20	phenylalanine-tRNA ligase
cytoplasmic phenylalanyl-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
gene name	6.1.1.20	phenylalanine-tRNA ligase
cytoplasmic type	6.1.1.20	phenylalanine-tRNA ligase
subunit	6.1.1.20	phenylalanine-tRNA ligase
phenylalanine tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
p-azido-phenylalanyl-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
pAzFRS	6.1.1.20	phenylalanine-tRNA ligase
cytosolic PheRS	6.1.1.20	phenylalanine-tRNA ligase
cytosolic phenylalanyl-tRNA synthetase	6.1.1.20	phenylalanine-tRNA ligase
hcPheRS	6.1.1.20	phenylalanine-tRNA ligase
the enzyme belongs to class II aminoacyl-tRNAsynthetases	6.1.1.20	phenylalanine-tRNA ligase
Histidine--tRNA ligase	6.1.1.21	histidine-tRNA ligase
Histidine--tRNA ligase homolog	6.1.1.21	histidine-tRNA ligase
gene name	6.1.1.21	histidine-tRNA ligase
gene name	6.1.1.21	histidine-tRNA ligase
histidyl tRNA synthetase	6.1.1.21	histidine-tRNA ligase
HisRS	6.1.1.21	histidine-tRNA ligase
Histidyl-tRNA synthetase	6.1.1.21	histidine-tRNA ligase
histidyl-transfer RNA synthetase	6.1.1.21	histidine-tRNA ligase
class II histidyl-tRNA synthetase	6.1.1.21	histidine-tRNA ligase
HisRS-1	6.1.1.21	histidine-tRNA ligase
HisRS-2	6.1.1.21	histidine-tRNA ligase
Synthetase, histidyl-transfer ribonucleate	6.1.1.21	histidine-tRNA ligase
Histidyl-transfer ribonucleate synthetase	6.1.1.21	histidine-tRNA ligase
Histidine translase	6.1.1.21	histidine-tRNA ligase
Jo-1	6.1.1.21	histidine-tRNA ligase
Jo-1 antigen	6.1.1.21	histidine-tRNA ligase
histidine-tRNA ligase homolog	6.1.1.21	histidine-tRNA ligase
histidine-tRNA ligase	6.1.1.21	histidine-tRNA ligase
antihistidyl-tRNA synthetase	6.1.1.21	histidine-tRNA ligase
gene name	6.1.1.21	histidine-tRNA ligase
gene name	6.1.1.21	histidine-tRNA ligase
mitochondrial histidyl tRNA synthetase	6.1.1.21	histidine-tRNA ligase
HRS	6.1.1.21	histidine-tRNA ligase
gene name	6.1.1.22	asparagine-tRNA ligase
NRS	6.1.1.22	asparagine-tRNA ligase
asparaginyl tRNA synthetase	6.1.1.22	asparagine-tRNA ligase
class IIb asparaginyl-tRNA synthetases	6.1.1.22	asparagine-tRNA ligase
asparagine tRNA synthetase	6.1.1.22	asparagine-tRNA ligase
asparaginyl-transfer RNA synthetase	6.1.1.22	asparagine-tRNA ligase
Synthetase, asparaginyl-transfer ribonucleate	6.1.1.22	asparagine-tRNA ligase
Asparaginyl-transfer ribonucleate synthetase	6.1.1.22	asparagine-tRNA ligase
Asparaginyl transfer RNA synthetase	6.1.1.22	asparagine-tRNA ligase
Asparaginyl transfer ribonucleic acid synthetase	6.1.1.22	asparagine-tRNA ligase
Asparagyl-transfer RNA synthetase	6.1.1.22	asparagine-tRNA ligase
Asparagine translase	6.1.1.22	asparagine-tRNA ligase
Asparagine--tRNA ligase	6.1.1.22	asparagine-tRNA ligase
Potentially protective 63 kDa antigen	6.1.1.22	asparagine-tRNA ligase
Asparaginyl-tRNA synthetase	6.1.1.22	asparagine-tRNA ligase
AsnRS	6.1.1.22	asparagine-tRNA ligase
Asparagine synthetase A	6.1.1.22	asparagine-tRNA ligase
AS-AR	6.1.1.22	asparagine-tRNA ligase
locus name	6.1.1.22	asparagine-tRNA ligase
the enzyme belongs to the aminoacyl-tRNA synthetasefamily, AARS	6.1.1.22	asparagine-tRNA ligase
NARS	6.1.1.22	asparagine-tRNA ligase
Aspartyl ribonucleic synthetase	6.1.1.23	aspartate-tRNAAsn ligase
Aspartyl-transfer RNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
Aspartic acid translase	6.1.1.23	aspartate-tRNAAsn ligase
Aspartyl-transfer ribonucleic acid synthetase	6.1.1.23	aspartate-tRNAAsn ligase
Synthetase, aspartyl-transfer ribonucleate	6.1.1.23	aspartate-tRNAAsn ligase
aspartate tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
aspartyl-transfer ribonucleate synthetase	6.1.1.23	aspartate-tRNAAsn ligase
aspartyl tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
EC 6.1.1.12	6.1.1.23	aspartate-tRNAAsn ligase
Aspartyl-tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
AspRS	6.1.1.23	aspartate-tRNAAsn ligase
AspRS is a class IIb aminoacyl-tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
nondiscriminating aspartyl-tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
ND-AspRS	6.1.1.23	aspartate-tRNAAsn ligase
non-discriminating aspartyl-tRNA synthetase	6.1.1.23	aspartate-tRNAAsn ligase
nondiscriminating AspRS	6.1.1.23	aspartate-tRNAAsn ligase
nondicriminating AspRS	6.1.1.23	aspartate-tRNAAsn ligase
GluRS	6.1.1.24	glutamate-tRNAGln ligase
GluRS1	6.1.1.24	glutamate-tRNAGln ligase
GluRS2	6.1.1.24	glutamate-tRNAGln ligase
