synonyms	ec_number	recommended_name
pyridoxal-5-phosphate(PLP)-dependent enzyme	4.4.1.1	cystathionine gamma-lyase
L-cysteine-desulfhydrase	4.4.1.1	cystathionine gamma-lyase
XometC	4.4.1.1	cystathionine gamma-lyase
cystathionine gamma-lyase-like protein	4.4.1.1	cystathionine gamma-lyase
CGL like protein	4.4.1.1	cystathionine gamma-lyase
gamma-CTLase	4.4.1.1	cystathionine gamma-lyase
CTT	4.4.1.1	cystathionine gamma-lyase
yCGL	4.4.1.1	cystathionine gamma-lyase
cystathionine beta/gamma-lyase	4.4.1.1	cystathionine gamma-lyase
lyase, cysteine (sulfite)	4.4.1.10	cysteine lyase
lyase, methionine	4.4.1.11	methionine gamma-lyase
methionine lyase	4.4.1.11	methionine gamma-lyase
methionine dethiomethylase	4.4.1.11	methionine gamma-lyase
L-methionine gamma-lyase	4.4.1.11	methionine gamma-lyase
METase	4.4.1.11	methionine gamma-lyase
methioninase	4.4.1.11	methionine gamma-lyase
rMETase	4.4.1.11	methionine gamma-lyase
methionine alpha,gamma-lyase	4.4.1.11	methionine gamma-lyase
L-methionine-gamma-lyase	4.4.1.11	methionine gamma-lyase
L-methionine-alpha-deamino-gamma-mercaptomethane lyase	4.4.1.11	methionine gamma-lyase
L-methionine-alpha-deamino-gamma-mercaptomethane-lyase	4.4.1.11	methionine gamma-lyase
L-methioninase	4.4.1.11	methionine gamma-lyase
L-methionase	4.4.1.11	methionine gamma-lyase
L-methionine gamma-lyase 1	4.4.1.11	methionine gamma-lyase
fer1MgL2	4.4.1.11	methionine gamma-lyase
methionine-gamma-lyase	4.4.1.11	methionine gamma-lyase
MGL	4.4.1.11	methionine gamma-lyase
TvMGL1	4.4.1.11	methionine gamma-lyase
TvMGL2	4.4.1.11	methionine gamma-lyase
Fn1419	4.4.1.11	methionine gamma-lyase
methionine gamma-lyase	4.4.1.11	methionine gamma-lyase
MGL1	4.4.1.11	methionine gamma-lyase
MGL2	4.4.1.11	methionine gamma-lyase
methionine gamma-lyase isoenzyme 2	4.4.1.11	methionine gamma-lyase
methionine gamma-lyase isoenzyme 1	4.4.1.11	methionine gamma-lyase
YtjE	4.4.1.11	methionine gamma-lyase
cysteine lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
lyase, cysteine conjugate.beta.	4.4.1.13	cysteine-S-conjugate beta-lyase
cysteine conjugate. beta.-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
glutamine transaminase K/cysteine conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
lyase, cystathionine beta-	4.4.1.13	cysteine-S-conjugate beta-lyase
osteotoxin	4.4.1.13	cysteine-S-conjugate beta-lyase
ORF5	4.4.1.13	cysteine-S-conjugate beta-lyase
MetC	4.4.1.13	cysteine-S-conjugate beta-lyase
cystathionine lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
also is a cysteine S-conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
the enzyme is a multifunctionalaminotransferase and also a cysteine S-conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
beta-cystathionase	4.4.1.13	cysteine-S-conjugate beta-lyase
cystine lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
cystine C-S lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
C-DES	4.4.1.13	cysteine-S-conjugate beta-lyase
PatB protein	4.4.1.13	cysteine-S-conjugate beta-lyase
L-cystine C-S lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
cysteine S-conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
C-S lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
CBS	4.4.1.13	cysteine-S-conjugate beta-lyase
TTHA1620	4.4.1.13	cysteine-S-conjugate beta-lyase
KAT III	4.4.1.13	cysteine-S-conjugate beta-lyase
KYAT3	4.4.1.13	cysteine-S-conjugate beta-lyase
CCBL2	4.4.1.13	cysteine-S-conjugate beta-lyase
Irc7p	4.4.1.13	cysteine-S-conjugate beta-lyase
Ctl2	4.4.1.13	cysteine-S-conjugate beta-lyase
cystathionine beta/gamma-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
Ctl1	4.4.1.13	cysteine-S-conjugate beta-lyase
cysteine-S-conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
CBL	4.4.1.13	cysteine-S-conjugate beta-lyase
cystathionine beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
MalY	4.4.1.13	cysteine-S-conjugate beta-lyase
Str3p	4.4.1.13	cysteine-S-conjugate beta-lyase
beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
exhibits broad specificity bothas an aminotransferase and as a cysteine S-conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
GTK	4.4.1.13	cysteine-S-conjugate beta-lyase
cysteine conjugate beta-lyase	4.4.1.13	cysteine-S-conjugate beta-lyase
glutamine transaminase K: beta-lyase activity withS-(1,2-dichlorovinyl)-L-cysteine regulated by concurrent transamination	4.4.1.13	cysteine-S-conjugate beta-lyase
synthase, 1-aminocyclopropanecarboxylate	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
1-aminocyclopropane-1-carboxylate synthetase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
aminocyclopropanecarboxylic acid synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
aminocyclopropanecarboxylate synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene MdACS1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
S-adenosyl-L-methionine methylthioadenosine-lyase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
aminocyclopropane-1-carboxylate synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LE-ACS2	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
type 2 1-aminocyclopropane-1-carboxylate synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LeACS2	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LE-ACS4	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LE-ACS6	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LE-ACS1A	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene name	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
key enzyme for ethylene biosynthesis	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
ACACS2 gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
ASC	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
Pp-ACS1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
ACS-1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene name	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
1-aminocyclopropane-1-carboxylic acid synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
MA-ACS4	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
aminocyclopropane-2-carboxylic acid synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
ACS	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
LE-ACS3	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
12 AtACS genes in Arabidopsis thaliana	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
1-aminocyclopropane-1-carboxylate synthase 4	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
CyACS1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
Ca-ACS1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
OsACS1	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
isozyme	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
1-aminocyclopropane-1-carboxylate synthase 6	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
ACS6	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
type-2 ACC synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
type-2 ACS isozyme	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
isozyme	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
1-aminocyclopropane carboxylic acid synthase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
isozyme	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
gene name	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
S-adenosyl-L-methionine methylethioadenosine-lyase	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase
D-cysteine lyase	4.4.1.15	D-cysteine desulfhydrase
D-cysteine desulfhydrase	4.4.1.15	D-cysteine desulfhydrase
CD	4.4.1.15	D-cysteine desulfhydrase
DCD	4.4.1.15	D-cysteine desulfhydrase
DCyD	4.4.1.15	D-cysteine desulfhydrase
D-CDes	4.4.1.15	D-cysteine desulfhydrase
selenocysteine beta-lyase	4.4.1.16	selenocysteine lyase
selenocysteine reductase	4.4.1.16	selenocysteine lyase
chloroplastic selenocysteine lyase	4.4.1.16	selenocysteine lyase
SLC	4.4.1.16	selenocysteine lyase
Scly	4.4.1.16	selenocysteine lyase
selenocysteine lyase	4.4.1.16	selenocysteine lyase
SCL	4.4.1.16	selenocysteine lyase
SufS	4.4.1.16	selenocysteine lyase
Sec lyase	4.4.1.16	selenocysteine lyase
two other proteins (CDS and IscS) with activity towardsL-selenocysteine identified that are much less specific	4.4.1.16	selenocysteine lyase
L-selenocysteine selenide-lyase	4.4.1.16	selenocysteine lyase
the NifS-like domain of molybdenum cofactorsulfurase ABA3 also exhibits selenocysteine lyase activity, althoughL-selenocysteine is unlikely to be a natural substrate	4.4.1.16	selenocysteine lyase
Synthetase, holocytochrome c	4.4.1.17	Holocytochrome-c synthase
Cytochrome c synthase	4.4.1.17	Holocytochrome-c synthase
Cytochrome c heme-lyase	4.4.1.17	Holocytochrome-c synthase
Holocytochrome c-type synthase	4.4.1.17	Holocytochrome-c synthase
Holocytochrome-C synthase	4.4.1.17	Holocytochrome-c synthase
Holocytochrome-C-type synthase	4.4.1.17	Holocytochrome-c synthase
HCCS	4.4.1.17	Holocytochrome-c synthase
CCHL	4.4.1.17	Holocytochrome-c synthase
System III	4.4.1.17	Holocytochrome-c synthase
CYC3	4.4.1.17	Holocytochrome-c synthase
cytochrome c assembly flavoprotein	4.4.1.17	Holocytochrome-c synthase
heme lyase	4.4.1.17	Holocytochrome-c synthase
HCC synthase	4.4.1.17	Holocytochrome-c synthase
cytochrome c heme lyase	4.4.1.17	Holocytochrome-c synthase
holocytochrome c synthase	4.4.1.17	Holocytochrome-c synthase
ccsA1	4.4.1.17	Holocytochrome-c synthase
Holocytochrome c synthetase	4.4.1.17	Holocytochrome-c synthase
(2R)-phospho-3-sulfolactate synthase	4.4.1.19	phosphosulfolactate synthase
ComA	4.4.1.19	phosphosulfolactate synthase
phosphosulfolactate synthase	4.4.1.19	phosphosulfolactate synthase
(2R)-O-phospho-3-sulfolactate sulfo-lyase	4.4.1.19	phosphosulfolactate synthase
desulfhydrase, homocysteine	4.4.1.2	homocysteine desulfhydrase
homocysteine desulfurase	4.4.1.2	homocysteine desulfhydrase
Hyc gamma-lyase	4.4.1.2	homocysteine desulfhydrase
leukotriene A4:glutathione S-leukotrienyltransferase	4.4.1.20	leukotriene-C4 synthase
LTC4 synthetase	4.4.1.20	leukotriene-C4 synthase
synthase, leukotriene C4	4.4.1.20	leukotriene-C4 synthase
(7E,9E,11Z,14Z)-(5S,6S)-5,6-epoxyicosa-7,9,1114-tetraenoate:glutathione leukotriene-transferase(epoxide-ring-opening)	4.4.1.20	leukotriene-C4 synthase
EC 2.5.1.37	4.4.1.20	leukotriene-C4 synthase
LT C4 synthase	4.4.1.20	leukotriene-C4 synthase
LTCS	4.4.1.20	leukotriene-C4 synthase
leukotriene C4 synthase	4.4.1.20	leukotriene-C4 synthase
LTC4 synthase	4.4.1.20	leukotriene-C4 synthase
gene	4.4.1.20	leukotriene-C4 synthase
leukotriene C4 synthetase	4.4.1.20	leukotriene-C4 synthase
gene name	4.4.1.21	S-ribosylhomocysteine lyase
autoinducer-2 synthase	4.4.1.21	S-ribosylhomocysteine lyase
AI-2 synthase	4.4.1.21	S-ribosylhomocysteine lyase
EcLuxS	4.4.1.21	S-ribosylhomocysteine lyase
S-ribosylhomocysteine lyase	4.4.1.21	S-ribosylhomocysteine lyase
BsLuxS	4.4.1.21	S-ribosylhomocysteine lyase
S-ribosylhomocysteinelyase	4.4.1.21	S-ribosylhomocysteine lyase
VhLuxS	4.4.1.21	S-ribosylhomocysteine lyase
gene	4.4.1.21	S-ribosylhomocysteine lyase
LuxS protein	4.4.1.21	S-ribosylhomocysteine lyase
S-ribosyl homocysteinase	4.4.1.21	S-ribosylhomocysteine lyase
S-ribosylhomocysteinase	4.4.1.21	S-ribosylhomocysteine lyase
gene name	4.4.1.21	S-ribosylhomocysteine lyase
formerly	4.4.1.22	S-(hydroxymethyl)glutathione synthase
glutathione-dependent formaldehyde-activating enzyme	4.4.1.22	S-(hydroxymethyl)glutathione synthase
Gfa	4.4.1.22	S-(hydroxymethyl)glutathione synthase
epoxyalkane:2-mercaptoethanesulfonate transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
transferase, epoxyalkyl:coenzyme M	4.4.1.23	2-hydroxypropyl-CoM lyase
coenzyme M-epoxyalkane ligase	4.4.1.23	2-hydroxypropyl-CoM lyase
epoxyalkyl:CoM transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
epoxypropane:coenzyme M transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
epoxypropyl:CoM transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
EaCoMT	4.4.1.23	2-hydroxypropyl-CoM lyase
Ea-CoMT	4.4.1.23	2-hydroxypropyl-CoM lyase
epoxyalkane coenzyme M transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
epoxyalkane:CoM transferase	4.4.1.23	2-hydroxypropyl-CoM lyase
EtnE	4.4.1.23	2-hydroxypropyl-CoM lyase
the enzyme belongs to the altronate dehydratase family	4.4.1.24	(2R)-sulfolactate sulfo-lyase
3-sulfolactate sulfo-lyase	4.4.1.24	(2R)-sulfolactate sulfo-lyase
Suy	4.4.1.24	(2R)-sulfolactate sulfo-lyase
desulfonative sulfolactate sulfo-lyase	4.4.1.24	(2R)-sulfolactate sulfo-lyase
SuyAB	4.4.1.24	(2R)-sulfolactate sulfo-lyase
(R)-sulfolactate sulfo-lyase	4.4.1.24	(2R)-sulfolactate sulfo-lyase
L-cysteate sulpho-lyase (deaminating)	4.4.1.25	L-cysteate sulfo-lyase
CuyA	4.4.1.25	L-cysteate sulfo-lyase
cysteate sulfo-lyase	4.4.1.25	L-cysteate sulfo-lyase
(S)-cysteate sulfo-lyase	4.4.1.25	L-cysteate sulfo-lyase
OAC	4.4.1.26	olivetolic acid cyclase
cystalysin	4.4.1.28	L-cysteine desulfidase
L-cysteine desulfhydrase	4.4.1.28	L-cysteine desulfidase
locus name	4.4.1.28	L-cysteine desulfidase
DES1	4.4.1.28	L-cysteine desulfidase
gene name	4.4.1.28	L-cysteine desulfidase
At5g28030	4.4.1.28	L-cysteine desulfidase
gene name	4.4.1.28	L-cysteine desulfidase
gene name	4.4.1.28	L-cysteine desulfidase
gene name	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
phycocyanobilin:Cys-beta84-phycobiliprotein lyase	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
phycobilin:cystein-84 biliprotein lyase	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
gene name	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
CpeS1	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
CpcS1	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
CpcSU lyase	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
CpcS-1	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
CpcS-III	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
PCB:Cys-beta84-phycobiliprotein lyase	4.4.1.29	phycobiliprotein cysteine-84 phycobilin lyase
dethiomethylase, dimethylpropiothetin	4.4.1.3	dimethylpropiothetin dethiomethylase
desulfhydrase	4.4.1.3	dimethylpropiothetin dethiomethylase
gene name	4.4.1.3	dimethylpropiothetin dethiomethylase
dddP	4.4.1.3	dimethylpropiothetin dethiomethylase
DMSP lyase	4.4.1.3	dimethylpropiothetin dethiomethylase
dimethylsulfoniopropionate lyase	4.4.1.3	dimethylpropiothetin dethiomethylase
DddL lyase	4.4.1.3	dimethylpropiothetin dethiomethylase
DLA	4.4.1.3	dimethylpropiothetin dethiomethylase
DMSP-lyase	4.4.1.3	dimethylpropiothetin dethiomethylase
CpeT1	4.4.1.30	phycobiliprotein beta-cysteine-155 phycobilin lyase
gene name	4.4.1.30	phycobiliprotein beta-cysteine-155 phycobilin lyase
phycobiliprotein lyase CpcT	4.4.1.30	phycobiliprotein beta-cysteine-155 phycobilin lyase
CpcT1	4.4.1.30	phycobiliprotein beta-cysteine-155 phycobilin lyase
gene name	4.4.1.30	phycobiliprotein beta-cysteine-155 phycobilin lyase
RpcG	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
gene name	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
gene name	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
PecE/PecF	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
PEC-Cys-R84 PCB lyase/isomerase	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
phycoviolobilin phycoerythrocyanin-alpha84-cystein-lyase	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
PVBPEC-lyase	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
PecE/F	4.4.1.31	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase
CpcEF	4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
gene name	4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
gene name	4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
phycocyanobilin lyase subunit alpha	4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
phycocyanobilin lyase subunit beta	4.4.1.32	C-phycocyanin alpha-cysteine-84 phycocyanobilin lyase
gene name	4.4.1.33	R-phycocyanin alpha-cysteine-84 phycourobilin lyase/isomerase
isol	4.4.1.34	isoprene-epoxide-glutathione S-transferase
IsoI	4.4.1.34	isoprene-epoxide-glutathione S-transferase
cis-3-hydroxy-L-proline hydro-lyase (1-pyrroline-2-carboxylate-forming)	4.4.1.35	L-cystine beta-lyase
BOCL3	4.4.1.35	L-cystine beta-lyase
CORI3	4.4.1.35	L-cystine beta-lyase
gene name	4.4.1.36	hercynylcysteine S-oxide lyase
PLP-dependent C-S lyase	4.4.1.36	hercynylcysteine S-oxide lyase
NCU01256 protein	4.4.1.36	hercynylcysteine S-oxide lyase
UniProt	4.4.1.36	hercynylcysteine S-oxide lyase
Egt2	4.4.1.36	hercynylcysteine S-oxide lyase
egtE	4.4.1.36	hercynylcysteine S-oxide lyase
locus name	4.4.1.36	hercynylcysteine S-oxide lyase
ergothioneine biosynthesis protein 2	4.4.1.36	hercynylcysteine S-oxide lyase
gene name	4.4.1.36	hercynylcysteine S-oxide lyase
Egt-2	4.4.1.36	hercynylcysteine S-oxide lyase
LarE	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
P2CMN sulfurtransferase	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
pyridinium-3,5-biscarboxylic acid mononucleotide sulfurtransferase	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
P2TMN synthase	4.4.1.37	pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase
lyase, alliin	4.4.1.4	alliin lyase
alkylcysteine sulfoxide lyase	4.4.1.4	alliin lyase
S-alkylcysteine sulfoxide lyase	4.4.1.4	alliin lyase
L-cysteine sulfoxide lyase	4.4.1.4	alliin lyase
S-alkyl(en)yl-L-cysteine lyase	4.4.1.4	alliin lyase
Cysteine sulphoxide lyase	4.4.1.4	alliin lyase
alliinase I	4.4.1.4	alliin lyase
alliinase II	4.4.1.4	alliin lyase
ALL1	4.4.1.4	alliin lyase
allinase	4.4.1.4	alliin lyase
alliinase	4.4.1.4	alliin lyase
alliin-lyase	4.4.1.4	alliin lyase
P-19486 alliinase	4.4.1.4	alliin lyase
the enzyme belongs to the fold-type I family ofpyridoxal-5-phosphate-dependent enzymes	4.4.1.4	alliin lyase
C-S lyase	4.4.1.4	alliin lyase
cysteine sulfoxide lyase	4.4.1.4	alliin lyase
alliin lyase	4.4.1.4	alliin lyase
C-S-lyase	4.4.1.4	alliin lyase
alkylsulphenate lyase	4.4.1.4	alliin lyase
L-(+)-S-alk(en)ylcysteine sulfoxide lyase	4.4.1.4	alliin lyase
cys sulfoxide lyase	4.4.1.4	alliin lyase
methylglyoxylase	4.4.1.5	lactoylglutathione lyase
ketone-aldehyde mutase	4.4.1.5	lactoylglutathione lyase
aldoketomutase	4.4.1.5	lactoylglutathione lyase
lyase, lactoylglutathione	4.4.1.5	lactoylglutathione lyase
methylglyoxalase	4.4.1.5	lactoylglutathione lyase
S-D-lactoylglutathione methylglyoxal lyase	4.4.1.5	lactoylglutathione lyase
S-D-lactoylglutathione:methylglyoxal lyase	4.4.1.5	lactoylglutathione lyase
lactoylglutathione methylglyoxal lyase	4.4.1.5	lactoylglutathione lyase
GloA3	4.4.1.5	lactoylglutathione lyase
glyoxylase I	4.4.1.5	lactoylglutathione lyase
SpGlo1	4.4.1.5	lactoylglutathione lyase
gene gly I	4.4.1.5	lactoylglutathione lyase
LGL	4.4.1.5	lactoylglutathione lyase
ambiguous	4.4.1.5	lactoylglutathione lyase
Glo1	4.4.1.5	lactoylglutathione lyase
glyoxalase-1	4.4.1.5	lactoylglutathione lyase
GmGlyox I	4.4.1.5	lactoylglutathione lyase
PfGlx I	4.4.1.5	lactoylglutathione lyase
GLXI	4.4.1.5	lactoylglutathione lyase
GloA	4.4.1.5	lactoylglutathione lyase
S-D-lactoylglutathionemethylglyoxal lyase (isomerizing)	4.4.1.5	lactoylglutathione lyase
YaiA	4.4.1.5	lactoylglutathione lyase
GloA1	4.4.1.5	lactoylglutathione lyase
GloA2	4.4.1.5	lactoylglutathione lyase
Glx I	4.4.1.5	lactoylglutathione lyase
gly-I	4.4.1.5	lactoylglutathione lyase
GLO-I	4.4.1.5	lactoylglutathione lyase
glyoxalase 1	4.4.1.5	lactoylglutathione lyase
GLO I	4.4.1.5	lactoylglutathione lyase
His-tagged GLO I protein	4.4.1.5	lactoylglutathione lyase
GLO-1	4.4.1.5	lactoylglutathione lyase
glyoxalase-I	4.4.1.5	lactoylglutathione lyase
Glx-I	4.4.1.5	lactoylglutathione lyase
GloI	4.4.1.5	lactoylglutathione lyase
Glx1	4.4.1.5	lactoylglutathione lyase
CLO GlxI	4.4.1.5	lactoylglutathione lyase
lactoylglutathione lyase	4.4.1.5	lactoylglutathione lyase
glyoalase I	4.4.1.5	lactoylglutathione lyase
Gly I	4.4.1.5	lactoylglutathione lyase
Glb33	4.4.1.5	lactoylglutathione lyase
OsGLYI-11.2	4.4.1.5	lactoylglutathione lyase
synthase,.beta.-cyanoalanine	4.4.1.9	L-3-cyanoalanine synthase
CAS1	4.4.1.9	L-3-cyanoalanine synthase
CYS-C1	4.4.1.9	L-3-cyanoalanine synthase
beta-cyanoalanine synthetase	4.4.1.9	L-3-cyanoalanine synthase
L-cysteine hydrogen-sulfide-lyase	4.4.1.9	L-3-cyanoalanine synthase
beta-cyano-L-alanine synthase	4.4.1.9	L-3-cyanoalanine synthase
beta-CAS	4.4.1.9	L-3-cyanoalanine synthase
L-cysteine: hydrogen sulphide lyase	4.4.1.9	L-3-cyanoalanine synthase
O-acetyl-L-serine sulfhydrylase	4.4.1.9	L-3-cyanoalanine synthase
AtcysC1	4.4.1.9	L-3-cyanoalanine synthase
Bsas3	4.4.1.9	L-3-cyanoalanine synthase
PCAS-1	4.4.1.9	L-3-cyanoalanine synthase
PCAS-2	4.4.1.9	L-3-cyanoalanine synthase
CAS2	4.4.1.9	L-3-cyanoalanine synthase
BsasB	4.4.1.9	L-3-cyanoalanine synthase
BsasA	4.4.1.9	L-3-cyanoalanine synthase
Tu-CAS	4.4.1.9	L-3-cyanoalanine synthase
cyanoalanine synthase	4.4.1.9	L-3-cyanoalanine synthase
CAS	4.4.1.9	L-3-cyanoalanine synthase
