EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Allium sativum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=11405259	82
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Allochromatium vinosum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=16969669	83
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Alphaproteobacteria	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25681241	84
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Alphavirus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22485151	85
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Alpinia officinarum	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27263447	86
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Alternanthera mosaic virus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25288986	87
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Alteromonas	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=2687258	88
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Altolamprologus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=15964213	89
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amanita	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=28707897	90
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amiota	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=25373180	91
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amoeba	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=11861890	92
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amorpha fruticosa	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=26307964; https://www.ncbi.nlm.nih.gov/pubmed/?term=25690287	93
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amphibalanus amphitrite	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23029013	94
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		amphibia	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=18265558	95
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amphipoda	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=25190560	96
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amphitrite	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=23029013	97
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Amphotropic murine leukemia virus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=21129221	98
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anabaena	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=15870474; https://www.ncbi.nlm.nih.gov/pubmed/?term=19410333	99
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anabaena	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=1907869	100
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anabaena sp.	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=19410333	101
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anabaena variabilis M-3	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=9547280	102
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anarthria	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=22311611	103
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anas platyrhynchos	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=28411348	104
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Ancylostomatoidea	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27524698	105
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Andes orthohantavirus	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=23135723	106
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Andrya rhopalocephala	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=20700699	107
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anemarrhena	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=26423232	108
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anemone	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=8643626	109
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Anemone	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=27980125; https://www.ncbi.nlm.nih.gov/pubmed/?term=9539427; https://www.ncbi.nlm.nih.gov/pubmed/?term=26104159	110
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Angelica gigas	FRENDA	https://www.ncbi.nlm.nih.gov/pubmed/?term=17948169	111
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		Angomonas deanei	AMENDA reliability +	https://www.ncbi.nlm.nih.gov/pubmed/?term=25160925	112
7.1.1.2	NADH:ubiquinone oxidoreductase	NADH:ubiquinone reductase (H+-translocating)		animal	AMENDA reliability +++	https://www.ncbi.nlm.nih.gov/pubmed/?term=26086035; https://www.ncbi.nlm.nih.gov/pubmed/?term=29526616	113
