Commentary	Substrate	Ref	Literature(PubmedID)	value
mutant C257L, pH 8.0, 60°C	ethanol	1775	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1775	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1775	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1775	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1775	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1775	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1775	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1775	26329849	1900.0
pH 7.7, 60°C	NADH	1775	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1775	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1775	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1775	26329849	8600.0
pH 7.7, 60°C	2-propanol	1776	23686507	5.0
pH 7.7, 60°C	NAD+	1776	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1776	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1776	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1776	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1776	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1776	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1776	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1776	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1776	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1776	26329849	1900.0
pH 7.7, 60°C	NADH	1776	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1776	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1776	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1776	26329849	8600.0
pH 7.7, 60°C	2-propanol	1777	23686507	5.0
pH 7.7, 60°C	NAD+	1777	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1777	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1777	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1777	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1777	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1777	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1777	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1777	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1777	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1777	26329849	1900.0
pH 7.7, 60°C	NADH	1777	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1777	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1777	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1777	26329849	8600.0
pH 7.7, 60°C	2-propanol	1778	23686507	5.0
pH 7.7, 60°C	NAD+	1778	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1778	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1778	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1778	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1778	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1778	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1778	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1778	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1778	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1778	26329849	1900.0
pH 7.7, 60°C	NADH	1778	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1778	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1778	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1778	26329849	8600.0
pH 7.7, 60°C	2-propanol	1779	23686507	5.0
pH 7.7, 60°C	NAD+	1779	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1779	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1779	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1779	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1779	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1779	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1779	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1779	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1779	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1779	26329849	1900.0
pH 7.7, 60°C	NADH	1779	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1779	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1779	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1779	26329849	8600.0
pH 7.7, 60°C	2-propanol	1780	23686507	5.0
pH 7.7, 60°C	NAD+	1780	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1780	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1780	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1780	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1780	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1780	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1780	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1780	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1780	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1780	26329849	1900.0
pH 7.7, 60°C	NADH	1780	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1780	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1780	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1780	26329849	8600.0
pH 7.7, 60°C	2-propanol	1781	23686507	5.0
pH 7.7, 60°C	NAD+	1781	23686507	73.0
wild-type, pH 8.0, 60°C	NAD+	1781	26329849	100.0
mutant C257L, pH 8.0, 60°C	ethanol	1781	26329849	240.0
wild-type, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1781	26329849	320.0
wild-type, pH 8.0, 60°C	n-butanol	1781	26329849	320.0
mutant C257L, pH 8.0, 60°C	12-hydroxylauric acid methyl ester	1781	26329849	340.0
wild-type, pH 8.0, 60°C	ethanol	1781	26329849	340.0
pH 7.7, 60°C	cinnamyl alcohol	1781	23686507	391.0
pH 7.7, 60°C	cinnamaldehyde	1781	23686507	1835.0
wild-type, pH 8.0, 60°C	acetaldehyde	1781	26329849	1900.0
pH 7.7, 60°C	NADH	1781	23686507	2687.0
wild-type, pH 8.0, 60°C	NADH	1781	26329849	4500.0
wild-type, pH 8.0, 60°C	12-oxolauric acid methyl ester	1781	26329849	4700.0
wild-type, pH 8.0, 60°C	Butyraldehyde	1781	26329849	8600.0
cosubstrate NADP+, pH 8.0, 60°C	ethanol	1784	19383697	3.6
cosubstrate 1-octanol, pH 8.0, 60°C	NAD+	1784	19383697	26.7
cosubstrate NADPH, pH 8.0, 60°C	acetaldehyde	1784	19383697	61.4
cosubstrate NADP+, pH 8.0, 60°C	1-Octanol	1784	19383697	67.2
cosubstrate NAD+, pH 8.0, 60°C	ethanol	1784	19383697	84.6
cosubstrate NADH, pH 8.0, 60°C	acetaldehyde	1784	19383697	85.9
cosubstrate 1-octanol, pH 8.0, 60°C	NADP+	1784	19383697	117.9
cosubstrate ethanol, pH 8.0, 60°C	NADP+	1784	19383697	156.8
cosubstrate ethanol, pH 8.0, 60°C	NAD+	1784	19383697	293.4
cosubstrate NADPH, pH 8.0, 60°C	octanal	1784	19383697	450.8
cosubstrate acetaldehyde, pH 8.0, 60°C	NADH	1784	19383697	1176.0
cosubstrate octanal, pH 8.0, 60°C	NADPH	1784	19383697	5724.0
pH 6.0, temperature not specified in the publication	acetaldehyde	1908	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1908	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1908	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1908	22526808	32.77
pH 6.0, temperature not specified in the publication	acetaldehyde	1909	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1909	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1909	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1909	22526808	32.77
pH 6.0, temperature not specified in the publication	acetaldehyde	1910	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1910	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1910	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1910	22526808	32.77
pH 6.0, temperature not specified in the publication	acetaldehyde	1911	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1911	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1911	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1911	22526808	32.77
pH 6.0, temperature not specified in the publication	acetaldehyde	1912	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1912	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1912	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1912	22526808	32.77
pH 6.0, temperature not specified in the publication	acetaldehyde	1913	22526808	0.048
pH 11.0, temperature not specified in the publication	ethanol	1913	22526808	0.072
pH 11.0, temperature not specified in the publication	NAD+	1913	22526808	9.037
pH 6.0, temperature not specified in the publication	NADH	1913	22526808	32.77
pH 7.0, temperature not specified in the publication	ethanol	2135	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2135	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2135	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2135	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2135	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2135	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2136	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2136	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2136	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2136	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2136	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2136	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2137	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2137	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2137	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2137	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2137	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2137	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2138	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2138	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2138	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2138	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2138	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2138	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2139	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2139	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2139	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2139	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2139	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2139	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2140	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2140	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2140	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2140	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2140	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2140	24885162	450.0
pH 7.0, temperature not specified in the publication	ethanol	2141	24885162	0.09
pH 7.0, temperature not specified in the publication	ethanol	2141	24885162	1.3
pH 7.0, temperature not specified in the publication	ethanol	2141	24885162	3.5
pH 7.0, temperature not specified in the publication	ethanol	2141	24885162	9.3
pH 7.0, temperature not specified in the publication	acetaldehyde	2141	24885162	71.7
pH 7.0, temperature not specified in the publication	acetaldehyde	2141	24885162	450.0
cosubstrate NAD+, pH 7.0, 30°C	butan-1-ol	2607	25082080	0.3
cosubstrate butan-1-ol, pH 7.0, 30°C	NAD+	2607	25082080	80.0
cosubstrate NADH, pH 7.0, 30°C	Butanal	2607	25082080	210.0
cosubstrate butanal, pH 7.0, 30°C	NADH	2607	25082080	2000.0
cosubstrate NAD+, pH 7.0, 30°C	butan-1-ol	2608	25082080	0.3
cosubstrate butan-1-ol, pH 7.0, 30°C	NAD+	2608	25082080	80.0
cosubstrate NADH, pH 7.0, 30°C	Butanal	2608	25082080	210.0
cosubstrate butanal, pH 7.0, 30°C	NADH	2608	25082080	2000.0
pH 8.0, 60°C, recombinant enzyme	1,2-propanediol	2729	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	1,3-Propanediol	2729	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	ethanol	2729	23385476	0.5
pH 8.0, 60°C, recombinant enzyme	acetaldehyde	2729	23385476	0.9
pH 9.0, 60°C, recombinant enzyme	NAD+	2729	23385476	4.9
pH 8.0, 60°C, recombinant enzyme	NADH	2729	23385476	12.9
pH 8.0, 60°C, recombinant enzyme	1,2-propanediol	2730	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	1,3-Propanediol	2730	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	ethanol	2730	23385476	0.5
pH 8.0, 60°C, recombinant enzyme	acetaldehyde	2730	23385476	0.9
pH 9.0, 60°C, recombinant enzyme	NAD+	2730	23385476	4.9
pH 8.0, 60°C, recombinant enzyme	NADH	2730	23385476	12.9
pH 8.0, 60°C, recombinant enzyme	1,2-propanediol	2731	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	1,3-Propanediol	2731	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	ethanol	2731	23385476	0.5
pH 8.0, 60°C, recombinant enzyme	acetaldehyde	2731	23385476	0.9
pH 9.0, 60°C, recombinant enzyme	NAD+	2731	23385476	4.9
pH 8.0, 60°C, recombinant enzyme	NADH	2731	23385476	12.9
pH 8.0, 60°C, recombinant enzyme	1,2-propanediol	2732	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	1,3-Propanediol	2732	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	ethanol	2732	23385476	0.5
pH 8.0, 60°C, recombinant enzyme	acetaldehyde	2732	23385476	0.9
pH 9.0, 60°C, recombinant enzyme	NAD+	2732	23385476	4.9
pH 8.0, 60°C, recombinant enzyme	NADH	2732	23385476	12.9
pH 8.0, 60°C, recombinant enzyme	1,2-propanediol	2733	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	1,3-Propanediol	2733	23385476	0.01
pH 9.0, 60°C, recombinant enzyme	ethanol	2733	23385476	0.5
pH 8.0, 60°C, recombinant enzyme	acetaldehyde	2733	23385476	0.9
pH 9.0, 60°C, recombinant enzyme	NAD+	2733	23385476	4.9
pH 8.0, 60°C, recombinant enzyme	NADH	2733	23385476	12.9
pH 9.0, 22°C, recombinant enzyme	ethanol	2738	22249723	6667.0
pH 6.0, 22°C, recombinant enzyme	acetaldehyde	2738	22249723	70000.0
pH 9.0, 22°C, recombinant enzyme	ethanol	2739	22249723	6667.0
pH 6.0, 22°C, recombinant enzyme	acetaldehyde	2739	22249723	70000.0
pH 9.0, 22°C, recombinant enzyme	ethanol	2740	22249723	6667.0
pH 6.0, 22°C, recombinant enzyme	acetaldehyde	2740	22249723	70000.0
pH 9.0, 22°C, recombinant enzyme	ethanol	2741	22249723	6667.0
pH 6.0, 22°C, recombinant enzyme	acetaldehyde	2741	22249723	70000.0
pH 9.0, 22°C, recombinant enzyme	ethanol	2742	22249723	6667.0
pH 6.0, 22°C, recombinant enzyme	acetaldehyde	2742	22249723	70000.0
pH 10, 60°C	1,4-Butanediol	3262	29022135	5.5
pH 6, 60°C	Glutaraldehyde	3262	29022135	139.0
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3266	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3266	16391048	0.7
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3267	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3267	16391048	0.7
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3268	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3268	16391048	0.7
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3269	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3269	16391048	0.7
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3270	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3270	16391048	0.7
kinetic data for wild-type enzyme and chimeric enzyme created by insertion of an RTX domain from the adenylate cyclase of Bordetella pertussis into a loop near the catalytic active site of the thermostable alcohol dehydrogenase D (AdhD) from Pyrococcus furiosus	more	3271	0	-999.0
pH 8.8, 70°C	Butan-2,3-diol	3271	16391048	0.7
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	Valeraldehyde	3399	22584819	264.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	phenylacetaldehyde	3399	22584819	333.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	4-chloroacetophenone	3399	22584819	389.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	acetophenone	3399	22584819	392.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	4-chloroacetophenone	3399	22584819	434.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	Valeraldehyde	3399	22584819	589.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	acetophenone	3399	22584819	720.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	phenylacetaldehyde	3399	22584819	800.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	4-chloroacetophenone	3399	22584819	1036.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	acetophenone	3399	22584819	1055.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	phenylacetaldehyde	3399	22584819	1063.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	Valeraldehyde	3399	22584819	1543.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	Capronaldehyde	3399	22584819	1640.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	Capronaldehyde	3399	22584819	2264.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	Capronaldehyde	3399	22584819	2618.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	Valeraldehyde	3400	22584819	264.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	phenylacetaldehyde	3400	22584819	333.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	4-chloroacetophenone	3400	22584819	389.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	acetophenone	3400	22584819	392.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	4-chloroacetophenone	3400	22584819	434.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	Valeraldehyde	3400	22584819	589.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	acetophenone	3400	22584819	720.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	phenylacetaldehyde	3400	22584819	800.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	4-chloroacetophenone	3400	22584819	1036.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	acetophenone	3400	22584819	1055.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	phenylacetaldehyde	3400	22584819	1063.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	Valeraldehyde	3400	22584819	1543.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	Capronaldehyde	3400	22584819	1640.0
pH 6.0, 37°C, recombinant enzyme expressed from Arxula adeninivorans	Capronaldehyde	3400	22584819	2264.0
pH 6.0, 37°C, recombinant enzyme expressed from Saccharomyces cerevisiae	Capronaldehyde	3400	22584819	2618.0
pH 6.0, 37°C, recombinant enzyme expressed from Hansenula polymorpha	Valeraldehyde	3401	22584819	264.0
