EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter globiformis	FRENDA	15618624; 15285616; 15200177	137
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter globiformis I42	AMENDA reliability +	14660574	138
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter globiformis T6	FRENDA	26330557; 15248038	139
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter globiformis T6	AMENDA reliability +	15200177	140
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter sp.	AMENDA reliability +	25695343; 27599737	141
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobacter sp.	FRENDA	23040392; 15248038; 17587693; 18395004; 25587940; 16046445	142
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthrobotrys oligospora	AMENDA reliability +	23661195	143
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthropoda	AMENDA reliability +	12581217	144
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Arthropoda	FRENDA	21085702	145
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ascomycota	AMENDA reliability +	23166747	146
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ascomycota	FRENDA	28013403; 27222665; 26481444; 28892642; 25461894; 25545363; 25956378; 28578278; 18048915; 24055472; 24699070; 19566942	147
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Ascophyllum nodosum	FRENDA	24907332	148
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagaceae	FRENDA	17176393	149
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagus	AMENDA reliability +	17665236	150
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagus falcatus	FRENDA	25847760	151
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagus officinalis	AMENDA reliability +++	18280145	152
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagus racemosus	AMENDA reliability +	18051293	153
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Asparagus racemosus	FRENDA	18389297; 17665236	154
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus	AMENDA reliability +	26277746; 24021641; 28578278; 12922166; 12153721; 16944135; 16846393; 22878198	155
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus	FRENDA	20563857; 19777228; 26320404; 26894673; 19500674; 22813590; 16233531; 22575895; 26342082	156
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus aculeatus	FRENDA	16151143; 26857855; 21696710; 12484750; 23561301; 26672453	157
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus aculeatus	AMENDA reliability +	100102698; 22258646; 16131137; 22036533; 22906186; 23908026; 17194495; 18633609; 23537284	158
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus aculeatus F-50	AMENDA reliability +	27470581; 25849498	159
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus awamori	EI	15522299	160
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus awamori	FRENDA	11829749; 26005928; 22813590	161
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus awamori	AMENDA reliability +	12922166; 15522299; 19756576; 19941325; 16233531	162
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase	Q96TU3	Aspergillus awamori	var. 2250	12922166	163
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus awamori EI	EI	15522299	164
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus awamori X-100	AMENDA reliability +	17145041	165
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus clavatus	FRENDA	24578305; 26342082	166
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum	JNSP5-06	14506856	167
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum	FRENDA	14506856	168
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum		19127444	169
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum	AMENDA reliability +++	19127444	170
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum	AMENDA reliability +	23399248; 100030099	171
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum JNSP5-06	JNSP5-06	14506856	172
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum JNSP5-06	JNSP5-06	14506856	173
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum JNSP5-06	JNSP5-06	14506856	174
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus ficuum JNSP5-06	AMENDA reliability +	23399248; 100030099	175
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fischeri	FRENDA	25188254; 24360500; 28039140; 25466024; 26360701	176
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus flavus	FRENDA	29121496	177
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus foetidus	FRENDA	11829749	178
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus		15126701	179
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus	FRENDA	28013403; 17230583; 26894673; 29614953; 24960316; 27373078; 28578278; 28634301; 15541293; 22878198; 20823508	180
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus	AMENDA reliability +++	15126701; 15964186	181
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus	AMENDA reliability +	27618962; 18410286; 18633609; 28187141; 26342082; 100501595	182
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus Af293	AMENDA reliability +	19655217	183
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus fumigatus Z5	FRENDA	22340848; 21708265	184
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus japonicus	FRENDA	20466731; 20159568; 19000618	185
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus kawachii	FRENDA	28715279; 15213394; 17002602; 18633609; 100054237	186
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus kawachii	AMENDA reliability +++	18071646	187
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus kawachii	AMENDA reliability +	16784813; 19756576; 21234787; 100052053; 29454668	188
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus kawachii IFO 4308	FRENDA	28715279	189
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus kawachii IFO 4308	AMENDA reliability +	15213394; 15292273	190
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans	AMENDA reliability +	16473771; 18998121	191
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans	FRENDA	23908026; 24021641; 28890404; 15181003; 100054237; 24637772	192
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans	AMENDA reliability +++	20681989; 26385921	193
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans FGSC A4	AMENDA reliability +	21867780	194
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans FGSC A4	AMENDA reliability +++	21215963	195
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus nidulans XZ3	AMENDA reliability +	23900799	196
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger	AMENDA reliability ++	21239559	197
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger		0	198
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger	FRENDA	18320228; 15650848; 22225502; 22226947; 24021641; 16292533; 17983355; 23457711; 25093855; 28039140; 27142490; 26956120; 25659626; 22613728; 29287324; 11916668; 15278289; 18048915; 19288093; 21181156; 22813590; 25331339; 14871661; 15294279; 15451095; 100017104; 100054237; 11193399; 16279951; 23101390	199
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger	AMENDA reliability +	29197184; 29103167; 22906186; 27154222; 28220903; 28391618; 28688044; 12922177; 11856334; 16473771; 17502268; 18155243; 19941325; 20159568; 23201198; 25582414; 14993691; 21234787; 100052053; 19000618; 16084833; 22544243	200
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger	AMENDA reliability +++	16233531; 22575895	201
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase	O74641	Aspergillus niger	AF10	15135402	202
3.2.1.80	beta-D-fructan fructohydrolase	fructan beta-fructosidase		Aspergillus niger AF10	AMENDA reliability +	15135402	203
