Commentary	Ref	Literature(PubmedID)	Inhibitor	value
	333	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	333	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	333	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	333	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 8.0, 25°C, NADH oxidase reaction	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.0E-6
pH 8.0, 25°C, NAD+ reduction	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	2.0E-5
	334	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-1	3.0E-4
	334	https://www.brenda-enzymes.org/literature.php?r=392703	squamocin	4.0E-4
	334	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-2	6.0E-4
	334	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	334	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	334	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	334	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 8.0, 25°C, NADH oxidase reaction	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.0E-6
pH 8.0, 25°C, NAD+ reduction	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	2.0E-5
	335	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-1	3.0E-4
	335	https://www.brenda-enzymes.org/literature.php?r=392703	squamocin	4.0E-4
	335	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-2	6.0E-4
	335	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	335	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	335	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	335	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 8.0, 25°C, NADH oxidase reaction	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.0E-6
pH 8.0, 25°C, NAD+ reduction	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	2.0E-5
	336	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-1	3.0E-4
	336	https://www.brenda-enzymes.org/literature.php?r=392703	squamocin	4.0E-4
	336	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-2	6.0E-4
	336	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	336	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	336	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	336	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 8.0, 25°C, NADH oxidase reaction	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.0E-6
pH 8.0, 25°C, NAD+ reduction	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	2.0E-5
	337	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-1	3.0E-4
	337	https://www.brenda-enzymes.org/literature.php?r=392703	squamocin	4.0E-4
	337	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-2	6.0E-4
	337	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	337	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	337	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	337	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 8.0, 25°C, NADH oxidase reaction	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.0E-6
pH 8.0, 25°C, NAD+ reduction	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	2.0E-5
	338	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-1	3.0E-4
	338	https://www.brenda-enzymes.org/literature.php?r=392703	squamocin	4.0E-4
	338	https://www.brenda-enzymes.org/literature.php?r=392703	rolliniastatin-2	6.0E-4
	338	https://www.brenda-enzymes.org/literature.php?r=392703	otivarin	8.0E-4
	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	AMS-GX	0.001
	338	https://www.brenda-enzymes.org/literature.php?r=392703	molvizarin	0.001
	338	https://www.brenda-enzymes.org/literature.php?r=392703	piercidin	0.001
	338	https://www.brenda-enzymes.org/literature.php?r=392703	rotenone	0.004
	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=12600270	5BM-GX	0.005
pH 8.0, 25°C, NADH oxidase reaction	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.007
pH 8.0, 25°C	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=9878712	Triton X-100	0.01
in 0.4 M phosphate, using 5,8-dioxy-1,4-naphthoquinone as substrate, at pH 7.0, 25°C	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.012
pH 8.0, 25°C	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.025
pH 8.0, 25°C, NAD+ reduction	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.04
pH 7.0, 25°C	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=1932041	NADH	0.05
in 0.4 M phosphate, using ferricyanide as substrate, at pH 7.0, 25°C	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=1905649	NADH	0.05
pH 7.5, 30°C	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.5, 30°C	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=2118386	dicoumarol	2.2E-4
mutant enzyme D213E	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	30.0
wild type enzyme	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	40.0
mutant enzyme D213N	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	41.0
mutant enzyme E228D	825	https://www.ncbi.nlm.nih.gov/pubmed/?term=16849371	vanillylnonanamide	43.0
pH 7.0, 30°C, N-terminally tagged protein	1050	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1050	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1051	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1051	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1052	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1052	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1053	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1053	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1054	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1054	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1055	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1055	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 7.0, 30°C, N-terminally tagged protein	1056	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	7.5E-4
pH 7.0, 30°C, N-terminally tagged protein	1056	https://www.ncbi.nlm.nih.gov/pubmed/?term=26063804	2-n-heptyl-4-hydroxyquinoline-N-oxide	0.00104
pH 8.0, 25°C, NADH oxidase reaction	1512	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	5.0E-4
pH 8.0, 25°C, NAD+ reduction	1512	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.01
pH 8.0, 25°C, NADH oxidase reaction	1512	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.05
pH 8.0, 25°C	1512	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.08
pH 8.0, 25°C, NADH oxidase reaction	1513	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	5.0E-4
pH 8.0, 25°C, NAD+ reduction	1513	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.01
pH 8.0, 25°C, NADH oxidase reaction	1513	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.05
pH 8.0, 25°C	1513	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.08
pH 8.0, 25°C, NADH oxidase reaction	1514	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	5.0E-4
pH 8.0, 25°C, NAD+ reduction	1514	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.01
pH 8.0, 25°C, NADH oxidase reaction	1514	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.05
pH 8.0, 25°C	1514	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.08
pH 8.0, 25°C, NADH oxidase reaction	1515	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	5.0E-4
pH 8.0, 25°C, NAD+ reduction	1515	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.01
pH 8.0, 25°C, NADH oxidase reaction	1515	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.05
pH 8.0, 25°C	1515	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	ADP-ribose	0.08
pH 8.0, 25°C, NADH oxidase reaction	1738	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.5E-4
pH 8.0, 25°C, NADH oxidase reaction	1738	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.025
pH 8.0, 25°C, NADH oxidase reaction	1739	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.5E-4
pH 8.0, 25°C, NADH oxidase reaction	1739	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.025
pH 8.0, 25°C, NADH oxidase reaction	1740	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.5E-4
pH 8.0, 25°C, NADH oxidase reaction	1740	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.025
pH 8.0, 25°C, NADH oxidase reaction	1741	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	rotenone	1.5E-4
pH 8.0, 25°C, NADH oxidase reaction	1741	https://www.ncbi.nlm.nih.gov/pubmed/?term=14670598	Triton X-100	0.025
	1783	https://www.ncbi.nlm.nih.gov/pubmed/?term=9462835	NADH	0.0083
	1783	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	2,6-dichlorophenolindophenol	0.015
versus NADH	1783	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	5.5
versus oxidized 2,6-dichlorophenolindophenol	1783	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	11.5
	1784	https://www.ncbi.nlm.nih.gov/pubmed/?term=9462835	NADH	0.0083
	1784	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	2,6-dichlorophenolindophenol	0.015
versus NADH	1784	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	5.5
versus oxidized 2,6-dichlorophenolindophenol	1784	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	11.5
	1785	https://www.ncbi.nlm.nih.gov/pubmed/?term=9462835	NADH	0.0083
	1785	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	2,6-dichlorophenolindophenol	0.015
versus NADH	1785	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	5.5
versus oxidized 2,6-dichlorophenolindophenol	1785	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	11.5
	1786	https://www.ncbi.nlm.nih.gov/pubmed/?term=9462835	NADH	0.0083
	1786	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	2,6-dichlorophenolindophenol	0.015
versus NADH	1786	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	5.5
versus oxidized 2,6-dichlorophenolindophenol	1786	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	11.5
	1787	https://www.ncbi.nlm.nih.gov/pubmed/?term=9462835	NADH	0.0083
	1787	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	2,6-dichlorophenolindophenol	0.015
versus NADH	1787	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	5.5
versus oxidized 2,6-dichlorophenolindophenol	1787	https://www.ncbi.nlm.nih.gov/pubmed/?term=11370674	AMP	11.5
