Commentary	Ref	Literature(PubmedID)	value
pH 6.0: about 50% of maximal activity, pH 10.0: about 50% of maximal activity	1619	https://www.ncbi.nlm.nih.gov/pubmed/?term=19097788	6.0 - 10.0
pH 6.0: about 50% of maximal activity, pH 10.0: about 50% of maximal activity	1620	https://www.ncbi.nlm.nih.gov/pubmed/?term=19097788	6.0 - 10.0
pH 6.0: about 50% of maximal activity, pH 10.0: about 50% of maximal activity	1621	https://www.ncbi.nlm.nih.gov/pubmed/?term=19097788	6.0 - 10.0
pH 6.0: about 50% of maximal activity, pH 10.0: about 50% of maximal activity	1622	https://www.ncbi.nlm.nih.gov/pubmed/?term=19097788	6.0 - 10.0
pH 6.0: about 50% of maximal activity, pH 10.0: about 50% of maximal activity	1623	https://www.ncbi.nlm.nih.gov/pubmed/?term=19097788	6.0 - 10.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1712	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1713	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1714	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1715	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1716	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1717	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1718	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1719	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1720	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1721	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1722	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1723	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
production of superoxide by complex I during reverse electron transport is at least 3fold more sensitive to the pH gradient than to the membrane potential	1724	https://www.ncbi.nlm.nih.gov/pubmed/?term=15175007	-999.0
50% of maximal activity at pH 3.5 and 7.0, reaction with ferricyanide	1934	https://www.ncbi.nlm.nih.gov/pubmed/?term=2822684	3.5 - 7.0
