Commentary	Substrate	Ref	Literature(PubmedID)	value
pH 7.6, 32°C, cosubstrate: ubiquinone-1, ubiquinone-0 or idebenone	NADH	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=19220002	2.7
	2,3-dimethoxy-5-methyl-6-[(6-methyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	8.33
	2-[(2,6-dimethylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	11.22
	2,3-dimethoxy-5-methyl-6-[(6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	23.88
	2-[(2-chloro-6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	25.8
	2-[(2-chloro-6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	42.95
	coenzyme Q0	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	47.69
	2-[(6-chloroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	62.82
	2-[(6-chloro-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	63.46
	2-[(6-chloro-2-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	76.28
	2,3-dimethoxy-5-methyl-6-[(6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	81.73
	coenzyme Q1	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	211.5
pH 7.6, 32°C, cosubstrate: ubiquinone-1, ubiquinone-0 or idebenone	NADH	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=19220002	2.7
	2,3-dimethoxy-5-methyl-6-[(6-methyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	8.33
	2-[(2,6-dimethylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	11.22
	2,3-dimethoxy-5-methyl-6-[(6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	23.88
	2-[(2-chloro-6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	25.8
	2-[(2-chloro-6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	42.95
	coenzyme Q0	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	47.69
	2-[(6-chloroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	62.82
	2-[(6-chloro-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	63.46
	2-[(6-chloro-2-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	76.28
	2,3-dimethoxy-5-methyl-6-[(6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	81.73
	coenzyme Q1	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	211.5
pH 7.6, 32°C, cosubstrate: ubiquinone-1, ubiquinone-0 or idebenone	NADH	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=19220002	2.7
	2,3-dimethoxy-5-methyl-6-[(6-methyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	8.33
	2-[(2,6-dimethylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	11.22
	2,3-dimethoxy-5-methyl-6-[(6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	23.88
	2-[(2-chloro-6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	25.8
	2-[(2-chloro-6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	42.95
	coenzyme Q0	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	47.69
	2-[(6-chloroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	62.82
	2-[(6-chloro-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	63.46
	2-[(6-chloro-2-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	76.28
	2,3-dimethoxy-5-methyl-6-[(6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	81.73
	coenzyme Q1	337	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	211.5
pH 7.6, 32°C, cosubstrate: ubiquinone-1, ubiquinone-0 or idebenone	NADH	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=19220002	2.7
	2,3-dimethoxy-5-methyl-6-[(6-methyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	8.33
	2-[(2,6-dimethylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	11.22
	2,3-dimethoxy-5-methyl-6-[(6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	23.88
	2-[(2-chloro-6-phenylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	25.8
	2-[(2-chloro-6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	42.95
	coenzyme Q0	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	47.69
	2-[(6-chloroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	62.82
	2-[(6-chloro-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	63.46
	2-[(6-chloro-2-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]-5,6-dimethoxy-3-methylbenzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	76.28
	2,3-dimethoxy-5-methyl-6-[(6-methylimidazo[2,1-b][1,3]thiazol-5-yl)methyl]benzo-1,4-quinone	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	81.73
	coenzyme Q1	338	https://www.ncbi.nlm.nih.gov/pubmed/?term=15465329	211.5
mutant E183Q, pH 6.0, 30°C	NADH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	815	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	816	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	817	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	818	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	819	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	820	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	821	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	822	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183N, pH 6.0, 30°C	NADPH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
mutant E183Q, pH 6.0, 30°C	NADPH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	14.0
wild-type enzyme, pH 6.0, 30°C	NADH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	26.0
mutant E183D, pH 6.0, 30°C	NADPH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	34.0
mutants E183D and E18H, pH 6.0, 30°C	NADH	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	37.0
	hexaammineruthenium-III-chloride	823	https://www.ncbi.nlm.nih.gov/pubmed/?term=15938640	1500.0
mutant E183Q, pH 6.0, 30°C	NADH	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	2.0 - 8.0
wild-type enzyme, pH 6.0, 30°C	NADPH	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	3.0
mutant E183H, pH 6.0, 30°C	NADPH	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	10.0
mutant E183N, pH 6.0, 30°C	NADH	824	https://www.ncbi.nlm.nih.gov/pubmed/?term=21832062	11.0
