synonyms	ec_number	recommended_name
1,2-beta-D-fructan:1,2-beta-D-fructan 1F-beta-D-fructosyltransferase	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
high DP fructan:fructan 1-fructosyl transferase	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
high DP 1-FFT	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
fructan:fructan 6G-fructosyltransferase/fructan:fructan1-fructosyltransferase	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
6G-FFT/1-FFT	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
fructan:fructan 1-fructosyl transferase	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
Wft3	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
1-FFT	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
fructan:fructan 1-fructosyltransferase	2.4.1.100	2,1-fructan:2,1-fructan 1-fructosyltransferase
N-glycosyl-oligosaccharide-glycoproteinN-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
uridine diphosphoacetylglucosamine-alpha-1,3-mannosylglycoproteinbeta-1,2-N-acetylglucosaminyltransferase	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-alpha-1,3-mannosylglycoprotein beta-1,2-N-	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-N-acetylglucosaminyl:alpha-1,3-D-mannoside-beta-12-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-N-acetylglucosaminyl:alpha-3-D-mannosidebeta-1,2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
alpha-1,3-mannosyl-glycoproteinbeta-1,2-N-acetylglucosaminyltransferase	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-N-acetyl-D-glucosamine:glycoprotein (N-acetyl-D-glucosamine toalpha-D-mannosyl-1,3-(R1)-beta-D-mannosyl-R2)beta-1,2-N-acetyl-D-glucosaminyltransferase	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
Arabidopsis enzyme	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-N-GlcNAc:alpha3-D-mannosidebeta-1,2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
gene name	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
gene name	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
gene name	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-GlcNAc:alpha3-D-mannosidebeta1-2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
TbGnTI	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GlcNAc-T I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-GlcNAc:alpha3-D-mannosidebeta1,2-N-acetylglucosaminyltransferase	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
Golgi N-glycan branching N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GlcNAcT-I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-GlcNac:alpha3-D-mannosidebeta1,2-Nacetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-GlcNAc:alpha3-D-mannosidebeta1,2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
gene name	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GnTI	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
NT	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GlcNAc transferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
beta-1-2 GlcNAc transferase	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GnT1	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
human enzyme	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
chimeric Arabidopsis-human enzyme	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GnT-I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
N-acetylglucosaminyltransferases I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
UDP-N-acetylglucosamine:alpha-3-D-mannosidebeta-1,2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
GnT I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
pigGnT-I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
alpha3-D-mannoside-beta-1,2-N-acetylglucosaminyltransferase I	2.4.1.101	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
O-glycosyl-oligosaccharide-glycoproteinN-acetylglucosaminyltransferase I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
beta6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-mucin beta-(1-6)-	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
acetylglucosaminyltransferase, uridinediphosphoacetylglucosamine-mucin beta-(1-6)-, A	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
uridine diphosphoacetylglucosamine-mucinbeta-(1-6)-acetylglucosaminyltransferase A	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
uridine diphosphoacetylglucosamine-mucinbeta-(1-6)-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 6-beta-GlcNAc-transferase A	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
beta1,6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2 beta6GnT1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta-1, 6-N-acetylglucosaminyltransferase-1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 N-acetylglucosaminyltransferase M	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
Core 2 N-acetylglucosaminyltransferase 2/M	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
mucin-type core 2 1,6-N-acetylglucosaminyltransferase enzyme	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
c2GnT-M	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
gcnt3	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta-1,6 N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
beta-1,6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 protein beta-1,6-N-acetylglucosaminyltransferase-mucin type	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT2	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
mucus-type core 2 beta1,6 N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT-L	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 GlcNAc-T	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GlcNAcT-I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GlcNAcT-II	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GlcNAcT-III	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2beta 1,6 N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core2 1-6-N-glucosaminyltransferase-I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT3	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
gcnt4	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C4GnT	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6-N-acetyl-glycosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6-N-acetylglucosaminyltransferase I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta-1,6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 6-beta-GlcNAc-T	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6 N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core2 beta(1,6)-N-acetyglucosaminyltransferase-I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core2GnT	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6 N-acetylglucosaminyltransferase-I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta6-GlcNAc-transferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 N-acetylglucosaminyltransferase-1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT-1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core2 beta-1,6-N-acetylglucosaminyltransferase	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core2 beta-1,6-N-acetylglucosaminyltransferase-1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta1,6-N-acetylglucosaminyl transferase 1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
GCNT1	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 beta6-GalNAc-transferase, EC 2.4.1.102,exists in 2 types, type L and type M, the latter shows an additionalcore 4 beta6-GalNAc transferase activity	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
C2GnT-I	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
core 2 N-acetylglucosaminyltransferase-M	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
bC2GnT-M	2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoprotein
glucosyltransferase, uridine diphosphoglucose-alizarin	2.4.1.103	alizarin 2-beta-glucosyltransferase
UDPglucose:7,8-dihydroxycoumarin 7-O-beta-D-glucosyltransferase	2.4.1.104	o-dihydroxycoumarin 7-O-glucosyltransferase
glucosyltransferase, uridine diphosphoglucose-o-dihydroxycoumarin 7-O-	2.4.1.104	o-dihydroxycoumarin 7-O-glucosyltransferase
UDP-glucose:o-dihydroxycoumarin glucosyltransferase	2.4.1.104	o-dihydroxycoumarin 7-O-glucosyltransferase
CGTase	2.4.1.104	o-dihydroxycoumarin 7-O-glucosyltransferase
glucosyltransferase, uridine diphosphoglucose-vitexin 2''-	2.4.1.105	vitexin beta-glucosyltransferase
glucosyltransferase, uridine diphosphoglucose-isovitexin 2''-	2.4.1.106	isovitexin beta-glucosyltransferase
uridine diphosphoglucose-isovitexin 2''-glucosyltransferase	2.4.1.106	isovitexin beta-glucosyltransferase
mannosyltransferase, dolichol phosphomannose-protein	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichol phosphomannose-protein mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-D-mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMTI	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
RT	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Drosophila O-mannosyltransferase Rotated Abdomen	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Drosophila O-mannosyltransferase Twisted	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
TW	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
isoform	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
isoform	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferase 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferase 2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
O-mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt5p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT5	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
AfPmt1p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
O-mannosyltransferase 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT3	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferases 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferases 2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl phosphate-mannose:protein O-mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt6	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT7	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
HpPmt1p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose--protein mannosyltransferase 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
ogm1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Oma1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Omg1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
O-glycoside mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose--protein mannosyltransferase 2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
ogm2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Oma2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Omg2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose--protein mannosyltransferase 4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
ogm4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Oma4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Omg4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein mannosyltransferases	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
sPOMT2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
tPOmt2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose-protein mannosyltransferase 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferase Pmt4	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyl-transferase 1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose-protein mannosyltransferase 2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyl-transferase 2	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferase A	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
AapmtA	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein-O-mannosyltransferase-1	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt1p-Pmt2p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt4p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein O-mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt4D	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt-2 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt-1 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt-4 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Um11220	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Um10749	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Um05433	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt1A	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt2A	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt4A	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt1D	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt2D	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein-Omannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
protein mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
dolichyl-phosphate-mannose-protein mannosyltransferase	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt2p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT3: no clearly determineddolichyl-phosphate-mannose-protein mannosyltransferase activity	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
Pmt1p	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT2 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT1 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
PMT4 subfamily	2.4.1.109	dolichyl-phosphate-mannose-protein mannosyltransferase
UDP-glucose-glycogen glucosyltransferase	2.4.1.11	glycogen(starch) synthase
glucosyltransferase, uridine diphosphoglucose-glycogen	2.4.1.11	glycogen(starch) synthase
glycogen synthetase (starch)	2.4.1.11	glycogen(starch) synthase
UDP-glycogen synthase	2.4.1.11	glycogen(starch) synthase
UDPG-glycogen synthetase	2.4.1.11	glycogen(starch) synthase
UDPG-glycogen transglucosylase	2.4.1.11	glycogen(starch) synthase
uridine diphosphoglucose-glycogen glucosyltransferase	2.4.1.11	glycogen(starch) synthase
GSY2p	2.4.1.11	glycogen(starch) synthase
GSN	2.4.1.11	glycogen(starch) synthase
gene name	2.4.1.11	glycogen(starch) synthase
Cg-GYS	2.4.1.11	glycogen(starch) synthase
granule-bound starch synthase	2.4.1.11	glycogen(starch) synthase
GBSS	2.4.1.11	glycogen(starch) synthase
glycogen synthase 2	2.4.1.11	glycogen(starch) synthase
Gys-2	2.4.1.11	glycogen(starch) synthase
glycogen synthase	2.4.1.11	glycogen(starch) synthase
gene name	2.4.1.11	glycogen(starch) synthase
Gys2p	2.4.1.11	glycogen(starch) synthase
glycogen synthase-2	2.4.1.11	glycogen(starch) synthase
glucosyltransferase, uridine diphosphoglucose-coniferyl alcohol	2.4.1.111	coniferyl-alcohol glucosyltransferase
UDP-glucose coniferyl alcohol glucosyltransferase	2.4.1.111	coniferyl-alcohol glucosyltransferase
uridine diphosphoglucose-coniferyl alcohol glucosyltransferase	2.4.1.111	coniferyl-alcohol glucosyltransferase
CAGT	2.4.1.111	coniferyl-alcohol glucosyltransferase
ADP-glucose:protein glucosyltransferase	2.4.1.113	alpha-1,4-glucan-protein synthase (ADP-forming)
adenosine diphosphoglucose-protein glucosyltransferase	2.4.1.113	alpha-1,4-glucan-protein synthase (ADP-forming)
glucosyltransferase, adenosine diphosphoglucose-protein	2.4.1.113	alpha-1,4-glucan-protein synthase (ADP-forming)
glucosyltransferase, uridine diphosphoglucose-o-coumarate	2.4.1.114	2-coumarate O-beta-glucosyltransferase
UDPG:o-coumaric acid O-glucosyltransferase	2.4.1.114	2-coumarate O-beta-glucosyltransferase
glucosyltransferase, uridine diphosphoglucose-anthocyanidin 3-O-	2.4.1.115	anthocyanidin 3-O-glucosyltransferase
UDP-glucose:anthocyanidin/flavonol 3-O-glucosyltransferase	2.4.1.115	anthocyanidin 3-O-glucosyltransferase
