Commentary	Ref	Literature(PubmedID)	value
activity at 50°C is about 20% higher compared to activity at 70°C	157	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	158	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	158	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	158	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	159	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	159	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	159	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	160	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	160	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	160	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	161	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	161	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	161	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	162	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	162	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	162	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	163	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	163	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	163	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	164	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	164	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	164	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	165	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	166	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
activity range, profile, overview	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=100069532	30.0 - 70.0
more than 68% of maximum activity	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=23670313	35.0 - 68.0
activity at 50°C is about 20% higher compared to activity at 70°C	167	https://www.ncbi.nlm.nih.gov/pubmed/?term=23241981	50.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	197	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	198	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
50% of maximal activity at 20°C, 20% at 70°C	199	https://www.ncbi.nlm.nih.gov/pubmed/?term=19412581	20.0 - 70.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	243	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	244	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	245	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
40°C: about 50% of maximal activity, 90°C: about 85% of maximal activity	246	https://www.brenda-enzymes.org/literature.php?r=171646	40.0 - 90.0
	248	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	249	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	250	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	251	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	252	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	253	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	254	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	255	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
	256	https://www.brenda-enzymes.org/literature.php?r=678008	40.0 - 80.0
80% of maximum activity	268	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	269	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	270	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	271	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	272	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	273	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	274	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	275	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
80% of maximum activity	276	https://www.ncbi.nlm.nih.gov/pubmed/?term=22806794	80.0
	293	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	294	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	295	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	296	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	297	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
	298	https://www.ncbi.nlm.nih.gov/pubmed/?term=18612683	40.0 - 50.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	320	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	320	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	320	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	320	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	320	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	320	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	321	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	321	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	321	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	321	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	321	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	321	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	322	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	322	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	322	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	322	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	322	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	322	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	323	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	323	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	323	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	323	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	323	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	323	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	324	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	324	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	324	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	324	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	324	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	324	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	325	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	325	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	325	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	325	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	325	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	325	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	326	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	326	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	326	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	326	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	326	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	326	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	327	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	327	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	327	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	327	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	327	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	327	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	328	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	328	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	328	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	328	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	328	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	328	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	329	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	329	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	329	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	329	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	329	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	330	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	330	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	330	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	330	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	330	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	331	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	331	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	331	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	331	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	331	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	332	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	332	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	332	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	332	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	332	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	333	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	333	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	333	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	333	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	333	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	334	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	334	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	334	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	334	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	334	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	335	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	335	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	335	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	335	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	335	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
40°C: about 25% of maximal activity of enzyme from strain W1, about 30% of maximal activity of enzyme from strain W3, 75°C: about 30% of maximal activity, enzyme from strain W1 and W3	336	https://www.brenda-enzymes.org/literature.php?r=171621	40.0 - 75.0
40°C: about 20% of maximal activity, 80°C: about 45% of maximal activity	336	https://www.brenda-enzymes.org/literature.php?r=171656	40.0 - 80.0
activity range	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=20467831	40.0 - 90.0
50°C: about 50% of maximal activity, 75°C: about 60% of maximal activity	336	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 75.0
50°C: about 30% of maximal activity, 80°C: about 20% of maximal activity, enzyme form strain W4	336	https://www.brenda-enzymes.org/literature.php?r=171621	50.0 - 80.0
60°C: about 50% of maximal activity, 80°C: about 80% of maximal activity	336	https://www.ncbi.nlm.nih.gov/pubmed/?term=10689076	60.0 - 80.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	351	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	351	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	351	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	352	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	352	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	352	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	353	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	353	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	353	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	354	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	354	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	354	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
activity range, inactive at 60°C, temperature profile of recombinant His-tagged wild-type and mutant ezymes, overview	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19531602	30.0 - 55.0
activity sharply decreases below 30°C and above 60°C	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=19332293	40.0 - 50.0
transxylosylation and hydrolysis activities are optimal at temperatures of 60°C and 40°C, respectively	355	https://www.ncbi.nlm.nih.gov/pubmed/?term=18776691	40.0 - 60.0
