Commentary	Substrate	Ref	Literature(PubmedID)	value
pH 5.5, 50°C	inulin	938	18051293	3.4
purified enzyme, at pH 5.0 and 55°C	inulin	938	21067917	7.16
purified enzyme, at pH 5.0 and 50°C	Agave tequilana fructan	938	21067917	12.9
pH 5.5, 50°C	Sucrose	938	18051293	25.3
purified enzyme, at pH 5.0 and 55°C	Actilight	938	21067917	27.8
purified enzyme, at pH 5.0 and 55°C	Sucrose	938	21067917	29.1
purified enzyme, at pH 5.0 and 50°C	levan	939	21067917	1.8
pH 5.5, 50°C	raffinose	939	18051293	2.7
pH 5.5, 50°C	inulin	939	18051293	3.4
purified enzyme, at pH 5.0 and 55°C	inulin	939	21067917	7.16
purified enzyme, at pH 5.0 and 50°C	Agave tequilana fructan	939	21067917	12.9
pH 5.5, 50°C	Sucrose	939	18051293	25.3
purified enzyme, at pH 5.0 and 55°C	Actilight	939	21067917	27.8
purified enzyme, at pH 5.0 and 55°C	Sucrose	939	21067917	29.1
20.06 mg/ml for inulin	more	1253	18456943	-999.0
20.06 mg/ml for inulin	more	1254	18456943	-999.0
20.06 mg/ml for inulin	more	1255	18456943	-999.0
at 40&ordm;C, pH 5.0	inulin	1305	12400688	0.0926
InuE:D' hybrid	inulin	1305	17502268	0.22
InuE	inulin	1305	17502268	3.0
InuE:D' hybrid	Sucrose	1305	17502268	48.7
InuE	Sucrose	1305	17502268	111.0
at 40&ordm;C, pH 5.0	inulin	1306	12400688	0.0926
InuE:D' hybrid	inulin	1306	17502268	0.22
InuE	inulin	1306	17502268	3.0
InuE:D' hybrid	Sucrose	1306	17502268	48.7
InuE	Sucrose	1306	17502268	111.0
at 40&ordm;C, pH 5.0	inulin	1307	12400688	0.0926
InuE:D' hybrid	inulin	1307	17502268	0.22
InuE	inulin	1307	17502268	3.0
InuE:D' hybrid	Sucrose	1307	17502268	48.7
InuE	Sucrose	1307	17502268	111.0
at 40&ordm;C, pH 5.0	inulin	1308	12400688	0.0926
InuE:D' hybrid	inulin	1308	17502268	0.22
InuE	inulin	1308	17502268	3.0
InuE:D' hybrid	Sucrose	1308	17502268	48.7
InuE	Sucrose	1308	17502268	111.0
at 40&ordm;C, pH 5.0	inulin	1309	12400688	0.0926
InuE:D' hybrid	inulin	1309	17502268	0.22
InuE	inulin	1309	17502268	3.0
InuE:D' hybrid	Sucrose	1309	17502268	48.7
InuE	Sucrose	1309	17502268	111.0
at 40&ordm;C, pH 5.0	inulin	1310	12400688	0.0926
InuE:D' hybrid	inulin	1310	17502268	0.22
InuE	inulin	1310	17502268	3.0
InuE:D' hybrid	Sucrose	1310	17502268	48.7
InuE	Sucrose	1310	17502268	111.0
pH 5.0, 30°C	1-kestose	1878	12586886	7.0
pH 5.0, 30°C	1-kestose	1879	12586886	7.0
pH 5.0, 30°C	1-kestose	1880	12586886	7.0
pH 5.0, 30°C	1-kestose	1881	12586886	7.0
pH 5.0, 30°C	1-kestose	1882	12586886	7.0
pH 5.0, 30°C	1-kestose	1883	12586886	7.0
pH 5.0, 30°C	1-kestose	1884	12586886	7.0
pH 5.0, 30°C	1-kestose	1885	12586886	7.0
pH 5.0, 30°C	1-kestose	1886	12586886	7.0
pH 5.0, 30°C	1-kestose	1887	12586886	7.0
30°C	bis(2-ethylhexyl)phthalate	1996	6468391	0.005
30°C	bis(2-ethylhexyl)phthalate	1997	6468391	0.005
