EC_Number	Systematic_name	Recommended_name	UniProt	Organism	Commentary	Literature(PubmedID)	Ref
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bacteria	FRENDA	23936350; 11073935; 7592345; 11160804; 27681232; 18084895; 10498730; 12455692; 16178368; 24065962; 25384482; 15547258; 17037259; 20829289; 25288966; 15878120; 19717589; 15291807; 15321665; 27893795; 12761140; 22797762; 23729651; 8005658; 9371430; 11278973; 15063064; 18453708; 20307539; 26290940; 28108375; 23589225; 11339944; 10784036; 21996477; 28802018	50
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bambuseae	FRENDA	16418525	51
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bjerkandera adusta	FRENDA	25637654	52
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bos taurus	AMENDA reliability +	10194300	53
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bos taurus	FRENDA	8955627; 23624795; 15178486; 9275218; 16752901; 17183702; 22209752	54
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bradyrhizobium	AMENDA reliability +	1645695	55
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bradyrhizobium japonicum		1645695	56
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bradyrhizobium japonicum	AMENDA reliability +	15547258; 1645695	57
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bradyrhizobium japonicum	FRENDA	23430716; 100025491	58
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Bradyrhizobium japonicum CC705		1645695	59
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia	AMENDA reliability +	17063492; 17063492	60
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia cenocepacia		17371508	61
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia cenocepacia	AMENDA reliability +++	17371508; 15942004	62
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia cepacia	AMENDA reliability +	11160804	63
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia cepacia complex	FRENDA	11160804	64
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia pseudomallei		17063492; 18178143; 19290552; 24044787; 24846396	65
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia pseudomallei	AMENDA reliability +	16618106; 15567407; 15650370; 14614594; 12729890; 20554537; 17063492; 17063492; 24044787	66
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia pseudomallei	AMENDA reliability +++	12454496; 12832453; 19290552; 12628252	67
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia pseudomallei	bifunctional catalase-peroxidase KatG	12832453	68
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Burkholderia pseudomallei	FRENDA	15033242; 15388929; 22209752; 17371508; 25303560	69
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Candida albicans	FRENDA	25957768; 29031807	70
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Capra hircus	FRENDA	15063064	71
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cauliflower mosaic virus	FRENDA	23430716; 100025491	72
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Caulobacter vibrioides		20002190	73
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Caulobacter vibrioides	AMENDA reliability +	7592345; 20002190; 9352936	74
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Caulobacter vibrioides	AMENDA reliability +++	10498730; 21257767	75
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Caulobacter vibrioides	FRENDA	10217488	76
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cavia	AMENDA reliability +	9534978	77
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cavia	FRENDA	9119479; 1501713; 9802010	78
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cavia porcellus	AMENDA reliability +	13836795	79
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cavia porcellus	FRENDA	9534978	80
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chaetomiaceae	FRENDA	27681232	81
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chaetomium cochliodes	AMENDA reliability +	27681232; 23589225	82
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chaetomium elatum	FRENDA	27681232	83
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chaetomium globosum	AMENDA reliability +	23589225	84
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chaetomium globosum	FRENDA	27681232	85
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chlamydia	FRENDA	23729651; 8838114	86
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chlamydiaceae	FRENDA	23729651	87
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Chlamydiales	FRENDA	23729651	88
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cichorium endivia		28587060	89
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Cichorium endivia	FRENDA	28587060; 28587060	90
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Coffea	FRENDA	26950697	91
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Coffea arabica	FRENDA	26950697	92
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Colletotrichum kahawae	FRENDA	26950697	93
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Comamonas terrigena	AMENDA reliability +	11519996	94
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Comamonas terrigena N3H	AMENDA reliability +	11519996	95
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Corynebacteriales	AMENDA reliability +	1336034; 10217488; 16566587; 26035302; 12949087; 9371430; 9083004; 8838114	96
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Corynebacteriales	FRENDA	23936350; 9864198; 9192093; 18084895; 8320241; 8665467; 9883603; 18394163; 18085750; 7986015; 9517959; 10656114; 11085275; 23923578; 7699979; 9570407; 9782502; 15063064; 21851232; 23288538; 25664397; 26103972; 27649868; 11251835; 22272299; 8523854; 19596780; 14553939	97
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Corynebacterium diphtheriae	FRENDA	8939436	98
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Coxiella burnetii	FRENDA	16923890	99
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Criblamydia sequanensis	FRENDA	23729651	100
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		cyanobacterium	AMENDA reliability +	9599012; 10863004; 9207193	101
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		cyanobacterium	FRENDA	8645214; 12119039; 10074082	102
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Deinococcus radiophilus	AMENDA reliability +	10713414	103
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Dinophyceae	FRENDA	27007322	104
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Eisenia andrei	FRENDA	9776778	105
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Embryophyta	AMENDA reliability +	10743616	106
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		enrichment culture	FRENDA	16832627	107
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Enterobacter lignolyticus SCF1	FRENDA	24065962	108
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Enterobacterales	FRENDA	15915708; 7986015	109
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia	FRENDA	8955627; 10322012	110
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli		14678798; 18413236; 18635265; 18178143; 15147967; 10801338; 3886630; 16516299; 23018273; 25964067	111
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli	AMENDA reliability +	7592345; 2831205; 7487109; 3038676; 10194300; 15915708; 1605641; 2241156; 2277629; 7934880; 8157598; 8508796; 8645214; 8969527; 10441144; 10850993; 11010873; 11440837; 11702717; 11752798; 11976501; 15289554; 15388929; 19933836; 29235814; 25384482; 7986015; 16923890; 19713239; 26953142; 9765568; 1922151; 9139928; 11257507; 3543208; 7876080; 11356135; 17183702; 9006925; 12832453; 19000033; 15147967; 10543446; 3886630; 9352936; 9291321	112
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli	AMENDA reliability +++	1336034; 2223011; 10068295; 10863004; 10801338; 23653125	113
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli	FRENDA	10743616; 2670897; 3312478; 6322945; 8821941; 8955627; 12724378; 20361327; 17107553; 1501713; 8320241; 10217488; 10322012; 10498730; 12455692; 16272382; 9628576; 10376815; 10736003; 18245246; 19917674; 23624795; 9324269; 8937883; 22700652; 16790773; 2069579; 8257155; 15547258; 10463167; 8939436; 15878120; 8392139; 11085275; 15449959; 10609885; 12761140; 15944758; 9371430; 11278973; 15039069; 15150215; 21851232; 25637654; 16030151; 18413236; 17371508; 10784036; 9395452; 23018273; 25964067	114
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli BL21	AMENDA reliability +	8645214	115
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli BL21(DE3)	AMENDA reliability +	11699646	116
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli BL21(DE3)	FRENDA	21851232	117
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli BW25113	FRENDA	26953142	118
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli K-12	FRENDA	3312478; 19713239; 3543208	119
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli O157:H7	AMENDA reliability +	8969527	120
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli O157:H7	AMENDA reliability +++	14678798	121
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli O157:H7	FRENDA	9628576	122
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Escherichia coli UM262		10801338	123
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Estrella lausannensis	FRENDA	23729651	124
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Eubacterium sp.	FRENDA	9353028	125
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		eukaryota	AMENDA reliability +	24280274	126
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		eukaryota	FRENDA	15291807; 26290940; 23589225; 29031807	127
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Felis catus	AMENDA reliability +	9776778	128
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Firmicutes	FRENDA	18453708	129
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fluoribacter	FRENDA	2550514	130
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Francisella tularensis	AMENDA reliability +	16790773	131
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fungi	AMENDA reliability +	21971530; 23859079; 23589225; 19000033	132
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fungi	FRENDA	27681232; 12455692; 16178368; 25460190; 12761140; 24433459	133
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium	FRENDA	25460190	134
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium oxysporum	FRENDA	25460190	135
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium verticillioides		28802018	136
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium verticillioides	AMENDA reliability +	28802018	137
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium verticillioides JFL A00999		28802018	138
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusarium verticillioides M3125		28802018	139
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusobacteria	FRENDA	12799352	140
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Fusobacterium nucleatum	FRENDA	12799352	141
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		gammaproteobacteria	FRENDA	10498730	142
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Geobacillus stearothermophilus		18178143	143
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Geobacillus stearothermophilus	AMENDA reliability +	1336034; 8508796	144
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Geobacillus stearothermophilus	FRENDA	2670897; 10217488; 11778844	145
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Glycine max	FRENDA	11795785; 23430716; 100025491	146
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Haloarcula marismortui		7947969; 0	147
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Haloarcula marismortui	AMENDA reliability +	9924978	148
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Haloarcula marismortui	AMENDA reliability +++	18007045; 7947969; 11468404; 12172540	149
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Haloarcula marismortui	FRENDA	15388929; 22209752	150
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Halobacterium salinarum		8320233	151
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Halobacterium salinarum	AMENDA reliability +	8320233	152
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Halobacterium salinarum	AMENDA reliability +++	11139077; 11702717	153
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		halophilic archaeon	AMENDA reliability +	7947969	154
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		halophilic archaeon	AMENDA reliability +++	11468404	155
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		halophilic archaeon	FRENDA	8320233	156
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Helicobacter pylori	FRENDA	16923890	157
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Hexapoda	FRENDA	15052320; 14527320	158
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Homo sapiens	AMENDA reliability +	19856302; 16790773; 8596438; 14614594; 22183480; 15753209; 19050300; 25070007	159
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Homo sapiens	FRENDA	11160804; 9864198; 8821941; 15722451; 26867495; 9141669; 15650370; 16178368; 23859079; 29523317; 10736003; 18245246; 19917674; 23624795; 10655365; 17314357; 28043516; 17037259; 17294000; 17924974; 19717589; 9056000; 16536002; 8944618; 9353028; 8005658; 9275218; 11233613; 12183541; 15150215; 16418525; 16878599; 17191164; 20644310; 24962673; 26103972; 27230303; 28839308; 1298787; 20021153; 21208877; 14527320; 8016735; 17684291; 19596780; 19910611; 18799136; 20200152; 16315359	160
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Human Immunodeficiency Virus	FRENDA	1501713; 17314357; 16418525	161
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Human immunodeficiency virus 1	AMENDA reliability +	25070007	162
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Irpex	FRENDA	25637654	163
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae		2029529	164
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae	AMENDA reliability +	1605641	165
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae	AMENDA reliability +++	2029529	166
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae	FRENDA	2643382; 18453708	167
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae KP1		2029529	168
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Klebsiella pneumoniae KP1		2029529	169
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Lactobacillus plantarum	AMENDA reliability +	11587647	170
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Lactuca sativa		28587060	171
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Lactuca sativa	FRENDA	28587060; 28587060	172
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Legionella	FRENDA	11727817; 15271914; 8838114	173
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Legionella pneumophila	AMENDA reliability +	16923890	174
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Legionella pneumophila	AMENDA reliability +++	10427716	175
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Legionella pneumophila	FRENDA	11727817; 9765568; 15271914; 2550514	176
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Legionellales	FRENDA	23729651	177
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Lethrinidae	FRENDA	11795785	178
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Lotus japonicus	FRENDA	19074374	179
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe	AMENDA reliability +	21971530	180
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe grisea	AMENDA reliability +	21971530	181
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe grisea	AMENDA reliability +++	19000033	182
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe grisea	FRENDA	24433459; 26290940; 23589225; 27293030	183
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe oryzae	AMENDA reliability +	21043575; 21971530	184
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Magnaporthe oryzae	AMENDA reliability +++	19000033	185
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mammalia	FRENDA	20021153	186
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Mesorhizobium japonicum MAFF 303099	FRENDA	19074374	187
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Metaphire sieboldi	FRENDA	9776778	188
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Metarhizium acridum	AMENDA reliability +++	28925548	189
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Metarhizium anisopliae	AMENDA reliability +	20361327; 15052320	190
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Metazoa	FRENDA	1605641; 9056000; 12761140; 17086155; 20021153; 14527320	191
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		Microbacterium aurum	FRENDA	7811753; 9371430; 27649868	192
1.11.1.21	donor:hydrogen-peroxide oxidoreductase	catalase-peroxidase		mixed culture	FRENDA	12799352	193
